"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Troy Aikman",24,"1",15,"226 for 399, 2,579 yards, 11 td, 18 int, & 40 rushes for 172 yards and 1 td","Dallas Cowboys / 1st / 1st pick / 1989"
"3","RB","Emmitt Smith*",21,"Rook",15,"241 rushes for 937 yards, 11 td, & 24 catches for 228 yards and 0 td","Dallas Cowboys / 1st / 17th pick / 1990"
"4","FB","Tommie Agee",26,"2",11,"53 rushes for 213 yards, 0 td, & 30 catches for 272 yards and 1 td","Seattle Seahawks / 5th / 119th pick / 1987"
"5","WR","Michael Irvin",24,"2",7,"20 catches for 413 yards, 5 td","Dallas Cowboys / 1st / 11th pick / 1988"
"6","WR","Kelvin Martin",25,"3",16,"64 catches for 732 yards, 0 td, & 4 rushes for -2 yards and 0 td","Dallas Cowboys / 4th / 95th pick / 1987"
"7","TE","Jay Novacek",28,"5",15,"59 catches for 657 yards, 4 td","St. Louis Cardinals / 6th / 158th pick / 1985"
"8","LT","Mark Tuinei",30,"7",13,"",""
"9","LG","Crawford Ker",28,"5",15,"1 fumble recovered","Dallas Cowboys / 3rd / 76th pick / 1985"
"10","C","Mark Stepnoski",23,"1",16,"","Dallas Cowboys / 3rd / 57th pick / 1989"
"11","RG","John Gesek",27,"3",12,"2 fumbles recovered","Los Angeles Raiders / 10th / 265th pick / 1987"
"12","RT","Nate Newton",29,"4",16,"2 fumbles recovered",""
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Danny Stubbs",25,"2",15,"7.5 sacks, 0 interceptions, 2 fumbles recovered","San Francisco 49ers / 2nd / 33rd pick / 1988"
"15","LDT","Dean Hamel",29,"5",11,"1.0 sacks, 0 interceptions, 1 fumble recovered","Washington Redskins / 12th / 309th pick / 1985"
"16","RDT","Danny Noonan",25,"3",15,"4.5 sacks, 0 interceptions, 0 fumbles recovered","Dallas Cowboys / 1st / 12th pick / 1987"
"17","RDE","Jim Jeffcoat",29,"7",13,"3.5 sacks, 0 interceptions, 1 fumble recovered","Dallas Cowboys / 1st / 23rd pick / 1983"
"18","LLB","Jack Del Rio",27,"5",16,"1.5 sacks, 0 interceptions, 0 fumbles recovered","New Orleans Saints / 3rd / 68th pick / 1985"
"19","MLB","Eugene Lockhart",29,"6",16,"1.0 sacks, 0 interceptions, 1 fumble recovered","Dallas Cowboys / 6th / 152nd pick / 1984"
"20","RLB","Ken Norton",24,"2",15,"2.5 sacks, 0 interceptions, 2 fumbles recovered","Dallas Cowboys / 2nd / 41st pick / 1988"
"21","LCB","Issiac Holt",28,"5",15,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Minnesota Vikings / 2nd / 30th pick / 1985"
"22","RCB","Manny Hendrix",26,"4",11,"0.0 sacks, 1 interception, 1 fumble recovered",""
"23","SS","James Washington",25,"2",10,"0.0 sacks, 3 interceptions, 3 fumbles recovered","Los Angeles Rams / 5th / 137th pick / 1988"
"24","FS","Ray Horton",30,"7",14,"0.0 sacks, 1 interception, 4 fumbles recovered","Cincinnati Bengals / 2nd / 53rd pick / 1983"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Ken Willis",24,"Rook",0,"18 of 25 field goals & 26 of 26 extra points",""
"27","P","Mike Saxon",28,"5",0,"79 punts for a 43.2 average, 0 blocked","Detroit Lions / 11th / 300th pick / 1984"
"28","PR","Derrick Shepard",26,"3",0,"20 punt returns for a 6.0 average and 0 td",""
"29","KR","James Dixon",23,"1",1,"36 kick returns for a 20.4 average and 0 td",""
