"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Daunte Culpepper",25,"3",16,"333 for 549, 3,853 yards, 18 td, 23 int, & 106 rushes for 609 yards and 10 td","Minnesota Vikings / 1st / 11th pick / 1999"
"3","RB","Michael Bennett*",24,"1",16,"255 rushes for 1,296 yards, 5 td, & 37 catches for 351 yards and 1 td","Minnesota Vikings / 1st / 27th pick / 2001"
"4","RB","Jim Kleinsasser",25,"3",12,"6 rushes for 17 yards, 0 td, & 37 catches for 393 yards and 1 td","Minnesota Vikings / 2nd / 44th pick / 1999"
"5","WR","D'Wayne Bates",27,"3",11,"50 catches for 689 yards, 4 td","Chicago Bears / 3rd / 71st pick / 1999"
"6","WR","Randy Moss*",25,"4",16,"106 catches for 1,347 yards, 7 td, & 6 rushes for 51 yards and 0 td","Minnesota Vikings / 1st / 21st pick / 1998"
"7","TE","Byron Chamberlain",31,"7",9,"34 catches for 389 yards, 0 td","Denver Broncos / 7th / 222nd pick / 1995"
"8","LG","Corbin Lacina",32,"8",16,"","Buffalo Bills / 6th / 167th pick / 1993"
"9","C","Matt Birk",26,"4",16,"1 fumble recovered","Minnesota Vikings / 6th / 173rd pick / 1998"
"10","RG","David Dixon",33,"8",15,"","New England Patriots / 9th / 232nd pick / 1992"
"11","RT","Chris Liwienski",27,"4",16,"","Detroit Lions / 7th / 207th pick / 1998"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Lance Johnstone",29,"6",16,"","Oakland Raiders / 2nd / 57th pick / 1996"
"14","DE","Kenny Mixon",27,"4",16,"","Miami Dolphins / 2nd / 49th pick / 1998"
"15","DT","Chris Hovan",24,"2",16,"","Minnesota Vikings / 1st / 25th pick / 2000"
"16","NT","Fred Robbins",25,"2",15,"","Minnesota Vikings / 2nd / 55th pick / 2000"
"17","MLB","Greg Biekert",33,"9",16,"0.0 sacks, 4 interceptions, 1 fumble recovered","Los Angeles Raiders / 7th / 181st pick / 1993"
"18","LB","Henri Crockett",28,"5",11,"","Atlanta Falcons / 4th / 100th pick / 1997"
"19","LB","Nick Rogers",23,"Rook",11,"","Minnesota Vikings / 6th / 177th pick / 2002"
"20","LCB","Corey Chavous",26,"4",16,"1.0 sacks, 3 interceptions, 0 fumbles recovered","Arizona Cardinals / 2nd / 33rd pick / 1998"
"21","RCB","Eric Kelly",25,"1",12,"0.0 sacks, 1 interception, 0 fumbles recovered","Minnesota Vikings / 3rd / 69th pick / 2001"
"22","FS","Ronnie Bradford",32,"9",15,"0.0 sacks, 1 interception, 0 fumbles recovered","Miami Dolphins / 4th / 105th pick / 1993"
