"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Mark Brunell",28,"4",13,"208 for 354, 2,601 yards, 20 td, 9 int, & 49 rushes for 192 yards and 0 td","Green Bay Packers / 5th / 118th pick / 1993"
"3","RB","Fred Taylor",22,"Rook",12,"264 rushes for 1,223 yards, 14 td, & 44 catches for 421 yards and 3 td","Jacksonville Jaguars / 1st / 9th pick / 1998"
"4","FB","Daimon Shelton",26,"1",8,"30 rushes for 95 yards, 1 td, & 10 catches for 79 yards and 0 td","Jacksonville Jaguars / 6th / 184th pick / 1997"
"5","WR","Keenan McCardell",28,"6",15,"64 catches for 892 yards, 6 td","Washington Redskins / 12th / 326th pick / 1991"
"6","WR","Jimmy Smith*",29,"6",15,"78 catches for 1,182 yards, 8 td","Dallas Cowboys / 2nd / 36th pick / 1992"
"7","TE","Pete Mitchell",27,"3",16,"38 catches for 363 yards, 2 td","Miami Dolphins / 4th / 122nd pick / 1995"
"8","LT","Tony Boselli*+",26,"3",15,"1 fumble recovered","Jacksonville Jaguars / 1st / 2nd pick / 1995"
"9","LG","Ben Coleman",27,"5",16,"","Phoenix Cardinals / 2nd / 32nd pick / 1993"
"10","C","Quentin Neujahr",27,"2",16,"",""
"11","RG","Brian DeMarco",26,"3",9,"","Jacksonville Jaguars / 2nd / 40th pick / 1995"
"12","RT","Leon Searcy",29,"6",15,"","Pittsburgh Steelers / 1st / 11th pick / 1992"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Joel Smeenge",30,"8",14,"7.5 sacks, 0 interceptions, 1 fumble recovered","New Orleans Saints / 3rd / 71st pick / 1990"
"15","LDT","Kelvin Pritchett",29,"7",9,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Dallas Cowboys / 1st / 20th pick / 1991"
"16","RDT","John Jurkovic",31,"7",16,"0.5 sacks, 0 interceptions, 0 fumbles recovered",""
"17","RDE","Renaldo Wynn",24,"1",15,"1.0 sacks, 0 interceptions, 1 fumble recovered","Jacksonville Jaguars / 1st / 21st pick / 1997"
"18","LLB","Bryce Paup",30,"8",16,"6.5 sacks, 0 interceptions, 0 fumbles recovered","Green Bay Packers / 6th / 159th pick / 1990"
"19","MLB","Bryan Schwartz",27,"3",12,"0.0 sacks, 0 interceptions, 4 fumbles recovered","Jacksonville Jaguars / 2nd / 64th pick / 1995"
"20","RLB","Kevin Hardy",25,"2",16,"1.5 sacks, 2 interceptions, 1 fumble recovered","Jacksonville Jaguars / 1st / 2nd pick / 1996"
"21","LCB","Aaron Beasley",25,"2",15,"0.0 sacks, 3 interceptions, 1 fumble recovered","Jacksonville Jaguars / 3rd / 63rd pick / 1996"
"22","RCB","Dave Thomas",30,"5",12,"0.0 sacks, 1 interception, 1 fumble recovered","Dallas Cowboys / 8th / 203rd pick / 1993"
"23","SS","Donovin Darius",23,"Rook",14,"0.0 sacks, 0 interceptions, 1 fumble recovered","Jacksonville Jaguars / 1st / 25th pick / 1998"
"24","FS","Chris Hudson",27,"3",13,"0.0 sacks, 3 interceptions, 1 fumble recovered","Jacksonville Jaguars / 3rd / 71st pick / 1995"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Mike Hollis",26,"3",0,"21 of 26 field goals & 45 of 45 extra points",""
"27","P","Bryan Barker",34,"8",0,"85 punts for a 45.0 average, 0 blocked",""
"28","PR","Reggie Barlow",25,"2",2,"43 punt returns for a 12.9 average and 1 td","Jacksonville Jaguars / 4th / 110th pick / 1996"
"29","KR","Reggie Barlow",25,"2",2,"30 kick returns for a 24.9 average and 0 td","Jacksonville Jaguars / 4th / 110th pick / 1996"
