"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Brett Favre",36,"14",16,"372 for 607, 3,881 yards, 20 td, 29 int, & 18 rushes for 62 yards and 0 td","Atlanta Falcons / 2nd / 33rd pick / 1991"
"3","FB","William Henderson",34,"10",8,"1 rush for -5 yards, 0 td, & 30 catches for 264 yards and 0 td","Green Bay Packers / 3rd / 66th pick / 1995"
"4","WR","Donald Driver",30,"6",16,"86 catches for 1,221 yards, 5 td, & 2 rushes for 13 yards and 0 td","Green Bay Packers / 7th / 213th pick / 1999"
"5","TE","Bubba Franks",27,"5",8,"25 catches for 207 yards, 1 td","Green Bay Packers / 1st / 14th pick / 2000"
"6","TE","David Martin",26,"4",8,"27 catches for 224 yards, 3 td","Green Bay Packers / 6th / 198th pick / 2001"
"7","LT","Chad Clifton",29,"5",16,"","Green Bay Packers / 2nd / 44th pick / 2000"
"8","LG","Adrian Klemm",28,"5",8,"","New England Patriots / 2nd / 46th pick / 2000"
"9","LG","Scott Wells",24,"1",10,"2 fumbles recovered","Green Bay Packers / 7th / 251st pick / 2004"
"10","C","Mike Flanagan",32,"7",14,"1 fumble recovered","Green Bay Packers / 3rd / 90th pick / 1996"
"11","RG","Will Whitticker",23,"Rook",14,"1 fumble recovered","Green Bay Packers / 7th / 246th pick / 2005"
"12","RT","Mark Tauscher",28,"5",16,"1 fumble recovered","Green Bay Packers / 7th / 224th pick / 2000"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Kabeer Gbaja-Biamila",28,"5",16,"","Green Bay Packers / 5th / 149th pick / 2000"
"15","DE","Aaron Kampman",26,"3",16,"","Green Bay Packers / 5th / 156th pick / 2002"
"16","DT","Grady Jackson",32,"8",16,"","Oakland Raiders / 6th / 193rd pick / 1997"
"17","DT","Cullen Jenkins",24,"1",12,"",""
"18","MLB","Nick Barnett",24,"2",16,"1.0 sacks, 1 interception, 3 fumbles recovered","Green Bay Packers / 1st / 29th pick / 2003"
"19","LB","Paris Lenon",28,"3",12,"",""
"20","LB","Robert Thomas",25,"3",9,"","St. Louis Rams / 1st / 31st pick / 2002"
"21","LCB","Ahmad Carroll",22,"1",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Green Bay Packers / 1st / 25th pick / 2004"
"22","RCB","Al Harris",31,"7",16,"3.0 sacks, 3 interceptions, 0 fumbles recovered","Tampa Bay Buccaneers / 6th / 169th pick / 1997"
"23","SS","Mark Roman",28,"5",16,"0.0 sacks, 2 interceptions, 2 fumbles recovered","Cincinnati Bengals / 2nd / 34th pick / 2000"
"24","FS","Nick Collins",22,"Rook",16,"0.0 sacks, 1 interception, 0 fumbles recovered","Green Bay Packers / 2nd / 51st pick / 2005"
