"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Mike Livingston",31,"8",14,"189 for 338, 2,682 yards, 12 td, 13 int, & 31 rushes for 89 yards and 2 td","Kansas City Chiefs / 2nd / 48th pick / 1968"
"3","RB","Woody Green",25,"2",6,"73 rushes for 322 yards, 1 td, & 9 catches for 100 yards and 0 td","Kansas City Chiefs / 1st / 16th pick / 1974"
"4","FB","MacArthur Lane",34,"8",14,"162 rushes for 542 yards, 5 td, & 66 catches for 686 yards and 1 td","St. Louis Cardinals / 1st / 13th pick / 1968"
"5","WR","Larry Brunson",27,"2",14,"33 catches for 656 yards, 1 td, & 3 rushes for -1 yards and 0 td","Denver Broncos / 11th / 263rd pick / 1972"
"6","WR","Henry Marshall",22,"Rook",14,"28 catches for 443 yards, 2 td, & 5 rushes for 101 yards and 1 td","Kansas City Chiefs / 3rd / 79th pick / 1976"
"7","TE","Billy Masters",32,"9",9,"18 catches for 269 yards, 3 td","Kansas City Chiefs / 3rd / 77th pick / 1967"
"8","LT","Matt Herkenhoff",25,"Rook",12,"1 fumble recovered","Kansas City Chiefs / 4th / 94th pick / 1974"
"9","LG","Charlie Getty",24,"2",14,"1 fumble recovered","Kansas City Chiefs / 2nd / 41st pick / 1974"
"10","C","Jack Rudnay*",29,"6",13,"","Kansas City Chiefs / 4th / 101st pick / 1969"
"11","RG","Tom Condon",24,"2",13,"","Kansas City Chiefs / 10th / 250th pick / 1974"
"12","RT","Jim Nicholson",27,"2",14,"1 fumble recovered","Los Angeles Rams / 9th / 219th pick / 1973"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Whitney Paul",23,"Rook",8,"0 interceptions, 1 fumble recovered","Kansas City Chiefs / 10th / 277th pick / 1976"
"15","LDT","John Lohmeyer",25,"3",10,"0 interceptions, 2 fumbles recovered","Kansas City Chiefs / 4th / 89th pick / 1973"
"16","RDT","Bob Maddox",27,"2",7,"","Cincinnati Bengals / 7th / 171st pick / 1973"
"17","RDE","Wilbur Young",27,"5",12,"0 interceptions, 3 fumbles recovered","Kansas City Chiefs / 2nd / 39th pick / 1971"
"18","LLB","Billy Andrews",31,"9",14,"1 interception, 2 fumbles recovered","Cleveland Browns / 13th / 333rd pick / 1967"
"19","MLB","Willie Lanier",31,"9",11,"3 interceptions, 2 fumbles recovered","Kansas City Chiefs / 2nd / 50th pick / 1967"
"20","RLB","Jim Lynch",31,"9",14,"2 interceptions, 1 fumble recovered","Kansas City Chiefs / 2nd / 47th pick / 1967"
"21","LCB","Kerry Reardon",27,"5",14,"5 interceptions, 0 fumbles recovered","Kansas City Chiefs / 6th / 146th pick / 1971"
"22","RCB","Emmitt Thomas",33,"10",14,"2 interceptions, 0 fumbles recovered",""
"23","SS","Tim Gray",24,"1",11,"4 interceptions, 1 fumble recovered","St. Louis Cardinals / 1st / 21st pick / 1975"
"24","FS","Gary Barbaro",22,"Rook",14,"3 interceptions, 1 fumble recovered","Kansas City Chiefs / 3rd / 74th pick / 1976"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Jan Stenerud",34,"9",0,"21 of 38 field goals & 27 of 33 extra points",""
"27","P","Jerrel Wilson",35,"13",0,"65 punts for a 42.0 average, 1 blocked","Kansas City Chiefs / 11th / 88th pick / 1963, Los Angeles Rams / 17th / 225th pick / 1963"
"28","PR","Larry Brunson",27,"2",14,"31 punt returns for a 12.5 average and 0 td","Denver Broncos / 11th / 263rd pick / 1972"
"29","KR","Lawrence Williams",23,"Rook",0,"25 kick returns for a 27.5 average and 0 td","New England Patriots / 7th / 172nd pick / 1975"
