"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Stan Humphries",32,"8",8,"121 for 225, 1,488 yards, 5 td, 6 int, & 13 rushes for 24 yards and 0 td","Washington Redskins / 6th / 159th pick / 1988"
"3","RB","Gary Brown",28,"6",14,"253 rushes for 945 yards, 4 td, & 21 catches for 137 yards and 0 td","Houston Oilers / 8th / 214th pick / 1991"
"4","WR","Charlie Jones",25,"1",11,"32 catches for 423 yards, 1 td, & 4 rushes for 42 yards and 0 td","San Diego Chargers / 4th / 114th pick / 1996"
"5","WR","Tony Martin",32,"7",16,"63 catches for 904 yards, 6 td","New York Jets / 5th / 126th pick / 1989"
"6","TE","Frank Hartley",30,"3",16,"19 catches for 246 yards, 1 td",""
"7","TE","Freddie Jones",23,"Rook",8,"41 catches for 505 yards, 2 td","San Diego Chargers / 2nd / 45th pick / 1997"
"8","LT","Vaughn Parker",26,"3",16,"2 fumbles recovered","San Diego Chargers / 2nd / 63rd pick / 1994"
"9","LG","Joe Cocozzo",27,"4",12,"","San Diego Chargers / 3rd / 64th pick / 1993"
"10","C","Raleigh McKenzie",34,"12",16,"1 fumble recovered","Washington Redskins / 11th / 290th pick / 1985"
"11","RG","Isaac Davis",25,"3",12,"","San Diego Chargers / 2nd / 43rd pick / 1994"
"12","RT","Tony Berti",25,"2",16,"1 fumble recovered","San Diego Chargers / 6th / 200th pick / 1995"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","William Fuller",35,"11",16,"3.0 sacks, 1 interception, 0 fumbles recovered","Los Angeles Rams / 1st / 21st pick / 1984 Supp"
"15","LDT","John Parrella",28,"4",16,"3.5 sacks, 0 interceptions, 1 fumble recovered","Buffalo Bills / 2nd / 55th pick / 1993"
"16","RDT","Shawn Lee",31,"9",15,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Tampa Bay Buccaneers / 6th / 163rd pick / 1988"
"17","RDE","Marco Coleman",28,"5",16,"2.0 sacks, 1 interception, 0 fumbles recovered","Miami Dolphins / 1st / 12th pick / 1992"
"18","LLB","Patrick Sapp",24,"1",9,"","San Diego Chargers / 2nd / 50th pick / 1996"
"19","MLB","Lewis Bush",28,"4",13,"","San Diego Chargers / 4th / 99th pick / 1993"
"20","RLB","Junior Seau*",28,"7",15,"7.0 sacks, 2 interceptions, 2 fumbles recovered","San Diego Chargers / 1st / 5th pick / 1990"
"21","LCB","Dwayne Harper",31,"9",12,"0.0 sacks, 2 interceptions, 1 fumble recovered","Seattle Seahawks / 11th / 299th pick / 1988"
"22","RCB","Terrance Shaw",24,"2",16,"0.0 sacks, 1 interception, 1 fumble recovered","San Diego Chargers / 2nd / 34th pick / 1995"
"23","SS","Rodney Harrison",25,"3",16,"4.0 sacks, 2 interceptions, 3 fumbles recovered","San Diego Chargers / 5th / 145th pick / 1994"
"24","FS","Mike Dumas",28,"6",15,"1.0 sacks, 1 interception, 1 fumble recovered","Houston Oilers / 2nd / 28th pick / 1991"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Greg Davis",32,"10",0,"19 of 24 field goals & 21 of 22 extra points","Tampa Bay Buccaneers / 9th / 246th pick / 1987"
"27","P","Darren Bennett",32,"2",0,"89 punts for a 44.6 average, 1 blocked",""
"28","PR","Eric Metcalf*+",29,"8",1,"45 punt returns for a 10.9 average and 3 td","Cleveland Browns / 1st / 13th pick / 1989"
"29","KR","Kenny Bynum",23,"Rook",0,"38 kick returns for a 21.4 average and 0 td","San Diego Chargers / 5th / 138th pick / 1997"
