"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Steve McNair",31,"9",8,"129 for 215, 1,343 yards, 8 td, 9 int, & 23 rushes for 128 yards and 1 td","Houston Oilers / 1st / 3rd pick / 1995"
"3","QB","Billy Volek",28,"3",8,"218 for 357, 2,486 yards, 18 td, 10 int, & 11 rushes for 50 yards and 1 td",""
"4","RB","Chris Brown",23,"1",11,"220 rushes for 1,067 yards, 6 td, & 20 catches for 147 yards and 0 td","Tennessee Titans / 3rd / 93rd pick / 2003"
"5","FB","Robert Holcombe",29,"6",8,"17 rushes for 62 yards, 0 td, & 11 catches for 60 yards and 0 td","St. Louis Rams / 2nd / 37th pick / 1998"
"6","WR","Drew Bennett",26,"3",16,"80 catches for 1,247 yards, 11 td, & 1 rush for 12 yards and 0 td",""
"7","WR","Derrick Mason",30,"7",16,"96 catches for 1,168 yards, 7 td, & 1 rush for -3 yards and 0 td","Tennessee Oilers / 4th / 98th pick / 1997"
"8","TE","Erron Kinney",27,"4",9,"25 catches for 193 yards, 3 td","Tennessee Titans / 3rd / 68th pick / 2000"
"9","LT","Brad Hopkins",34,"11",11,"","Houston Oilers / 1st / 13th pick / 1993"
"10","LG","Jacob Bell",23,"Rook",14,"","Tennessee Titans / 5th / 138th pick / 2004"
"11","C","Justin Hartwig",26,"2",15,"1 fumble recovered","Tennessee Titans / 6th / 187th pick / 2002"
"12","RG","Benji Olson",29,"6",15,"","Tennessee Oilers / 5th / 139th pick / 1998"
"13","RT","Fred Miller",31,"8",16,"1 fumble recovered","St. Louis Rams / 5th / 141st pick / 1996"
"14","","Defensive Starters",NA,"",NA,"",""
"15","DE","Carlos Hall",25,"2",14,"","Tennessee Titans / 7th / 240th pick / 2002"
"16","DE","Antwan Odom",23,"Rook",8,"","Tennessee Titans / 2nd / 57th pick / 2004"
"17","LDT","Kevin Carter",31,"9",16,"6.0 sacks, 0 interceptions, 1 fumble recovered","St. Louis Rams / 1st / 6th pick / 1995"
"18","RDT","Albert Haynesworth",23,"2",10,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Tennessee Titans / 1st / 15th pick / 2002"
"19","MLB","Brad Kassell",24,"2",14,"0.0 sacks, 0 interceptions, 1 fumble recovered",""
"20","LB","Keith Bulluck",27,"4",16,"","Tennessee Titans / 1st / 30th pick / 2000"
"21","LCB","Andre Dyson",25,"3",16,"0.0 sacks, 6 interceptions, 0 fumbles recovered","Tennessee Titans / 2nd / 60th pick / 2001"
"22","RCB","Samari Rolle",28,"6",11,"0.0 sacks, 1 interception, 2 fumbles recovered","Tennessee Oilers / 2nd / 46th pick / 1998"
"23","SS","Tank Williams",24,"2",9,"1.0 sacks, 1 interception, 1 fumble recovered","Tennessee Titans / 2nd / 45th pick / 2002"
"24","FS","Lamont Thompson",26,"2",13,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Cincinnati Bengals / 2nd / 41st pick / 2002"
