"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Tom Brady*+",33,"10",16,"324 for 492, 3,900 yards, 36 td, 4 int, & 31 rushes for 30 yards and 1 td","New England Patriots / 6th / 199th pick / 2000"
"3","RB","BenJarvus Green-Ellis",25,"2",11,"229 rushes for 1,008 yards, 13 td, & 12 catches for 85 yards and 0 td",""
"4","WR","Deion Branch",31,"8",9,"48 catches for 706 yards, 5 td","New England Patriots / 2nd / 65th pick / 2002"
"5","WR","Brandon Tate",23,"1",10,"24 catches for 432 yards, 3 td, & 5 rushes for 62 yards and 0 td","New England Patriots / 3rd / 83rd pick / 2009"
"6","WR","Wes Welker*",29,"6",11,"86 catches for 848 yards, 7 td",""
"7","TE","Alge Crumpler",33,"9",10,"6 catches for 52 yards, 2 td","Atlanta Falcons / 2nd / 35th pick / 2001"
"8","TE","Rob Gronkowski",21,"Rook",11,"42 catches for 546 yards, 10 td","New England Patriots / 2nd / 42nd pick / 2010"
"9","LT","Matt Light*",32,"9",16,"","New England Patriots / 2nd / 48th pick / 2001"
"10","LG","Logan Mankins*+",28,"5",9,"","New England Patriots / 1st / 32nd pick / 2005"
"11","C","Dan Koppen",31,"7",16,"","New England Patriots / 5th / 164th pick / 2003"
"12","RG","Steve Neal",34,"8",8,"",""
"13","RT","Sebastian Vollmer",26,"1",16,"","New England Patriots / 2nd / 58th pick / 2009"
"14","","Defensive Starters",NA,"",NA,"",""
"15","DE","Vince Wilfork*",29,"6",16,"","New England Patriots / 1st / 21st pick / 2004"
"16","LB","Jermaine Cunningham",22,"Rook",11,"","New England Patriots / 2nd / 53rd pick / 2010"
"17","LB","Gary Guyton",25,"2",8,"",""
"18","LB","Jerod Mayo*+",24,"2",16,"","New England Patriots / 1st / 10th pick / 2008"
"19","LB","Rob Ninkovich",26,"4",10,"","New Orleans Saints / 5th / 135th pick / 2006"
"20","LB","Brandon Spikes",23,"Rook",8,"","New England Patriots / 2nd / 62nd pick / 2010"
"21","LCB","Devin McCourty*",23,"Rook",16,"1.0 sacks, 7 interceptions, 0 fumbles recovered","New England Patriots / 1st / 27th pick / 2010"
"22","RCB","Kyle Arrington",24,"1",14,"0.0 sacks, 1 interception, 0 fumbles recovered",""
"23","S","Patrick Chung",23,"1",13,"0.0 sacks, 3 interceptions, 0 fumbles recovered","New England Patriots / 2nd / 34th pick / 2009"
"24","S","Brandon Meriweather*",26,"3",13,"0.0 sacks, 3 interceptions, 1 fumble recovered","New England Patriots / 1st / 24th pick / 2007"
"25","S","James Sanders",27,"5",9,"0.0 sacks, 3 interceptions, 1 fumble recovered","New England Patriots / 4th / 133rd pick / 2005"
