"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jim Harbaugh",31,"7",9,"125 for 202, 1,440 yards, 9 td, 6 int, & 39 rushes for 223 yards and 0 td","Chicago Bears / 1st / 26th pick / 1987"
"3","RB","Marshall Faulk*",21,"Rook",16,"314 rushes for 1,282 yards, 11 td, & 52 catches for 522 yards and 1 td","Indianapolis Colts / 1st / 2nd pick / 1994"
"4","FB","Roosevelt Potts",23,"1",15,"77 rushes for 336 yards, 1 td, & 26 catches for 251 yards and 1 td","Indianapolis Colts / 2nd / 49th pick / 1993"
"5","WR","Sean Dawkins",23,"1",16,"51 catches for 742 yards, 5 td","Indianapolis Colts / 1st / 16th pick / 1993"
"6","WR","Floyd Turner",28,"5",16,"52 catches for 593 yards, 6 td, & 3 rushes for -3 yards and 0 td","New Orleans Saints / 6th / 159th pick / 1989"
"7","TE","Kerry Cash",25,"3",16,"16 catches for 190 yards, 1 td","Indianapolis Colts / 5th / 125th pick / 1991"
"8","LT","Will Wolford",30,"8",16,"1 fumble recovered","Buffalo Bills / 1st / 20th pick / 1986"
"9","LG","Randy Dixon",29,"7",14,"","Indianapolis Colts / 4th / 85th pick / 1987"
"10","C","Kirk Lowdermilk",31,"9",16,"","Minnesota Vikings / 3rd / 59th pick / 1985"
"11","RG","Joe Staysniak",28,"3",16,"2 fumbles recovered","San Diego Chargers / 7th / 185th pick / 1990"
"12","RT","Zefross Moss",28,"5",11,"",""
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Bernard Whittington",23,"Rook",8,"",""
"15","LDT","Tony McCoy",25,"2",15,"6.0 sacks, 0 interceptions, 1 fumble recovered","Indianapolis Colts / 4th / 105th pick / 1992"
"16","RDT","Tony Siragusa",27,"4",16,"5.0 sacks, 0 interceptions, 1 fumble recovered",""
"17","RDE","Tony Bennett",27,"4",15,"9.0 sacks, 0 interceptions, 1 fumble recovered","Green Bay Packers / 1st / 18th pick / 1990"
"18","LLB","Steve Grant",25,"2",12,"0.0 sacks, 0 interceptions, 1 fumble recovered","Indianapolis Colts / 10th / 253rd pick / 1992"
"19","MLB","Jeff Herrod",28,"6",15,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Indianapolis Colts / 9th / 243rd pick / 1988"
"20","RLB","Quentin Coryatt",24,"2",16,"1.0 sacks, 0 interceptions, 1 fumble recovered","Indianapolis Colts / 1st / 2nd pick / 1992"
"21","LCB","Damon Watts",22,"Rook",8,"0.0 sacks, 1 interception, 0 fumbles recovered",""
"22","RCB","Eugene Daniel",33,"10",15,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Indianapolis Colts / 8th / 205th pick / 1984"
"23","SS","Jason Belser",24,"2",12,"0.0 sacks, 1 interception, 0 fumbles recovered","Indianapolis Colts / 8th / 197th pick / 1992"
"24","FS","Ray Buchanan",23,"1",16,"1.0 sacks, 8 interceptions, 1 fumble recovered","Indianapolis Colts / 3rd / 65th pick / 1993"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Dean Biasucci",32,"10",0,"16 of 24 field goals & 37 of 37 extra points",""
"27","P","Rohn Stark",35,"12",0,"73 punts for a 42.4 average, 1 blocked","Baltimore Colts / 2nd / 34th pick / 1982"
"28","PR","Dewell Brewer",24,"Rook",0,"42 punt returns for a 8.1 average and 1 td",""
"29","KR","Ronald Humphrey",25,"Rook",0,"35 kick returns for a 22.4 average and 1 td","Indianapolis Colts / 8th / 212th pick / 1992"
