"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","RB","Stephen Davis",28,6,12,"207 rushes for 820 yards, 7 td, & 23 catches for 142 yards and 1 td","Washington Redskins / 4th / 102nd pick / 1996"
"3","FB","Bryan Johnson",24,2,12,"1 rush for 0 yards, 0 td, & 15 catches for 114 yards and 0 td",""
"4","WR","Rod Gardner",25,1,15,"71 catches for 1,006 yards, 8 td, & 1 rush for 1 yards and 0 td","Washington Redskins / 1st / 15th pick / 2001"
"5","WR","Derrius Thompson",25,3,14,"53 catches for 773 yards, 4 td, & 10 rushes for 77 yards and 0 td",""
"6","TE","Walter Rasby",30,8,9,"9 catches for 85 yards, 0 td",""
"7","LT","Chris Samuels*",25,2,15,"","Washington Redskins / 1st / 3rd pick / 2000"
"8","LG","David Loverne",26,2,11,"","New York Jets / 3rd / 90th pick / 1999"
"9","C","Larry Moore",27,4,16,"",""
"10","RG","Wilbert Brown",25,3,9,"1 fumble recovered",""
"11","RT","Jon Jansen",26,3,16,"","Washington Redskins / 2nd / 37th pick / 1999"
"12","","Defensive Starters",NA,NA,NA,"",""
"13","DE","Bruce Smith",39,17,16,"","Buffalo Bills / 1st / 1st pick / 1985"
"14","DE","Renaldo Wynn",28,5,16,"","Jacksonville Jaguars / 1st / 21st pick / 1997"
"15","LDT","Dan Wilkinson",29,8,11,"","Cincinnati Bengals / 1st / 1st pick / 1994"
"16","RDT","Daryl Gardener",29,6,15,"4.0 sacks, 0 interceptions, 2 fumbles recovered","Miami Dolphins / 1st / 20th pick / 1996"
"17","MLB","Jeremiah Trotter",25,4,12,"0.0 sacks, 1 interception, 0 fumbles recovered","Philadelphia Eagles / 3rd / 72nd pick / 1998"
"18","LB","Jessie Armstead",32,9,16,"","New York Giants / 8th / 207th pick / 1993"
"19","LB","LaVar Arrington*",24,2,16,"","Washington Redskins / 1st / 2nd pick / 2000"
"20","LCB","Champ Bailey*",24,3,16,"0.0 sacks, 3 interceptions, 1 fumble recovered","Washington Redskins / 1st / 7th pick / 1999"
"21","RCB","Fred Smoot",23,1,16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Washington Redskins / 2nd / 45th pick / 2001"
"22","SS","Ifeanyi Ohalete",23,1,10,"1.0 sacks, 3 interceptions, 1 fumble recovered",""
"23","FS","David Terrell",27,2,16,"0.0 sacks, 2 interceptions, 1 fumble recovered","Washington Redskins / 7th / 191st pick / 1998"
