"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Matt Cassel",26,"3",15,"327 for 516, 3,693 yards, 21 td, 11 int, & 73 rushes for 270 yards and 2 td","New England Patriots / 7th / 230th pick / 2005"
"3","WR","Randy Moss",31,"10",16,"69 catches for 1,008 yards, 11 td, & 2 rushes for 0 yards and 0 td","Minnesota Vikings / 1st / 21st pick / 1998"
"4","WR","Wes Welker*",27,"4",14,"111 catches for 1,165 yards, 3 td, & 3 rushes for 26 yards and 0 td",""
"5","TE","David Thomas",25,"2",10,"9 catches for 93 yards, 0 td","New England Patriots / 3rd / 86th pick / 2006"
"6","TE","Ben Watson",28,"4",9,"22 catches for 209 yards, 2 td","New England Patriots / 1st / 32nd pick / 2004"
"7","LT","Matt Light",30,"7",16,"","New England Patriots / 2nd / 48th pick / 2001"
"8","LG","Logan Mankins",26,"3",16,"","New England Patriots / 1st / 32nd pick / 2005"
"9","C","Dan Koppen",29,"5",16,"","New England Patriots / 5th / 164th pick / 2003"
"10","RG","Steve Neal",32,"6",9,"",""
"11","RT","Nick Kaczur",29,"3",14,"","New England Patriots / 3rd / 100th pick / 2005"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Richard Seymour",29,"7",15,"","New England Patriots / 1st / 6th pick / 2001"
"14","DE","Ty Warren",27,"5",13,"","New England Patriots / 1st / 13th pick / 2003"
"15","NT","Vince Wilfork",27,"4",16,"2.0 sacks, 0 interceptions, 0 fumbles recovered","New England Patriots / 1st / 21st pick / 2004"
"16","LB","Tedy Bruschi",35,"12",12,"","New England Patriots / 3rd / 86th pick / 1996"
"17","LB","Jerod Mayo",22,"Rook",16,"","New England Patriots / 1st / 10th pick / 2008"
"18","LB","Adalius Thomas",31,"8",9,"","Baltimore Ravens / 6th / 186th pick / 2000"
"19","LB","Mike Vrabel",33,"11",14,"","Pittsburgh Steelers / 3rd / 91st pick / 1997"
"20","LCB","Deltha O'Neal",31,"8",10,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Denver Broncos / 1st / 15th pick / 2000"
"21","RCB","Ellis Hobbs",25,"3",16,"1.5 sacks, 3 interceptions, 1 fumble recovered","New England Patriots / 3rd / 84th pick / 2005"
"22","SS","Brandon Meriweather",24,"1",11,"2.0 sacks, 4 interceptions, 0 fumbles recovered","New England Patriots / 1st / 24th pick / 2007"
"23","FS","James Sanders",25,"3",14,"0.0 sacks, 1 interception, 0 fumbles recovered","New England Patriots / 4th / 133rd pick / 2005"
