"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Mark Brunell*",27,"3",14,"264 for 435, 3,281 yards, 18 td, 7 int, & 48 rushes for 257 yards and 2 td","Green Bay Packers / 5th / 118th pick / 1993"
"3","RB","Natrone Means",25,"4",11,"244 rushes for 823 yards, 9 td, & 15 catches for 104 yards and 0 td","San Diego Chargers / 2nd / 41st pick / 1993"
"4","FB","Ty Hallock",26,"4",7,"4 rushes for 21 yards, 0 td, & 18 catches for 131 yards and 1 td","Detroit Lions / 7th / 174th pick / 1993"
"5","WR","Keenan McCardell",27,"5",16,"85 catches for 1,164 yards, 5 td","Washington Redskins / 12th / 326th pick / 1991"
"6","WR","Jimmy Smith*",28,"5",16,"82 catches for 1,324 yards, 4 td","Dallas Cowboys / 2nd / 36th pick / 1992"
"7","TE","Pete Mitchell",26,"2",12,"35 catches for 380 yards, 4 td","Miami Dolphins / 4th / 122nd pick / 1995"
"8","LT","Tony Boselli*+",25,"2",12,"","Jacksonville Jaguars / 1st / 2nd pick / 1995"
"9","LG","Ben Coleman",26,"4",16,"","Phoenix Cardinals / 2nd / 32nd pick / 1993"
"10","C","Dave Widell",32,"9",12,"1 fumble recovered","Dallas Cowboys / 4th / 94th pick / 1988"
"11","RG","Rich Tylski",26,"1",13,"",""
"12","RT","Leon Searcy",28,"5",16,"","Pittsburgh Steelers / 1st / 11th pick / 1992"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Jeff Lageman",30,"8",16,"5.0 sacks, 0 interceptions, 1 fumble recovered","New York Jets / 1st / 14th pick / 1989"
"15","LDT","Renaldo Wynn",23,"Rook",8,"2.5 sacks, 0 interceptions, 1 fumble recovered","Jacksonville Jaguars / 1st / 21st pick / 1997"
"16","RDT","Don Davey",29,"6",10,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Green Bay Packers / 3rd / 67th pick / 1991"
"17","RDE","Clyde Simmons",33,"11",13,"8.5 sacks, 0 interceptions, 0 fumbles recovered","Philadelphia Eagles / 9th / 233rd pick / 1986"
"18","LLB","Kevin Hardy",24,"1",11,"2.5 sacks, 0 interceptions, 0 fumbles recovered","Jacksonville Jaguars / 1st / 2nd pick / 1996"
"19","MLB","Bryan Schwartz",26,"2",16,"0.5 sacks, 0 interceptions, 1 fumble recovered","Jacksonville Jaguars / 2nd / 64th pick / 1995"
"20","RLB","Eddie Robinson",27,"5",13,"2.0 sacks, 1 interception, 2 fumbles recovered","Houston Oilers / 2nd / 50th pick / 1992"
"21","LCB","Dave Thomas",29,"4",16,"0.0 sacks, 2 interceptions, 1 fumble recovered","Dallas Cowboys / 8th / 203rd pick / 1993"
"22","RCB","Deon Figures",27,"4",12,"0.0 sacks, 5 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 1st / 23rd pick / 1993"
"23","SS","Travis Davis",24,"2",16,"2.0 sacks, 1 interception, 3 fumbles recovered","New Orleans Saints / 7th / 242nd pick / 1995"
"24","FS","Chris Hudson",26,"2",16,"0.0 sacks, 3 interceptions, 2 fumbles recovered","Jacksonville Jaguars / 3rd / 71st pick / 1995"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Mike Hollis*",25,"2",0,"31 of 36 field goals & 41 of 41 extra points",""
"27","P","Bryan Barker*+",33,"7",0,"66 punts for a 44.9 average, 0 blocked",""
"28","PR","Reggie Barlow",24,"1",0,"36 punt returns for a 11.4 average and 0 td","Jacksonville Jaguars / 4th / 110th pick / 1996"
"29","KR","Willie Jackson",26,"2",1,"32 kick returns for a 20.4 average and 0 td","Dallas Cowboys / 4th / 109th pick / 1994"
