"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Ken Anderson",29,"7",12,"173 for 319, 2,219 yards, 10 td, 22 int, & 29 rushes for 167 yards and 1 td","Cincinnati Bengals / 3rd / 67th pick / 1971"
"3","RB","Archie Griffin",24,"2",8,"132 rushes for 484 yards, 0 td, & 35 catches for 284 yards and 3 td","Cincinnati Bengals / 1st / 24th pick / 1976"
"4","FB","Pete Johnson",24,"1",10,"180 rushes for 762 yards, 7 td, & 31 catches for 236 yards and 0 td","Cincinnati Bengals / 2nd / 49th pick / 1977"
"5","WR","Billy Brooks",25,"2",13,"30 catches for 506 yards, 2 td","Cincinnati Bengals / 1st / 11th pick / 1976"
"6","WR","Isaac Curtis",28,"5",16,"47 catches for 737 yards, 3 td, & 1 rush for 1 yards and 0 td","Cincinnati Bengals / 1st / 15th pick / 1973"
"7","TE","Don Bass",22,"Rook",8,"27 catches for 447 yards, 4 td, & 1 rush for -4 yards and 0 td","Cincinnati Bengals / 3rd / 83rd pick / 1978"
"8","LT","Mike Wilson",23,"Rook",8,"","Cincinnati Bengals / 4th / 103rd pick / 1977"
"9","LG","Glenn Bujnoch",25,"2",15,"1 fumble recovered","Cincinnati Bengals / 2nd / 38th pick / 1976"
"10","C","Blair Bush",22,"Rook",16,"","Cincinnati Bengals / 1st / 16th pick / 1978"
"11","RG","Dave Lapham",26,"4",16,"2 fumbles recovered","Cincinnati Bengals / 3rd / 61st pick / 1974"
"12","RT","Vern Holland",30,"7",16,"1 fumble recovered","Cincinnati Bengals / 1st / 15th pick / 1971"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Gary Burley",26,"2",16,"","Cincinnati Bengals / 3rd / 55th pick / 1975"
"15","LDT","Wilson Whitley",23,"1",16,"0 interceptions, 2 fumbles recovered","Cincinnati Bengals / 1st / 8th pick / 1977"
"16","RDT","Eddie Edwards",24,"1",16,"1 interception, 2 fumbles recovered","Cincinnati Bengals / 1st / 3rd pick / 1977"
"17","RDE","Ross Browner",24,"Rook",9,"0 interceptions, 3 fumbles recovered","Cincinnati Bengals / 1st / 8th pick / 1978"
"18","LLB","Glenn Cameron",25,"3",14,"","Cincinnati Bengals / 1st / 14th pick / 1975"
"19","MLB","Jim LeClair",28,"6",16,"1 interception, 0 fumbles recovered","Cincinnati Bengals / 3rd / 54th pick / 1972"
"20","RLB","Reggie Williams",24,"2",15,"1 interception, 1 fumble recovered","Cincinnati Bengals / 3rd / 82nd pick / 1976"
"21","LCB","Louis Breeden",25,"Rook",16,"3 interceptions, 1 fumble recovered","Cincinnati Bengals / 7th / 187th pick / 1977"
"22","RCB","Ken Riley",31,"9",16,"3 interceptions, 1 fumble recovered","Cincinnati Bengals / 6th / 135th pick / 1969"
"23","SS","Marvin Cobb",25,"3",15,"1 interception, 0 fumbles recovered","Cincinnati Bengals / 11th / 276th pick / 1975"
"24","FS","Scott Perry",24,"2",10,"3 interceptions, 1 fumble recovered","Cincinnati Bengals / 5th / 147th pick / 1976"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Chris Bahr",25,"2",0,"16 of 30 field goals & 26 of 29 extra points","Cincinnati Bengals / 2nd / 51st pick / 1976"
"27","P","Pat McInally",25,"2",1,"91 punts for a 43.1 average, 0 blocked","Cincinnati Bengals / 5th / 120th pick / 1975"
"28","PR","Dennis Law",23,"Rook",2,"25 punt returns for a 4.2 average and 0 td","Cincinnati Bengals / 4th / 99th pick / 1978"
"29","KR","Ray Griffin",22,"Rook",0,"37 kick returns for a 21.3 average and 0 td","Cincinnati Bengals / 2nd / 35th pick / 1978"
