"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Tom Brady*",27,4,16,"288 for 474, 3,692 yards, 28 td, 14 int, & 43 rushes for 28 yards and 0 td","New England Patriots / 6th / 199th pick / 2000"
"3","RB","Corey Dillon*",30,7,14,"345 rushes for 1,635 yards, 12 td, & 15 catches for 103 yards and 1 td","Cincinnati Bengals / 2nd / 43rd pick / 1997"
"4","WR","Deion Branch",25,2,9,"35 catches for 454 yards, 4 td","New England Patriots / 2nd / 65th pick / 2002"
"5","WR","David Givens",24,2,12,"56 catches for 874 yards, 3 td","New England Patriots / 7th / 253rd pick / 2002"
"6","WR","David Patten",30,7,11,"44 catches for 800 yards, 7 td, & 1 rush for 5 yards and 0 td",""
"7","TE","Christian Fauria",33,9,10,"16 catches for 195 yards, 2 td","Seattle Seahawks / 2nd / 39th pick / 1995"
"8","TE","Daniel Graham",26,2,14,"30 catches for 364 yards, 7 td","New England Patriots / 1st / 21st pick / 2002"
"9","LT","Matt Light",26,3,16,"","New England Patriots / 2nd / 48th pick / 2001"
"10","LG","Joe Andruzzi",29,6,16,"",""
"11","C","Dan Koppen",25,1,16,"1 fumble recovered","New England Patriots / 5th / 164th pick / 2003"
"12","RG","Steve Neal",28,2,14,"",""
"13","RT","Brandon Gorin",26,1,10,"","San Diego Chargers / 7th / 201st pick / 2001"
"14","","Defensive Starters",NA,NA,NA,"",""
"15","DE","Richard Seymour*+",25,3,15,"","New England Patriots / 1st / 6th pick / 2001"
"16","DE","Ty Warren",23,1,16,"","New England Patriots / 1st / 13th pick / 2003"
"17","LB","Tedy Bruschi*",31,8,16,"","New England Patriots / 3rd / 86th pick / 1996"
"18","LB","Ted Johnson",32,9,15,"","New England Patriots / 2nd / 57th pick / 1995"
"19","LB","Willie McGinest",33,10,16,"","New England Patriots / 1st / 4th pick / 1994"
"20","LB","Mike Vrabel",29,7,15,"","Pittsburgh Steelers / 3rd / 91st pick / 1997"
"21","SS","Rodney Harrison",32,10,16,"3.0 sacks, 2 interceptions, 0 fumbles recovered","San Diego Chargers / 5th / 145th pick / 1994"
"22","FS","Eugene Wilson",24,1,14,"0.0 sacks, 4 interceptions, 2 fumbles recovered","New England Patriots / 2nd / 36th pick / 2003"
