"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Bubby Brister",26,"2",13,"175 for 370, 2,634 yards, 11 td, 14 int, & 45 rushes for 209 yards and 6 td","Pittsburgh Steelers / 3rd / 67th pick / 1986"
"3","RB","Warren Williams",23,"Rook",8,"87 rushes for 409 yards, 0 td, & 11 catches for 66 yards and 1 td","Pittsburgh Steelers / 6th / 155th pick / 1988"
"4","FB","Merril Hoge",23,"1",8,"170 rushes for 705 yards, 3 td, & 50 catches for 487 yards and 3 td","Pittsburgh Steelers / 10th / 261st pick / 1987"
"5","WR","Louis Lipps",26,"4",16,"50 catches for 973 yards, 5 td, & 6 rushes for 129 yards and 1 td","Pittsburgh Steelers / 1st / 23rd pick / 1984"
"6","WR","Weegie Thompson",27,"4",11,"16 catches for 370 yards, 1 td","Pittsburgh Steelers / 4th / 108th pick / 1984"
"7","TE","Preston Gothard",26,"3",15,"12 catches for 121 yards, 1 td",""
"8","LT","Craig Wolfley",30,"8",16,"","Pittsburgh Steelers / 5th / 138th pick / 1980"
"9","LG","Brian Blankenship",25,"1",12,"1 fumble recovered",""
"10","C","Mike Webster",36,"14",16,"","Pittsburgh Steelers / 5th / 125th pick / 1974"
"11","RG","Terry Long",29,"4",11,"1 fumble recovered","Pittsburgh Steelers / 4th / 111th pick / 1984"
"12","RT","Tunch Ilkin*",31,"8",16,"","Pittsburgh Steelers / 6th / 165th pick / 1980"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Tim Johnson",23,"1",12,"4.0 sacks, 0 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 6th / 141st pick / 1987"
"15","NT","Gerald Williams",25,"2",16,"3.5 sacks, 0 interceptions, 1 fumble recovered","Pittsburgh Steelers / 2nd / 36th pick / 1986"
"16","RDE","Keith Gary",29,"5",9,"","Pittsburgh Steelers / 1st / 17th pick / 1981"
"17","LOLB","Bryan Hinkle",29,"6",13,"0.5 sacks, 1 interception, 1 fumble recovered","Pittsburgh Steelers / 6th / 156th pick / 1981"
"18","LILB","David Little",29,"7",14,"0.0 sacks, 1 interception, 2 fumbles recovered","Pittsburgh Steelers / 7th / 183rd pick / 1981"
"19","RILB","Hardy Nickerson",23,"1",10,"3.5 sacks, 1 interception, 1 fumble recovered","Pittsburgh Steelers / 5th / 122nd pick / 1987"
"20","ROLB","Aaron Jones",22,"Rook",12,"1.5 sacks, 0 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 1st / 18th pick / 1988"
"21","LCB","Dwayne Woodruff",31,"9",13,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 6th / 161st pick / 1979"
"22","RCB","Rod Woodson",23,"1",16,"0.5 sacks, 4 interceptions, 3 fumbles recovered","Pittsburgh Steelers / 1st / 10th pick / 1987"
"23","SS","Cornell Gowdy",25,"2",14,"0.0 sacks, 1 interception, 0 fumbles recovered",""
"24","FS","Thomas Everett",24,"1",12,"0.0 sacks, 3 interceptions, 2 fumbles recovered","Pittsburgh Steelers / 4th / 94th pick / 1987"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Gary Anderson",29,"6",0,"28 of 36 field goals & 34 of 35 extra points","Buffalo Bills / 7th / 171st pick / 1982"
"27","P","Harry Newsome",25,"3",0,"65 punts for a 45.4 average, 6 blocked","Pittsburgh Steelers / 8th / 214th pick / 1985"
"28","PR","Rod Woodson",23,"1",16,"33 punt returns for a 8.5 average and 0 td","Pittsburgh Steelers / 1st / 10th pick / 1987"
"29","KR","Rod Woodson",23,"1",16,"37 kick returns for a 23.0 average and 1 td","Pittsburgh Steelers / 1st / 10th pick / 1987"
