"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Steve Spurrier",30,"8",6,"102 for 207, 1,151 yards, 5 td, 7 int, & 15 rushes for 91 yards and 0 td","San Francisco 49ers / 1st / 3rd pick / 1967"
"3","RB","Delvin Williams",24,"1",10,"117 rushes for 631 yards, 3 td, & 34 catches for 370 yards and 1 td","San Francisco 49ers / 2nd / 49th pick / 1974"
"4","FB","Larry Schreiber",28,"4",14,"134 rushes for 337 yards, 5 td, & 40 catches for 289 yards and 1 td","San Francisco 49ers / 10th / 243rd pick / 1970"
"5","WR","Terry Beasley",25,"3",6,"20 catches for 297 yards, 0 td, & 1 rush for 5 yards and 0 td","San Francisco 49ers / 1st / 19th pick / 1972"
"6","WR","Gene Washington",28,"6",14,"44 catches for 735 yards, 9 td, & 1 rush for -4 yards and 0 td","San Francisco 49ers / 1st / 16th pick / 1969"
"7","TE","Tom Mitchell",31,"9",12,"25 catches for 366 yards, 3 td","Oakland Raiders / 3rd / 58th pick / 1966"
"8","LT","John Watson",26,"4",12,"1 fumble recovered","San Francisco 49ers / 7th / 179th pick / 1971"
"9","LG","Bob Penchion",26,"3",8,"","Buffalo Bills / 5th / 108th pick / 1972"
"10","C","Bill Reid",23,"Rook",13,"2 fumbles recovered",""
"11","RG","Woody Peoples",32,"7",14,"",""
"12","RT","Cas Banaszek",30,"7",14,"1 fumble recovered","San Francisco 49ers / 1st / 11th pick / 1967"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Tommy Hart",31,"7",14,"0 interceptions, 1 fumble recovered","San Francisco 49ers / 10th / 261st pick / 1968"
"15","LDT","Bill Sandifer",23,"1",12,"0 interceptions, 2 fumbles recovered","San Francisco 49ers / 1st / 10th pick / 1974"
"16","RDT","Bob Hoskins",30,"5",14,"0 interceptions, 1 fumble recovered","San Francisco 49ers / 16th / 406th pick / 1969"
"17","RDE","Cedrick Hardman*",27,"5",14,"","San Francisco 49ers / 1st / 9th pick / 1970"
"18","LLB","Skip Vanderbundt",29,"6",14,"2 interceptions, 1 fumble recovered","San Francisco 49ers / 3rd / 69th pick / 1968"
"19","MLB","Frank Nunley",30,"8",14,"1 interception, 1 fumble recovered","San Francisco 49ers / 3rd / 62nd pick / 1967"
"20","RLB","Dave Washington",27,"5",14,"0 interceptions, 2 fumbles recovered","Denver Broncos / 9th / 219th pick / 1970"
"21","LCB","Jimmy Johnson",37,"14",14,"2 interceptions, 1 fumble recovered","San Francisco 49ers / 1st / 6th pick / 1961, San Diego Chargers / 4th / 31st pick / 1961"
"22","RCB","Bruce Taylor",27,"5",11,"3 interceptions, 3 fumbles recovered","San Francisco 49ers / 1st / 17th pick / 1970"
"23","SS","Mel Phillips",33,"9",9,"1 interception, 0 fumbles recovered","San Francisco 49ers / 5th / 69th pick / 1966, Buffalo Bills / 19th / 172nd pick / 1966"
"24","FS","Ralph McGill",25,"3",9,"1 interception, 5 fumbles recovered","San Francisco 49ers / 2nd / 28th pick / 1972"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Steve Mike-Mayer",28,"Rook",0,"14 of 28 field goals & 27 of 31 extra points","San Francisco 49ers / 3rd / 72nd pick / 1975"
"27","P","Tom Wittum",25,"2",0,"67 punts for a 41.9 average, 3 blocked","San Francisco 49ers / 8th / 200th pick / 1972"
"28","PR","Ralph McGill",25,"3",9,"31 punt returns for a 9.4 average and 0 td","San Francisco 49ers / 2nd / 28th pick / 1972"
"29","KR","Manfred Moore",25,"1",0,"26 kick returns for a 25.0 average and 0 td","San Francisco 49ers / 9th / 216th pick / 1974"
