"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Carson Palmer*",36,"11",16,"342 for 537, 4,671 yards, 35 td, 11 int, & 25 rushes for 24 yards and 1 td","Cincinnati Bengals / 1st / 1st pick / 2003"
"3","RB","Chris Johnson",30,"7",9,"196 rushes for 814 yards, 3 td, & 6 catches for 58 yards and 0 td","Tennessee Titans / 1st / 24th pick / 2008"
"4","WR","John Brown",25,"1",11,"65 catches for 1,003 yards, 7 td, & 3 rushes for 22 yards and 0 td","Arizona Cardinals / 3rd / 91st pick / 2014"
"5","WR","Larry Fitzgerald*",32,"11",16,"109 catches for 1,215 yards, 9 td","Arizona Cardinals / 1st / 3rd pick / 2004"
"6","TE","Darren Fells",29,"2",12,"21 catches for 311 yards, 3 td",""
"7","TE","Jermaine Gresham",27,"5",12,"18 catches for 223 yards, 1 td","Cincinnati Bengals / 1st / 21st pick / 2010"
"8","LT","Jared Veldheer",28,"5",16,"","Oakland Raiders / 3rd / 69th pick / 2010"
"9","LG","Mike Iupati*",28,"5",13,"","San Francisco 49ers / 1st / 17th pick / 2010"
"10","C","Lyle Sendlein",31,"8",15,"2 fumbles recovered",""
"11","RG","Jonathan Cooper",25,"2",9,"","Arizona Cardinals / 1st / 7th pick / 2013"
"12","RT","Bobby Massie",26,"3",14,"2 fumbles recovered","Arizona Cardinals / 4th / 112th pick / 2012"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DT","Calais Campbell*",29,"7",16,"","Arizona Cardinals / 2nd / 50th pick / 2008"
"15","DT","Frostee Rucker",32,"8",13,"","Cincinnati Bengals / 3rd / 91st pick / 2006"
"16","NT","Rodney Gunter",23,"Rook",11,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Arizona Cardinals / 4th / 116th pick / 2015"
"17","LB","Deone Bucannon",23,"1",16,"","Arizona Cardinals / 1st / 27th pick / 2014"
"18","LB","Kevin Minter",25,"2",16,"","Arizona Cardinals / 2nd / 45th pick / 2013"
"19","LB","Alex Okafor",24,"2",13,"","Arizona Cardinals / 4th / 103rd pick / 2013"
"20","LCB","Patrick Peterson*+",25,"4",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Arizona Cardinals / 1st / 5th pick / 2011"
"21","RCB","Jerraud Powers",28,"6",13,"1.0 sacks, 1 interception, 2 fumbles recovered","Indianapolis Colts / 3rd / 92nd pick / 2009"
"22","SS","Rashad Johnson",29,"6",14,"0.0 sacks, 5 interceptions, 1 fumble recovered","Arizona Cardinals / 3rd / 95th pick / 2009"
"23","FS","Tyrann Mathieu*+",23,"2",14,"1.0 sacks, 5 interceptions, 0 fumbles recovered","Arizona Cardinals / 3rd / 69th pick / 2013"
