"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Joe Flacco",24,"1",16,"315 for 499, 3,613 yards, 21 td, 12 int, & 35 rushes for 56 yards and 0 td","Baltimore Ravens / 1st / 18th pick / 2008"
"3","RB","Ray Rice*",22,"1",15,"254 rushes for 1,339 yards, 7 td, & 78 catches for 702 yards and 1 td","Baltimore Ravens / 2nd / 55th pick / 2008"
"4","FB","Le'Ron McClain*",25,"2",14,"46 rushes for 180 yards, 2 td, & 21 catches for 141 yards and 0 td","Baltimore Ravens / 4th / 137th pick / 2007"
"5","WR","Derrick Mason",35,"12",16,"73 catches for 1,028 yards, 7 td, & 1 rush for 2 yards and 0 td","Tennessee Oilers / 4th / 98th pick / 1997"
"6","TE","Todd Heap",29,"8",16,"53 catches for 593 yards, 6 td, & 1 rush for 2 yards and 0 td","Baltimore Ravens / 1st / 31st pick / 2001"
"7","LT","Jared Gaither",23,"2",11,"","Baltimore Ravens / 5th / 2007 Supp"
"8","LG","Ben Grubbs",25,"2",16,"1 fumble recovered","Baltimore Ravens / 1st / 29th pick / 2007"
"9","C","Matt Birk",33,"11",16,"","Minnesota Vikings / 6th / 173rd pick / 1998"
"10","RG","Chris Chester",26,"3",13,"","Baltimore Ravens / 2nd / 56th pick / 2006"
"11","RT","Michael Oher",23,"Rook",16,"","Baltimore Ravens / 1st / 23rd pick / 2009"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Dwan Edwards",28,"5",9,"","Baltimore Ravens / 2nd / 51st pick / 2004"
"14","DT","Haloti Ngata*",25,"3",13,"","Baltimore Ravens / 1st / 12th pick / 2006"
"15","NT","Kelly Gregg",33,"10",14,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Cincinnati Bengals / 6th / 173rd pick / 1999"
"16","MLB","Ray Lewis*+",34,"13",16,"3.0 sacks, 0 interceptions, 1 fumble recovered","Baltimore Ravens / 1st / 26th pick / 1996"
"17","LB","Tavares Gooden",25,"1",12,"","Baltimore Ravens / 3rd / 71st pick / 2008"
"18","LB","Jarret Johnson",28,"6",16,"","Baltimore Ravens / 4th / 109th pick / 2003"
"19","LB","Terrell Suggs",27,"6",13,"","Baltimore Ravens / 1st / 10th pick / 2003"
"20","LCB","Fabian Washington",26,"4",10,"","Oakland Raiders / 1st / 23rd pick / 2005"
"21","RCB","Domonique Foxworth",26,"4",16,"0.0 sacks, 4 interceptions, 1 fumble recovered","Denver Broncos / 3rd / 97th pick / 2005"
"22","SS","Dawan Landry",27,"3",16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Baltimore Ravens / 5th / 146th pick / 2006"
"23","FS","Ed Reed*",31,"7",12,"0.0 sacks, 3 interceptions, 3 fumbles recovered","Baltimore Ravens / 1st / 24th pick / 2002"
