"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jim Zorn",25,"2",16,"248 for 443, 3,283 yards, 15 td, 20 int, & 59 rushes for 290 yards and 6 td",""
"3","RB","Sherman Smith",24,"2",12,"165 rushes for 805 yards, 6 td, & 28 catches for 366 yards and 1 td","Seattle Seahawks / 2nd / 58th pick / 1976"
"4","FB","David Sims",23,"1",9,"174 rushes for 752 yards, 14 td, & 30 catches for 195 yards and 1 td","Seattle Seahawks / 7th / 169th pick / 1977"
"5","WR","Steve Largent*",24,"2",16,"71 catches for 1,168 yards, 8 td","Houston Oilers / 4th / 117th pick / 1976"
"6","WR","Sam McCullum",26,"4",16,"37 catches for 525 yards, 3 td","Minnesota Vikings / 9th / 232nd pick / 1974"
"7","TE","Ron Howard",27,"4",11,"18 catches for 251 yards, 1 td",""
"8","LT","Nick Bebout",27,"5",16,"2 fumbles recovered","Atlanta Falcons / 6th / 142nd pick / 1973"
"9","LG","Tom Lynch",23,"1",16,"","Seattle Seahawks / 2nd / 30th pick / 1977"
"10","C","John Yarno",24,"1",13,"1 fumble recovered","Seattle Seahawks / 4th / 87th pick / 1977"
"11","RG","Bob Newton",29,"7",16,"1 fumble recovered","Chicago Bears / 3rd / 71st pick / 1971"
"12","RT","Steve August",24,"1",14,"1 fumble recovered","Seattle Seahawks / 1st / 14th pick / 1977"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Ernie Price",28,"5",11,"0 interceptions, 1 fumble recovered","Detroit Lions / 1st / 17th pick / 1973"
"15","LDT","Dennis Boyd",23,"1",16,"0 interceptions, 3 fumbles recovered","Seattle Seahawks / 3rd / 58th pick / 1977"
"16","RDT","Bill Sandifer",26,"4",13,"","San Francisco 49ers / 1st / 10th pick / 1974"
"17","RDE","Bill Gregory",29,"7",14,"1 interception, 3 fumbles recovered","Dallas Cowboys / 3rd / 77th pick / 1971"
"18","LLB","Sammy Green",24,"2",16,"1 interception, 1 fumble recovered","Seattle Seahawks / 2nd / 29th pick / 1976"
"19","MLB","Terry Beeson",23,"1",16,"","Seattle Seahawks / 2nd / 41st pick / 1977"
"20","RLB","Keith Butler",22,"Rook",14,"0 interceptions, 2 fumbles recovered","Seattle Seahawks / 2nd / 36th pick / 1978"
"21","LCB","Cornell Webster",24,"1",14,"5 interceptions, 1 fumble recovered",""
"22","RCB","Dave Brown",25,"3",16,"3 interceptions, 3 fumbles recovered","Pittsburgh Steelers / 1st / 26th pick / 1975"
"23","SS","Autry Beamon",25,"3",16,"4 interceptions, 1 fumble recovered","Minnesota Vikings / 12th / 311th pick / 1975"
"24","FS","John Harris",22,"Rook",16,"4 interceptions, 0 fumbles recovered","Seattle Seahawks / 7th / 173rd pick / 1978"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Efren Herrera",27,"4",0,"13 of 21 field goals & 40 of 44 extra points","Detroit Lions / 7th / 169th pick / 1974"
"27","P","Herman Weaver",30,"8",0,"66 punts for a 37.0 average, 0 blocked","Detroit Lions / 9th / 227th pick / 1970"
"28","PR","Rufus Crawford",23,"Rook",0,"34 punt returns for a 8.4 average and 0 td",""
"29","KR","Rufus Crawford",23,"Rook",0,"35 kick returns for a 23.7 average and 0 td",""
