"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Rich Gannon*+",37,"15",16,"418 for 618, 4,689 yards, 26 td, 10 int, & 50 rushes for 156 yards and 3 td","New England Patriots / 4th / 98th pick / 1987"
"3","RB","Charlie Garner",30,"8",15,"182 rushes for 962 yards, 7 td, & 91 catches for 941 yards and 4 td","Philadelphia Eagles / 2nd / 42nd pick / 1994"
"4","WR","Tim Brown",36,"14",16,"81 catches for 930 yards, 2 td, & 6 rushes for 19 yards and 0 td","Los Angeles Raiders / 1st / 6th pick / 1988"
"5","WR","Jerry Porter",24,"2",14,"51 catches for 688 yards, 9 td, & 4 rushes for 6 yards and 0 td","Oakland Raiders / 2nd / 47th pick / 2000"
"6","WR","Jerry Rice*",40,"17",16,"92 catches for 1,211 yards, 7 td, & 3 rushes for 20 yards and 0 td","San Francisco 49ers / 1st / 16th pick / 1985"
"7","TE","Roland Williams",27,"4",12,"27 catches for 213 yards, 0 td","St. Louis Rams / 4th / 98th pick / 1998"
"8","LT","Barry Sims",28,"3",15,"2 fumbles recovered",""
"9","LG","Frank Middleton",28,"5",16,"1 fumble recovered","Tampa Bay Buccaneers / 3rd / 63rd pick / 1997"
"10","C","Barret Robbins*+",29,"7",16,"","Oakland Raiders / 2nd / 49th pick / 1995"
"11","RG","Mo Collins",26,"4",10,"","Oakland Raiders / 1st / 23rd pick / 1998"
"12","RT","Lincoln Kennedy*+",31,"9",15,"","Atlanta Falcons / 1st / 9th pick / 1993"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Trace Armstrong",37,"13",8,"","Chicago Bears / 1st / 12th pick / 1989"
"15","DE","Tony Bryant",26,"3",8,"","Oakland Raiders / 2nd / 40th pick / 1999"
"16","DE","DeLawrence Grant",23,"1",14,"","Oakland Raiders / 3rd / 89th pick / 2001"
"17","DT","Sam Adams",29,"8",14,"","Seattle Seahawks / 1st / 8th pick / 1994"
"18","DT","John Parrella",33,"9",15,"","Buffalo Bills / 2nd / 55th pick / 1993"
"19","MLB","Napoleon Harris",23,"Rook",13,"0.5 sacks, 0 interceptions, 0 fumbles recovered","Oakland Raiders / 1st / 23rd pick / 2002"
"20","LB","Eric Barton",25,"3",16,"","Oakland Raiders / 5th / 146th pick / 1999"
"21","LB","Bill Romanowski",36,"14",16,"","San Francisco 49ers / 3rd / 80th pick / 1988"
"22","CB","Tory James",29,"6",13,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Denver Broncos / 2nd / 44th pick / 1996"
"23","SS","Derrick Gibson",23,"1",11,"0.0 sacks, 0 interceptions, 1 fumble recovered","Oakland Raiders / 1st / 28th pick / 2001"
"24","FS","Rod Woodson*+",37,"15",16,"0.0 sacks, 8 interceptions, 3 fumbles recovered","Pittsburgh Steelers / 1st / 10th pick / 1987"
