"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Danny White",29,"5",15,"223 for 391, 3,098 yards, 22 td, 13 int, & 38 rushes for 104 yards and 0 td","Dallas Cowboys / 3rd / 53rd pick / 1974"
"3","RB","Tony Dorsett*+",27,"4",16,"342 rushes for 1,646 yards, 4 td, & 32 catches for 325 yards and 2 td","Dallas Cowboys / 1st / 2nd pick / 1977"
"4","FB","Ron Springs",25,"2",13,"172 rushes for 625 yards, 10 td, & 46 catches for 359 yards and 2 td","Dallas Cowboys / 5th / 136th pick / 1979"
"5","WR","Tony Hill",25,"4",9,"46 catches for 953 yards, 4 td, & 1 rush for -3 yards and 0 td","Dallas Cowboys / 3rd / 62nd pick / 1977"
"6","WR","Drew Pearson",30,"8",15,"38 catches for 614 yards, 3 td, & 3 rushes for 31 yards and 0 td",""
"7","TE","Billy Joe DuPree",31,"8",15,"19 catches for 214 yards, 2 td, & 1 rush for 12 yards and 0 td","Dallas Cowboys / 1st / 20th pick / 1973"
"8","LT","Pat Donovan*",28,"6",16,"1 fumble recovered","Dallas Cowboys / 4th / 90th pick / 1975"
"9","LG","Herbert Scott*+",28,"6",16,"","Dallas Cowboys / 13th / 330th pick / 1975"
"10","C","Tom Rafferty",27,"5",15,"1 fumble recovered","Dallas Cowboys / 4th / 119th pick / 1976"
"11","RG","Kurt Petersen",24,"1",14,"2 fumbles recovered","Dallas Cowboys / 4th / 105th pick / 1980"
"12","RT","Jim Cooper",26,"4",16,"","Dallas Cowboys / 6th / 164th pick / 1977"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Too Tall Jones*",30,"7",16,"0 interceptions, 3 fumbles recovered","Dallas Cowboys / 1st / 1st pick / 1974"
"15","LDT","John Dutton",30,"7",16,"","Baltimore Colts / 1st / 5th pick / 1974"
"16","RDT","Randy White*+",28,"6",16,"","Dallas Cowboys / 1st / 2nd pick / 1975"
"17","RDE","Harvey Martin",31,"8",16,"0 interceptions, 1 fumble recovered","Dallas Cowboys / 3rd / 53rd pick / 1973"
"18","LLB","Mike Hegman",28,"5",10,"","Dallas Cowboys / 7th / 173rd pick / 1975"
"19","MLB","Bob Breunig",28,"6",16,"2 interceptions, 0 fumbles recovered","Dallas Cowboys / 3rd / 70th pick / 1975"
"20","RLB","D.D. Lewis",36,"13",16,"1 interception, 0 fumbles recovered","Dallas Cowboys / 6th / 159th pick / 1968"
"21","LCB","Everson Walls*",22,"Rook",12,"11 interceptions, 1 fumble recovered",""
"22","RCB","Dennis Thurman",25,"3",16,"9 interceptions, 1 fumble recovered","Dallas Cowboys / 11th / 306th pick / 1978"
"23","SS","Charlie Waters",33,"11",16,"3 interceptions, 1 fumble recovered","Dallas Cowboys / 3rd / 66th pick / 1970"
"24","FS","Michael Downs",22,"Rook",15,"7 interceptions, 1 fumble recovered",""
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Rafael Septien*+",28,"4",0,"27 of 35 field goals & 40 of 40 extra points","New Orleans Saints / 10th / 258th pick / 1977"
"27","P","Danny White",29,"5",15,"79 punts for a 40.8 average, 0 blocked","Dallas Cowboys / 3rd / 53rd pick / 1974"
"28","PR","James Jones",23,"1",0,"33 punt returns for a 5.7 average and 0 td","Dallas Cowboys / 3rd / 80th pick / 1980"
"29","KR","James Jones",23,"1",0,"27 kick returns for a 19.1 average and 0 td","Dallas Cowboys / 3rd / 80th pick / 1980"
