"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jay Cutler",26,"3",16,"336 for 555, 3,666 yards, 27 td, 26 int, & 40 rushes for 173 yards and 1 td","Denver Broncos / 1st / 11th pick / 2006"
"3","RB","Matt Forte",24,"1",16,"258 rushes for 929 yards, 4 td, & 57 catches for 471 yards and 0 td","Chicago Bears / 2nd / 44th pick / 2008"
"4","FB","Jason McKie",29,"7",11,"0 rushes for 0 yards, 0 td, & 5 catches for 13 yards and 0 td",""
"5","WR","Earl Bennett",22,"1",15,"54 catches for 717 yards, 2 td","Chicago Bears / 3rd / 70th pick / 2008"
"6","WR","Devin Hester",27,"3",12,"57 catches for 757 yards, 3 td, & 6 rushes for -1 yards and 0 td","Chicago Bears / 2nd / 57th pick / 2006"
"7","TE","Greg Olsen",24,"2",15,"60 catches for 612 yards, 8 td","Chicago Bears / 1st / 31st pick / 2007"
"8","LT","Orlando Pace",34,"12",11,"","St. Louis Rams / 1st / 1st pick / 1997"
"9","LG","Frank Omiyale",27,"3",12,"","Atlanta Falcons / 5th / 163rd pick / 2005"
"10","C","Olin Kreutz",32,"11",16,"","Chicago Bears / 3rd / 64th pick / 1998"
"11","RG","Roberto Garza",30,"8",16,"","Atlanta Falcons / 4th / 99th pick / 2001"
"12","RT","Chris Williams",24,"1",16,"1 fumble recovered","Chicago Bears / 1st / 14th pick / 2008"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Alex Brown",30,"7",16,"","Chicago Bears / 4th / 104th pick / 2002"
"15","DE","Adewale Ogunleye",32,"8",14,"",""
"16","DT","Tommie Harris",26,"5",15,"","Chicago Bears / 1st / 14th pick / 2004"
"17","NT","Marcus Harrison",25,"1",9,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Chicago Bears / 3rd / 90th pick / 2008"
"18","MLB","Hunter Hillenmeyer",29,"6",13,"2.5 sacks, 1 interception, 1 fumble recovered","Green Bay Packers / 5th / 166th pick / 2003"
"19","LB","Lance Briggs*",29,"6",15,"","Chicago Bears / 3rd / 68th pick / 2003"
"20","LB","Nick Roach",24,"2",15,"",""
"21","LCB","Charles Tillman",28,"6",15,"0.0 sacks, 2 interceptions, 1 fumble recovered","Chicago Bears / 2nd / 35th pick / 2003"
"22","RCB","Zackary Bowman",25,"1",12,"0.0 sacks, 6 interceptions, 0 fumbles recovered","Chicago Bears / 5th / 142nd pick / 2008"
"23","SS","Al Afalava",22,"Rook",13,"2.0 sacks, 0 interceptions, 1 fumble recovered","Chicago Bears / 6th / 190th pick / 2009"
"24","FS","Danieal Manning",27,"3",10,"1.0 sacks, 1 interception, 3 fumbles recovered","Chicago Bears / 2nd / 42nd pick / 2006"
