"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Donovan McNabb",32,"9",16,"345 for 571, 3,916 yards, 23 td, 11 int, & 39 rushes for 147 yards and 2 td","Philadelphia Eagles / 1st / 2nd pick / 1999"
"3","RB","Brian Westbrook",29,"6",14,"233 rushes for 936 yards, 9 td, & 54 catches for 402 yards and 5 td","Philadelphia Eagles / 3rd / 91st pick / 2002"
"4","WR","Kevin Curtis",30,"5",8,"33 catches for 390 yards, 2 td","St. Louis Rams / 3rd / 74th pick / 2003"
"5","WR","DeSean Jackson",22,"Rook",15,"62 catches for 912 yards, 2 td, & 17 rushes for 96 yards and 1 td","Philadelphia Eagles / 2nd / 49th pick / 2008"
"6","TE","L.J. Smith",28,"5",12,"37 catches for 298 yards, 3 td","Philadelphia Eagles / 2nd / 61st pick / 2003"
"7","LT","Tra Thomas",34,"10",16,"","Philadelphia Eagles / 1st / 11th pick / 1998"
"8","LG","Todd Herremans",26,"3",15,"","Philadelphia Eagles / 4th / 126th pick / 2005"
"9","C","Jamaal Jackson",28,"3",16,"",""
"10","RG","Max Jean-Gilles",25,"1",10,"","Philadelphia Eagles / 4th / 99th pick / 2006"
"11","RT","Jon Runyan",35,"12",16,"","Houston Oilers / 4th / 109th pick / 1996"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Trent Cole",26,"3",16,"","Philadelphia Eagles / 5th / 146th pick / 2005"
"14","DE","Juqua Parker",30,"7",16,"",""
"15","LDT","Mike Patterson",25,"3",16,"0.5 sacks, 1 interception, 1 fumble recovered","Philadelphia Eagles / 1st / 31st pick / 2005"
"16","RDT","Brodrick Bunkley",25,"2",16,"2.0 sacks, 0 interceptions, 1 fumble recovered","Philadelphia Eagles / 1st / 14th pick / 2006"
"17","MLB","Stewart Bradley",25,"1",16,"1.0 sacks, 1 interception, 1 fumble recovered","Philadelphia Eagles / 3rd / 87th pick / 2007"
"18","LB","Omar Gaither",24,"2",10,"","Philadelphia Eagles / 5th / 168th pick / 2006"
"19","LB","Chris Gocong",25,"1",12,"","Philadelphia Eagles / 3rd / 71st pick / 2006"
"20","LCB","Asante Samuel*",27,"5",15,"0.0 sacks, 4 interceptions, 0 fumbles recovered","New England Patriots / 4th / 120th pick / 2003"
"21","RCB","Sheldon Brown",29,"6",15,"1.0 sacks, 1 interception, 0 fumbles recovered","Philadelphia Eagles / 2nd / 59th pick / 2002"
"22","SS","Quintin Mikell",28,"5",16,"2.0 sacks, 3 interceptions, 0 fumbles recovered",""
"23","FS","Brian Dawkins*",35,"12",16,"3.0 sacks, 1 interception, 1 fumble recovered","Philadelphia Eagles / 2nd / 61st pick / 1996"
