"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","David Garrard*",31,"7",16,"314 for 516, 3,597 yards, 15 td, 10 int, & 77 rushes for 323 yards and 3 td","Jacksonville Jaguars / 4th / 108th pick / 2002"
"3","RB","Maurice Jones-Drew*",24,"3",16,"312 rushes for 1,391 yards, 15 td, & 53 catches for 374 yards and 1 td","Jacksonville Jaguars / 2nd / 60th pick / 2006"
"4","WR","Torry Holt",33,"10",12,"51 catches for 722 yards, 0 td","St. Louis Rams / 1st / 6th pick / 1999"
"5","WR","Mike Sims-Walker",25,"1",14,"63 catches for 869 yards, 7 td","Jacksonville Jaguars / 3rd / 79th pick / 2007"
"6","TE","Marcedes Lewis",25,"3",15,"32 catches for 518 yards, 2 td","Jacksonville Jaguars / 1st / 28th pick / 2006"
"7","LT","Eugene Monroe",22,"Rook",13,"","Jacksonville Jaguars / 1st / 8th pick / 2009"
"8","LG","Vince Manuwai",29,"6",16,"1 fumble recovered","Jacksonville Jaguars / 3rd / 72nd pick / 2003"
"9","C","Brad Meester",32,"9",16,"","Jacksonville Jaguars / 2nd / 60th pick / 2000"
"10","RG","Uche Nwaneri",25,"2",13,"","Jacksonville Jaguars / 5th / 149th pick / 2007"
"11","RT","Eben Britton",22,"Rook",15,"1 fumble recovered","Jacksonville Jaguars / 2nd / 39th pick / 2009"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Derrick Harvey",23,"1",16,"","Jacksonville Jaguars / 1st / 8th pick / 2008"
"14","DT","John Henderson",30,"7",15,"","Jacksonville Jaguars / 1st / 9th pick / 2002"
"15","DT","Terrance Knighton",23,"Rook",16,"","Jacksonville Jaguars / 3rd / 72nd pick / 2009"
"16","LB","Justin Durant",24,"2",13,"","Jacksonville Jaguars / 2nd / 48th pick / 2007"
"17","LB","Clint Ingram",26,"3",12,"","Jacksonville Jaguars / 3rd / 80th pick / 2006"
"18","LB","Daryl Smith",27,"5",16,"","Jacksonville Jaguars / 2nd / 39th pick / 2004"
"19","CB","Derek Cox",23,"Rook",16,"0.0 sacks, 4 interceptions, 1 fumble recovered","Jacksonville Jaguars / 3rd / 73rd pick / 2009"
"20","CB","Rashean Mathis",29,"6",10,"0.0 sacks, 3 interceptions, 1 fumble recovered","Jacksonville Jaguars / 2nd / 39th pick / 2003"
"21","SS","Gerald Alexander",25,"2",10,"0.0 sacks, 2 interceptions, 1 fumble recovered","Detroit Lions / 2nd / 61st pick / 2007"
"22","FS","Reggie Nelson",26,"2",14,"0.0 sacks, 0 interceptions, 1 fumble recovered","Jacksonville Jaguars / 1st / 21st pick / 2007"
