"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Tony Banks",26,"3",10,"169 for 320, 2,136 yards, 17 td, 8 int, & 24 rushes for 93 yards and 0 td","St. Louis Rams / 2nd / 42nd pick / 1996"
"3","RB","Errict Rhett",29,"5",10,"236 rushes for 852 yards, 5 td, & 24 catches for 169 yards and 2 td","Tampa Bay Buccaneers / 2nd / 34th pick / 1994"
"4","FB","Charles Evans",32,"6",10,"38 rushes for 134 yards, 0 td, & 32 catches for 235 yards and 1 td","Minnesota Vikings / 11th / 295th pick / 1992"
"5","WR","Qadry Ismail",29,"6",16,"68 catches for 1,105 yards, 6 td, & 1 rush for 4 yards and 0 td","Minnesota Vikings / 2nd / 52nd pick / 1993"
"6","TE","Aaron Pierce",30,"7",8,"11 catches for 102 yards, 0 td","New York Giants / 3rd / 69th pick / 1992"
"7","LT","Jonathan Ogden*",25,"3",16,"2 fumbles recovered","Baltimore Ravens / 1st / 4th pick / 1996"
"8","LG","Edwin Mulitalo",25,"Rook",8,"","Baltimore Ravens / 4th / 129th pick / 1999"
"9","C","Jeff Mitchell",25,"1",16,"","Baltimore Ravens / 5th / 134th pick / 1997"
"10","RG","Jeff Blackshear",30,"6",16,"","Seattle Seahawks / 8th / 197th pick / 1993"
"11","RT","Everett Lindsay",29,"6",16,"","Minnesota Vikings / 5th / 133rd pick / 1993"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Rob Burnett",32,"9",16,"","Cleveland Browns / 5th / 129th pick / 1990"
"14","DE","Michael McCrary*",29,"6",16,"","Seattle Seahawks / 7th / 170th pick / 1993"
"15","LDT","Larry Webster",30,"7",16,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Miami Dolphins / 3rd / 70th pick / 1992"
"16","RDT","Tony Siragusa",32,"9",14,"3.5 sacks, 0 interceptions, 1 fumble recovered",""
"17","MLB","Ray Lewis*+",24,"3",16,"3.5 sacks, 3 interceptions, 0 fumbles recovered","Baltimore Ravens / 1st / 26th pick / 1996"
"18","LB","Peter Boulware*",25,"2",11,"","Baltimore Ravens / 1st / 4th pick / 1997"
"19","LB","Jamie Sharper",25,"2",16,"","Baltimore Ravens / 2nd / 34th pick / 1997"
"20","SS","Kim Herring",24,"2",16,"0.0 sacks, 0 interceptions, 2 fumbles recovered","Baltimore Ravens / 2nd / 58th pick / 1997"
"21","FS","Rod Woodson*",34,"12",16,"0.0 sacks, 7 interceptions, 2 fumbles recovered","Pittsburgh Steelers / 1st / 10th pick / 1987"
