"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Steve Bartkowski",26,"3",13,"187 for 369, 2,489 yards, 10 td, 18 int, & 33 rushes for 60 yards and 2 td","Atlanta Falcons / 1st / 1st pick / 1975"
"3","RB","Haskel Stanback",26,"4",15,"188 rushes for 588 yards, 5 td, & 12 catches for 108 yards and 0 td","Cincinnati Bengals / 5th / 114th pick / 1974"
"4","FB","Bubba Bean",24,"2",15,"193 rushes for 707 yards, 3 td, & 31 catches for 209 yards and 1 td","Atlanta Falcons / 1st / 9th pick / 1976"
"5","WR","Wallace Francis",27,"5",16,"45 catches for 695 yards, 3 td, & 2 rushes for -11 yards and 0 td","Buffalo Bills / 5th / 110th pick / 1973"
"6","WR","Billy Ryckman",23,"1",15,"45 catches for 679 yards, 2 td","Atlanta Falcons / 10th / 257th pick / 1977"
"7","TE","Jim Mitchell",31,"9",16,"32 catches for 366 yards, 2 td","Atlanta Falcons / 4th / 81st pick / 1969"
"8","LT","Mike Kenn",22,"Rook",16,"2 fumbles recovered","Atlanta Falcons / 1st / 13th pick / 1978"
"9","LG","Dave Scott",25,"2",16,"2 fumbles recovered","Atlanta Falcons / 3rd / 71st pick / 1976"
"10","C","Jeff Van Note",32,"9",16,"","Atlanta Falcons / 11th / 262nd pick / 1969"
"11","RG","R.C. Thielemann",23,"1",16,"2 fumbles recovered","Atlanta Falcons / 2nd / 36th pick / 1977"
"12","RT","Warren Bryant",23,"1",12,"1 fumble recovered","Atlanta Falcons / 1st / 6th pick / 1977"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Jeff Yeates",27,"4",12,"","Buffalo Bills / 4th / 103rd pick / 1973"
"15","LDT","Jim Bailey",30,"8",15,"0 interceptions, 1 fumble recovered","Baltimore Colts / 2nd / 44th pick / 1970"
"16","RDT","Mike Lewis",29,"7",16,"0 interceptions, 1 fumble recovered",""
"17","RDE","Jeff Merrow",25,"3",14,"","Atlanta Falcons / 11th / 263rd pick / 1975"
"18","LLB","Fulton Kuykendall",25,"3",16,"0 interceptions, 1 fumble recovered","Atlanta Falcons / 6th / 132nd pick / 1975"
"19","MLB","Robert Pennywell",24,"1",15,"0 interceptions, 2 fumbles recovered","San Francisco 49ers / 6th / 168th pick / 1976"
"20","RLB","Greg Brezina",32,"10",16,"0 interceptions, 1 fumble recovered","Atlanta Falcons / 11th / 275th pick / 1968"
"21","LCB","Rolland Lawrence",27,"5",16,"6 interceptions, 2 fumbles recovered",""
"22","RCB","Rick Byas",28,"4",16,"2 interceptions, 2 fumbles recovered",""
"23","SS","Frank Reed",24,"2",16,"1 interception, 5 fumbles recovered","Atlanta Falcons / 8th / 219th pick / 1976"
"24","FS","Tom Pridemore",22,"Rook",14,"1 interception, 3 fumbles recovered","Atlanta Falcons / 9th / 236th pick / 1978"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Tim Mazzetti",22,"Rook",0,"13 of 16 field goals & 18 of 18 extra points",""
"27","P","John James",29,"6",0,"109 punts for a 38.8 average, 1 blocked",""
"28","PR","Billy Ryckman",23,"1",15,"28 punt returns for a 8.1 average and 0 td","Atlanta Falcons / 10th / 257th pick / 1977"
"29","KR","Dennis Pearson",23,"Rook",0,"25 kick returns for a 26.5 average and 1 td","Atlanta Falcons / 5th / 125th pick / 1978"
