"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Chris Miller",29,"7",10,"173 for 317, 2,104 yards, 16 td, 14 int, & 20 rushes for 100 yards and 0 td","Atlanta Falcons / 1st / 13th pick / 1987"
"3","RB","Jerome Bettis*",22,"1",16,"319 rushes for 1,025 yards, 3 td, & 31 catches for 293 yards and 1 td","Los Angeles Rams / 1st / 10th pick / 1993"
"4","FB","Howard Griffith",27,"1",10,"9 rushes for 30 yards, 0 td, & 16 catches for 113 yards and 1 td","Indianapolis Colts / 9th / 236th pick / 1991"
"5","WR","Flipper Anderson",29,"6",16,"46 catches for 945 yards, 5 td, & 1 rush for 11 yards and 0 td","Los Angeles Rams / 2nd / 46th pick / 1988"
"6","WR","Jessie Hester",31,"9",15,"45 catches for 644 yards, 3 td, & 2 rushes for 28 yards and 0 td","Los Angeles Raiders / 1st / 23rd pick / 1985"
"7","TE","Troy Drayton",24,"1",16,"32 catches for 276 yards, 6 td, & 1 rush for 4 yards and 0 td","Los Angeles Rams / 2nd / 39th pick / 1993"
"8","LT","Clarence Jones",26,"3",16,"","New York Giants / 4th / 111th pick / 1991"
"9","LG","Tom Newberry",32,"8",14,"1 fumble recovered","Los Angeles Rams / 2nd / 50th pick / 1986"
"10","C","Bern Brostek",28,"4",10,"","Los Angeles Rams / 1st / 23rd pick / 1990"
"11","RG","Leo Goeas",28,"4",13,"1 fumble recovered","San Diego Chargers / 3rd / 60th pick / 1990"
"12","RT","Wayne Gandy",23,"Rook",9,"","Los Angeles Rams / 1st / 15th pick / 1994"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Robert Young",25,"3",16,"6.5 sacks, 0 interceptions, 0 fumbles recovered","Los Angeles Rams / 5th / 116th pick / 1991"
"15","LDT","Jimmie Jones",28,"4",14,"5.0 sacks, 0 interceptions, 1 fumble recovered","Dallas Cowboys / 3rd / 64th pick / 1990"
"16","RDT","Sean Gilbert",24,"2",14,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Los Angeles Rams / 1st / 3rd pick / 1992"
"17","RDE","Fred Stokes",30,"7",15,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Los Angeles Rams / 12th / 332nd pick / 1987"
"18","LLB","Joe Kelly",30,"8",14,"2.0 sacks, 1 interception, 1 fumble recovered","Cincinnati Bengals / 1st / 11th pick / 1986"
"19","MLB","Shane Conlan",30,"7",15,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Buffalo Bills / 1st / 8th pick / 1987"
"20","RLB","Roman Phifer",26,"3",15,"1.5 sacks, 2 interceptions, 0 fumbles recovered","Los Angeles Rams / 2nd / 31st pick / 1991"
"21","LCB","Darryl Henley",28,"5",14,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Los Angeles Rams / 2nd / 53rd pick / 1989"
"22","RCB","Todd Lyght",25,"3",16,"0.0 sacks, 1 interception, 1 fumble recovered","Los Angeles Rams / 1st / 5th pick / 1991"
"23","SS","Marquez Pope",24,"2",16,"0.0 sacks, 3 interceptions, 0 fumbles recovered","San Diego Chargers / 2nd / 33rd pick / 1992"
"24","FS","Anthony Newman",29,"6",14,"0.0 sacks, 2 interceptions, 1 fumble recovered","Los Angeles Rams / 2nd / 35th pick / 1988"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Tony Zendejas",34,"9",0,"18 of 23 field goals & 28 of 28 extra points","Washington Redskins / 1st / 27th pick / 1984 Supp"
"27","P","Sean Landeta",32,"9",0,"78 punts for a 44.8 average, 0 blocked",""
"28","PR","Johnny Bailey",27,"4",0,"19 punt returns for a 8.1 average and 0 td","Chicago Bears / 9th / 228th pick / 1990"
"29","KR","David Lang",26,"3",0,"27 kick returns for a 23.2 average and 0 td","Los Angeles Rams / 12th / 328th pick / 1990"
