"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Steve McNair",25,3,16,"289 for 492, 3,228 yards, 15 td, 10 int, & 77 rushes for 559 yards and 4 td","Houston Oilers / 1st / 3rd pick / 1995"
"3","RB","Eddie George*",25,2,16,"348 rushes for 1,294 yards, 5 td, & 37 catches for 310 yards and 1 td","Houston Oilers / 1st / 14th pick / 1996"
"4","WR","Willie Davis",31,7,10,"32 catches for 461 yards, 3 td",""
"5","WR","Yancey Thigpen",29,7,8,"38 catches for 493 yards, 3 td","San Diego Chargers / 4th / 90th pick / 1991"
"6","TE","Jackie Harris",30,8,16,"43 catches for 412 yards, 2 td","Green Bay Packers / 4th / 102nd pick / 1990"
"7","TE","Frank Wycheck*",27,5,16,"70 catches for 768 yards, 2 td","Washington Redskins / 6th / 160th pick / 1993"
"8","LT","Brad Hopkins",28,5,13,"","Houston Oilers / 1st / 13th pick / 1993"
"9","LG","Bruce Matthews*+",37,15,16,"1 fumble recovered","Houston Oilers / 1st / 9th pick / 1983"
"10","C","Mark Stepnoski",31,9,13,"1 fumble recovered","Dallas Cowboys / 3rd / 57th pick / 1989"
"11","RG","Jason Layman",25,2,15,"1 fumble recovered","Houston Oilers / 2nd / 48th pick / 1996"
"12","RT","Jon Runyan",25,2,16,"","Houston Oilers / 4th / 109th pick / 1996"
"13","","Defensive Starters",NA,NA,NA,"",""
"14","LDE","Pratt Lyons",24,1,12,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Tennessee Oilers / 4th / 107th pick / 1997"
"15","LDT","Gary Walker",25,3,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Houston Oilers / 5th / 159th pick / 1995"
"16","RDT","Josh Evans",26,3,11,"3.5 sacks, 0 interceptions, 0 fumbles recovered",""
"17","RDE","Kenny Holmes",25,1,11,"2.5 sacks, 0 interceptions, 0 fumbles recovered","Tennessee Oilers / 1st / 18th pick / 1997"
"18","LLB","Eddie Robinson",28,6,16,"3.5 sacks, 1 interception, 0 fumbles recovered","Houston Oilers / 2nd / 50th pick / 1992"
"19","MLB","Joe Bowden",28,6,16,"1.5 sacks, 1 interception, 2 fumbles recovered","Houston Oilers / 5th / 133rd pick / 1992"
"20","RLB","Lonnie Marts",30,7,15,"4.0 sacks, 1 interception, 0 fumbles recovered",""
"21","LCB","Denard Walker",25,1,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Tennessee Oilers / 3rd / 75th pick / 1997"
"22","RCB","Darryll Lewis",30,7,15,"1.0 sacks, 4 interceptions, 0 fumbles recovered","Houston Oilers / 2nd / 38th pick / 1991"
"23","SS","Blaine Bishop",28,5,13,"3.0 sacks, 1 interception, 1 fumble recovered","Houston Oilers / 8th / 214th pick / 1993"
"24","FS","Marcus Robertson",29,7,12,"0.0 sacks, 1 interception, 0 fumbles recovered","Houston Oilers / 4th / 102nd pick / 1991"
"25","","Special Teams Starters",NA,NA,NA,"",""
"26","K","Al Del Greco",36,14,0,"36 of 39 field goals & 28 of 28 extra points",""
"27","P","Craig Hentrich*+",27,4,0,"69 punts for a 47.2 average, 0 blocked","New York Jets / 8th / 200th pick / 1993"
"28","PR","Derrick Mason",24,1,0,"31 punt returns for a 7.4 average and 0 td","Tennessee Oilers / 4th / 98th pick / 1997"
"29","KR","Mike Archie",26,2,0,"42 kick returns for a 21.7 average and 0 td","Houston Oilers / 7th / 218th pick / 1996"
