"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Mark Sanchez",25,"2",16,"308 for 543, 3,474 yards, 26 td, 18 int, & 37 rushes for 103 yards and 6 td","New York Jets / 1st / 5th pick / 2009"
"3","RB","Shonn Greene",26,"2",15,"253 rushes for 1,054 yards, 6 td, & 30 catches for 211 yards and 0 td","New York Jets / 3rd / 65th pick / 2009"
"4","FB","John Conner",24,"1",8,"13 rushes for 44 yards, 1 td, & 2 catches for 9 yards and 0 td","New York Jets / 5th / 139th pick / 2010"
"5","WR","Plaxico Burress",34,"11",13,"45 catches for 612 yards, 8 td","Pittsburgh Steelers / 1st / 8th pick / 2000"
"6","WR","Santonio Holmes",27,"5",16,"51 catches for 654 yards, 8 td, & 3 rushes for 27 yards and 0 td","Pittsburgh Steelers / 1st / 25th pick / 2006"
"7","TE","Dustin Keller",27,"3",12,"65 catches for 815 yards, 5 td","New York Jets / 1st / 30th pick / 2008"
"8","TE","Matthew Mulligan",26,"2",9,"5 catches for 58 yards, 0 td",""
"9","LT","D'Brickashaw Ferguson*",28,"5",16,"1 fumble recovered","New York Jets / 1st / 4th pick / 2006"
"10","T","Mike DeVito",27,"4",11,"",""
"11","LG","Matt Slauson",25,"2",16,"1 fumble recovered","New York Jets / 6th / 193rd pick / 2009"
"12","C","Nick Mangold*",27,"5",14,"","New York Jets / 1st / 29th pick / 2006"
"13","RG","Brandon Moore*",31,"8",16,"",""
"14","RT","Wayne Hunter",30,"7",16,"","Seattle Seahawks / 3rd / 73rd pick / 2003"
"15","","Defensive Starters",NA,"",NA,"",""
"16","DE","Muhammad Wilkerson",22,"Rook",16,"","New York Jets / 1st / 30th pick / 2011"
"17","NT","Sione Pouha",32,"6",15,"1.0 sacks, 0 interceptions, 2 fumbles recovered","New York Jets / 3rd / 88th pick / 2005"
"18","MLB","David Harris",27,"4",16,"5.0 sacks, 4 interceptions, 0 fumbles recovered","New York Jets / 2nd / 47th pick / 2007"
"19","LB","Calvin Pace",31,"8",16,"","Arizona Cardinals / 1st / 18th pick / 2003"
"20","LB","Bart Scott",31,"9",15,"",""
"21","CB","Antonio Cromartie",27,"5",16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","San Diego Chargers / 1st / 19th pick / 2006"
"22","CB","Darrelle Revis*+",26,"4",16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","New York Jets / 1st / 14th pick / 2007"
"23","S","Jim Leonhard",29,"6",13,"0.0 sacks, 1 interception, 1 fumble recovered",""
"24","S","Eric Smith",28,"5",14,"2.5 sacks, 1 interception, 1 fumble recovered","New York Jets / 3rd / 97th pick / 2006"
