"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Alex Smith",26,"5",10,"204 for 342, 2,370 yards, 14 td, 10 int, & 18 rushes for 60 yards and 0 td","San Francisco 49ers / 1st / 1st pick / 2005"
"3","RB","Frank Gore",27,"5",11,"203 rushes for 853 yards, 3 td, & 46 catches for 452 yards and 2 td","San Francisco 49ers / 3rd / 65th pick / 2005"
"4","FB","Moran Norris",32,"9",11,"3 rushes for 0 yards, 0 td, & 4 catches for 20 yards and 0 td","New Orleans Saints / 4th / 115th pick / 2001"
"5","WR","Michael Crabtree",23,"1",15,"55 catches for 741 yards, 6 td","San Francisco 49ers / 1st / 10th pick / 2009"
"6","WR","Josh Morgan",25,"2",11,"44 catches for 698 yards, 2 td, & 2 rushes for 17 yards and 0 td","San Francisco 49ers / 6th / 174th pick / 2008"
"7","TE","Vernon Davis",26,"4",16,"56 catches for 914 yards, 7 td","San Francisco 49ers / 1st / 6th pick / 2006"
"8","LT","Joe Staley",26,"3",9,"","San Francisco 49ers / 1st / 28th pick / 2007"
"9","LG","Mike Iupati",23,"Rook",16,"","San Francisco 49ers / 1st / 17th pick / 2010"
"10","C","David Baas",29,"5",16,"","San Francisco 49ers / 2nd / 33rd pick / 2005"
"11","RG","Chilo Rachal",24,"2",14,"","San Francisco 49ers / 2nd / 39th pick / 2008"
"12","RT","Anthony Davis",21,"Rook",16,"3 fumbles recovered","San Francisco 49ers / 1st / 11th pick / 2010"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDT","Isaac Sopoaga",29,"5",16,"1.5 sacks, 0 interceptions, 0 fumbles recovered","San Francisco 49ers / 4th / 104th pick / 2004"
"15","NT","Aubrayo Franklin",30,"7",16,"0.0 sacks, 0 interceptions, 1 fumble recovered","Baltimore Ravens / 5th / 146th pick / 2003"
"16","RDT","Justin Smith*",31,"9",16,"8.5 sacks, 0 interceptions, 0 fumbles recovered","Cincinnati Bengals / 1st / 4th pick / 2001"
"17","MLB","Patrick Willis*+",25,"3",15,"6.0 sacks, 0 interceptions, 0 fumbles recovered","San Francisco 49ers / 1st / 11th pick / 2007"
"18","LB","Parys Haralson",26,"4",15,"","San Francisco 49ers / 5th / 140th pick / 2006"
"19","LB","Manny Lawson",26,"4",16,"","San Francisco 49ers / 1st / 22nd pick / 2006"
"20","LB","Takeo Spikes",34,"12",16,"","Cincinnati Bengals / 1st / 13th pick / 1998"
"21","LCB","Shawntae Spencer",28,"6",16,"0.5 sacks, 3 interceptions, 1 fumble recovered","San Francisco 49ers / 2nd / 58th pick / 2004"
"22","RCB","Nate Clements",31,"9",16,"1.0 sacks, 3 interceptions, 0 fumbles recovered","Buffalo Bills / 1st / 21st pick / 2001"
"23","FS","Dashon Goldson",26,"3",16,"1.0 sacks, 1 interception, 0 fumbles recovered","San Francisco 49ers / 4th / 126th pick / 2007"
