"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Joe Pisarcik",25,"Rook",11,"103 for 241, 1,346 yards, 4 td, 14 int, & 27 rushes for 57 yards and 2 td",""
"3","RB","Doug Kotar",26,"3",11,"132 rushes for 480 yards, 2 td, & 15 catches for 73 yards and 0 td",""
"4","FB","Larry Csonka",31,"9",13,"134 rushes for 464 yards, 1 td, & 2 catches for 20 yards and 0 td","Miami Dolphins / 1st / 8th pick / 1968"
"5","WR","Emery Moorehead",23,"Rook",7,"12 catches for 143 yards, 1 td, & 1 rush for 5 yards and 0 td","New York Giants / 6th / 153rd pick / 1977"
"6","WR","Jim Robinson",24,"1",14,"22 catches for 422 yards, 3 td","Atlanta Falcons / 15th / 367th pick / 1975"
"7","TE","Gary Shirk",27,"1",10,"16 catches for 280 yards, 2 td",""
"8","LT","Gordon Gravelle",28,"5",14,"","Pittsburgh Steelers / 2nd / 38th pick / 1972"
"9","LG","Doug Van Horn",33,"11",14,"1 fumble recovered","Kansas City Chiefs / 5th / 39th pick / 1966, Detroit Lions / 4th / 55th pick / 1966"
"10","C","Karl Chandler",25,"3",10,"",""
"11","RG","John Hicks",26,"3",8,"1 fumble recovered","New York Giants / 1st / 3rd pick / 1974"
"12","RT","Ron Mikolajczyk",27,"1",13,"1 fumble recovered","Oakland Raiders / 5th / 127th pick / 1973"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","George Martin",24,"2",9,"1 interception, 1 fumble recovered","New York Giants / 11th / 262nd pick / 1975"
"15","LDT","John Mendenhall",29,"5",14,"0 interceptions, 2 fumbles recovered","New York Giants / 3rd / 55th pick / 1972"
"16","RDT","Troy Archer",22,"1",14,"0 interceptions, 3 fumbles recovered","New York Giants / 1st / 13th pick / 1976"
"17","RDE","Jack Gregory",33,"10",14,"0 interceptions, 1 fumble recovered","Cleveland Browns / 9th / 139th pick / 1966"
"18","LLB","Brad Van Pelt*",26,"4",14,"2 interceptions, 1 fumble recovered","New York Giants / 2nd / 40th pick / 1973"
"19","MLB","Harry Carson",24,"1",14,"0 interceptions, 1 fumble recovered","New York Giants / 4th / 105th pick / 1976"
"20","RLB","Brian Kelley",26,"4",13,"1 interception, 2 fumbles recovered","New York Giants / 14th / 353rd pick / 1973"
"21","LCB","Bill Bryant",26,"1",14,"3 interceptions, 1 fumble recovered","Cincinnati Bengals / 6th / 153rd pick / 1974"
"22","RCB","Ray Rhodes",27,"3",14,"2 interceptions, 2 fumbles recovered","New York Giants / 10th / 236th pick / 1974"
"23","SS","Clyde Powers",26,"3",14,"1 interception, 2 fumbles recovered","New York Giants / 5th / 119th pick / 1974"
"24","FS","Jim Stienke",27,"4",14,"","Cleveland Browns / 2nd / 47th pick / 1973"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Joe Danelo",24,"2",0,"14 of 23 field goals & 19 of 20 extra points","Miami Dolphins / 10th / 257th pick / 1975"
"27","P","Dave Jennings",25,"3",0,"100 punts for a 39.9 average, 0 blocked",""
"28","PR","Bobby Hammond",25,"1",4,"32 punt returns for a 10.4 average and 1 td",""
"29","KR","Bobby Hammond",25,"1",4,"19 kick returns for a 22.1 average and 0 td",""
