"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Andy Dalton",25,"1",16,"329 for 528, 3,669 yards, 27 td, 16 int, & 47 rushes for 120 yards and 4 td","Cincinnati Bengals / 2nd / 35th pick / 2011"
"3","RB","BenJarvus Green-Ellis",27,"4",15,"278 rushes for 1,094 yards, 6 td, & 22 catches for 104 yards and 0 td",""
"4","WR","A.J. Green*",24,"1",16,"97 catches for 1,350 yards, 11 td, & 4 rushes for 38 yards and 0 td","Cincinnati Bengals / 1st / 4th pick / 2011"
"5","TE","Jermaine Gresham*",24,"2",15,"64 catches for 737 yards, 5 td","Cincinnati Bengals / 1st / 21st pick / 2010"
"6","T","Andre Smith",25,"3",16,"","Cincinnati Bengals / 1st / 6th pick / 2009"
"7","T","Andrew Whitworth*",31,"6",16,"","Cincinnati Bengals / 2nd / 55th pick / 2006"
"8","LG","Clint Boling",23,"1",16,"","Cincinnati Bengals / 4th / 101st pick / 2011"
"9","RG","Kevin Zeitler",22,"Rook",16,"","Cincinnati Bengals / 1st / 27th pick / 2012"
"10","","Defensive Starters",NA,"",NA,"",""
"11","DE","Robert Geathers",29,"8",16,"","Cincinnati Bengals / 4th / 117th pick / 2004"
"12","DE","Michael Johnson",25,"3",15,"","Cincinnati Bengals / 3rd / 70th pick / 2009"
"13","DT","Geno Atkins*+",24,"2",16,"","Cincinnati Bengals / 4th / 120th pick / 2010"
"14","NT","Domata Peko",28,"6",16,"2.0 sacks, 0 interceptions, 1 fumble recovered","Cincinnati Bengals / 4th / 123rd pick / 2006"
"15","MLB","Rey Maualuga",25,"3",16,"1.0 sacks, 0 interceptions, 1 fumble recovered","Cincinnati Bengals / 2nd / 38th pick / 2009"
"16","LB","Vontaze Burfict",22,"Rook",14,"",""
"17","LB","Manny Lawson",28,"6",10,"","San Francisco 49ers / 1st / 22nd pick / 2006"
"18","LCB","Terence Newman",34,"9",15,"0.0 sacks, 2 interceptions, 2 fumbles recovered","Dallas Cowboys / 1st / 5th pick / 2003"
"19","RCB","Leon Hall",28,"5",14,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Cincinnati Bengals / 1st / 18th pick / 2007"
"20","SS","Chris Crocker",32,"9",9,"0.0 sacks, 3 interceptions, 1 fumble recovered","Cleveland Browns / 3rd / 84th pick / 2003"
"21","FS","Reggie Nelson",29,"5",14,"1.0 sacks, 3 interceptions, 0 fumbles recovered","Jacksonville Jaguars / 1st / 21st pick / 2007"
