"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jay Schroeder",33,"9",8,"133 for 238, 1,510 yards, 4 td, 7 int, & 16 rushes for 59 yards and 0 td","Washington Redskins / 3rd / 83rd pick / 1984"
"3","RB","Ronald Moore",24,"1",16,"232 rushes for 780 yards, 4 td, & 8 catches for 52 yards and 1 td","Phoenix Cardinals / 4th / 87th pick / 1993"
"4","WR","Randal Hill",25,"3",14,"38 catches for 544 yards, 0 td","Miami Dolphins / 1st / 23rd pick / 1991"
"5","WR","Ricky Proehl",26,"4",16,"51 catches for 651 yards, 5 td","Phoenix Cardinals / 3rd / 58th pick / 1990"
"6","TE","Chad Fann",24,"1",9,"12 catches for 96 yards, 0 td",""
"7","TE","Derek Ware",27,"2",12,"17 catches for 171 yards, 1 td","Phoenix Cardinals / 7th / 175th pick / 1992"
"8","LT","Luis Sharpe",34,"12",11,"","St. Louis Cardinals / 1st / 16th pick / 1982"
"9","LG","Ernest Dye",23,"1",16,"1 fumble recovered","Phoenix Cardinals / 1st / 18th pick / 1993"
"10","C","Ed Cunningham",25,"2",16,"","Phoenix Cardinals / 3rd / 61st pick / 1992"
"11","RG","Ben Coleman",23,"1",13,"","Phoenix Cardinals / 2nd / 32nd pick / 1993"
"12","RT","Rick Cunningham",27,"4",10,"","Indianapolis Colts / 4th / 106th pick / 1990"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Michael Bankston",24,"2",16,"7.0 sacks, 0 interceptions, 1 fumble recovered","Phoenix Cardinals / 4th / 100th pick / 1992"
"15","LDT","Eric Swann",24,"3",16,"7.0 sacks, 1 interception, 1 fumble recovered","Phoenix Cardinals / 1st / 6th pick / 1991"
"16","RDT","Bernard Wilson",24,"1",12,"1.0 sacks, 0 interceptions, 0 fumbles recovered",""
"17","RDE","Clyde Simmons",30,"8",16,"6.0 sacks, 0 interceptions, 0 fumbles recovered","Philadelphia Eagles / 9th / 233rd pick / 1986"
"18","LLB","Seth Joyner*",30,"8",16,"6.0 sacks, 3 interceptions, 0 fumbles recovered","Philadelphia Eagles / 8th / 208th pick / 1986"
"19","MLB","Eric Hill",28,"5",15,"1.5 sacks, 0 interceptions, 0 fumbles recovered","Phoenix Cardinals / 1st / 10th pick / 1989"
"20","RLB","Wilber Marshall",32,"10",15,"1.0 sacks, 0 interceptions, 1 fumble recovered","Chicago Bears / 1st / 11th pick / 1984"
"21","LCB","Aeneas Williams*",26,"3",16,"0.0 sacks, 9 interceptions, 1 fumble recovered","Phoenix Cardinals / 3rd / 59th pick / 1991"
"22","RCB","James Williams",27,"4",7,"0.0 sacks, 4 interceptions, 2 fumbles recovered","Buffalo Bills / 1st / 16th pick / 1990"
"23","SS","Lorenzo Lynch",31,"7",15,"0.5 sacks, 2 interceptions, 0 fumbles recovered",""
"24","FS","Terry Hoage",32,"10",16,"1.0 sacks, 3 interceptions, 2 fumbles recovered","New Orleans Saints / 3rd / 68th pick / 1984"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Greg Davis",29,"7",0,"20 of 26 field goals & 17 of 17 extra points","Tampa Bay Buccaneers / 9th / 246th pick / 1987"
"27","P","Jeff Feagles",28,"6",0,"98 punts for a 40.8 average, 0 blocked",""
"28","PR","Patrick Robinson",25,"1",0,"41 punt returns for a 7.0 average and 0 td","Houston Oilers / 7th / 187th pick / 1993"
"29","KR","Chuck Levy",22,"Rook",0,"26 kick returns for a 19.7 average and 0 td","Arizona Cardinals / 2nd / 38th pick / 1994"
