"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Philip Rivers*",29,"6",16,"357 for 541, 4,710 yards, 30 td, 13 int, & 29 rushes for 52 yards and 0 td","New York Giants / 1st / 4th pick / 2004"
"3","RB","Ryan Mathews",23,"Rook",9,"158 rushes for 678 yards, 7 td, & 22 catches for 145 yards and 0 td","San Diego Chargers / 1st / 12th pick / 2010"
"4","WR","Malcom Floyd",29,"6",9,"37 catches for 717 yards, 6 td",""
"5","WR","Legedu Naanee",27,"3",9,"23 catches for 371 yards, 1 td, & 3 rushes for -2 yards and 0 td","San Diego Chargers / 5th / 172nd pick / 2007"
"6","TE","Antonio Gates*",30,"7",10,"50 catches for 782 yards, 10 td",""
"7","TE","Randy McMichael",31,"8",11,"20 catches for 221 yards, 2 td","Miami Dolphins / 4th / 114th pick / 2002"
"8","LT","Marcus McNeill",27,"4",11,"","San Diego Chargers / 2nd / 50th pick / 2006"
"9","LG","Kris Dielman*",29,"7",15,"1 fumble recovered",""
"10","C","Nick Hardwick",29,"6",16,"1 fumble recovered","San Diego Chargers / 3rd / 66th pick / 2004"
"11","RG","Louis Vasquez",23,"1",10,"","San Diego Chargers / 3rd / 78th pick / 2009"
"12","RT","Jeromey Clary",27,"3",16,"","San Diego Chargers / 6th / 187th pick / 2006"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Luis Castillo",27,"5",16,"","San Diego Chargers / 1st / 28th pick / 2005"
"15","DE","Jacques Cesaire",30,"7",16,"",""
"16","DT","Antonio Garay",31,"7",15,"","Cleveland Browns / 6th / 195th pick / 2003"
"17","LB","Antwan Applewhite",25,"2",13,"",""
"18","LB","Kevin Burnett",28,"5",16,"","Dallas Cowboys / 2nd / 42nd pick / 2005"
"19","LB","Stephen Cooper",31,"7",11,"",""
"20","LB","Shaun Phillips*",29,"6",16,"","San Diego Chargers / 4th / 98th pick / 2004"
"21","LCB","Quentin Jammer",31,"8",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","San Diego Chargers / 1st / 5th pick / 2002"
"22","RCB","Antoine Cason",24,"2",15,"0.0 sacks, 4 interceptions, 0 fumbles recovered","San Diego Chargers / 1st / 27th pick / 2008"
"23","FS","Eric Weddle",25,"3",16,"0.5 sacks, 2 interceptions, 0 fumbles recovered","San Diego Chargers / 2nd / 37th pick / 2007"
