"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Chad Henne",24,"1",13,"274 for 451, 2,878 yards, 12 td, 14 int, & 16 rushes for 32 yards and 1 td","Miami Dolphins / 2nd / 57th pick / 2008"
"3","RB","Ronnie Brown",28,"4",9,"147 rushes for 648 yards, 8 td, & 14 catches for 98 yards and 0 td","Miami Dolphins / 1st / 2nd pick / 2005"
"4","FB","Lousaka Polite",28,"5",9,"37 rushes for 123 yards, 0 td, & 11 catches for 51 yards and 0 td",""
"5","WR","Greg Camarillo",27,"3",16,"50 catches for 552 yards, 0 td",""
"6","WR","Ted Ginn",24,"2",12,"38 catches for 454 yards, 1 td, & 7 rushes for 48 yards and 0 td","Miami Dolphins / 1st / 9th pick / 2007"
"7","TE","Anthony Fasano",25,"3",14,"31 catches for 339 yards, 2 td","Dallas Cowboys / 2nd / 53rd pick / 2006"
"8","TE","Joey Haynos",25,"1",8,"19 catches for 162 yards, 2 td",""
"9","LT","Jake Long*",24,"1",16,"","Miami Dolphins / 1st / 1st pick / 2008"
"10","LG","Justin Smiley",28,"5",12,"","San Francisco 49ers / 2nd / 46th pick / 2004"
"11","C","Jake Grove",29,"5",10,"","Oakland Raiders / 2nd / 45th pick / 2004"
"12","RG","Donald Thomas",24,"1",12,"1 fumble recovered","Miami Dolphins / 6th / 195th pick / 2008"
"13","RT","Vernon Carey",28,"5",16,"2 fumbles recovered","Miami Dolphins / 1st / 19th pick / 2004"
"14","","Defensive Starters",NA,"",NA,"",""
"15","DE","Kendall Langford",23,"1",13,"","Miami Dolphins / 3rd / 66th pick / 2008"
"16","DE","Randy Starks",26,"5",16,"","Tennessee Titans / 3rd / 71st pick / 2004"
"17","NT","Jason Ferguson",35,"12",9,"","New York Jets / 7th / 229th pick / 1997"
"18","LB","Akin Ayodele",30,"7",15,"","Jacksonville Jaguars / 3rd / 89th pick / 2002"
"19","LB","Channing Crowder",26,"4",13,"","Miami Dolphins / 3rd / 70th pick / 2005"
"20","LB","Joey Porter",32,"10",14,"","Pittsburgh Steelers / 3rd / 73rd pick / 1999"
"21","LB","Jason Taylor",35,"12",15,"","Miami Dolphins / 3rd / 73rd pick / 1997"
"22","LCB","Vontae Davis",21,"Rook",9,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Miami Dolphins / 1st / 25th pick / 2009"
"23","RCB","Sean Smith",22,"Rook",16,"0.0 sacks, 0 interceptions, 1 fumble recovered","Miami Dolphins / 2nd / 61st pick / 2009"
"24","SS","Yeremiah Bell*",31,"5",15,"1.5 sacks, 3 interceptions, 0 fumbles recovered","Miami Dolphins / 6th / 213th pick / 2003"
"25","FS","Gibril Wilson",28,"5",14,"1.0 sacks, 0 interceptions, 0 fumbles recovered","New York Giants / 5th / 136th pick / 2004"
