"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Boomer Esiason",31,"8",11,"144 for 278, 1,407 yards, 11 td, 15 int, & 21 rushes for 66 yards and 0 td","Cincinnati Bengals / 2nd / 38th pick / 1984"
"3","RB","Harold Green*",24,"2",15,"265 rushes for 1,170 yards, 2 td, & 41 catches for 214 yards and 0 td","Cincinnati Bengals / 2nd / 38th pick / 1990"
"4","FB","Eric Ball",26,"3",14,"16 rushes for 55 yards, 2 td, & 6 catches for 66 yards and 2 td","Cincinnati Bengals / 2nd / 35th pick / 1989"
"5","WR","Tim McGee",28,"6",16,"35 catches for 408 yards, 3 td","Cincinnati Bengals / 1st / 21st pick / 1986"
"6","WR","Carl Pickens",22,"Rook",10,"26 catches for 326 yards, 1 td","Cincinnati Bengals / 2nd / 31st pick / 1992"
"7","TE","Rodney Holman",32,"10",13,"26 catches for 266 yards, 2 td","Cincinnati Bengals / 3rd / 82nd pick / 1982"
"8","LT","Kevin Sargent",23,"Rook",8,"2 fumbles recovered",""
"9","LG","Bruce Kozerski",30,"8",16,"","Cincinnati Bengals / 9th / 231st pick / 1984"
"10","C","Mike Arthur",24,"1",13,"","Cincinnati Bengals / 5th / 130th pick / 1991"
"11","RG","Jon Melander",26,"1",7,"","New England Patriots / 5th / 113th pick / 1990"
"12","RT","Joe Walter",29,"7",16,"1 fumble recovered","Cincinnati Bengals / 7th / 181st pick / 1985"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Lamar Rogers",25,"1",12,"4.0 sacks, 0 interceptions, 0 fumbles recovered","Cincinnati Bengals / 2nd / 52nd pick / 1991"
"15","NT","Tim Krumrie",32,"9",16,"4.0 sacks, 0 interceptions, 1 fumble recovered","Cincinnati Bengals / 10th / 276th pick / 1983"
"16","RDE","Alonzo Mitz",29,"6",14,"3.0 sacks, 1 interception, 2 fumbles recovered","Seattle Seahawks / 8th / 211th pick / 1986"
"17","LOLB","James Francis",24,"2",13,"6.0 sacks, 3 interceptions, 2 fumbles recovered","Cincinnati Bengals / 1st / 12th pick / 1990"
"18","LILB","Ricardo McDonald",23,"Rook",13,"0.0 sacks, 1 interception, 1 fumble recovered","Cincinnati Bengals / 4th / 88th pick / 1992"
"19","RILB","Gary Reasons",30,"8",9,"0.0 sacks, 0 interceptions, 1 fumble recovered","New York Giants / 4th / 105th pick / 1984"
"20","ROLB","Danny Stubbs",27,"4",12,"9.0 sacks, 0 interceptions, 1 fumble recovered","San Francisco 49ers / 2nd / 33rd pick / 1988"
"21","LCB","Rod Jones",28,"6",14,"0.0 sacks, 2 interceptions, 1 fumble recovered","Tampa Bay Buccaneers / 1st / 25th pick / 1986"
"22","RCB","Eric Thomas",28,"5",16,"","Cincinnati Bengals / 2nd / 49th pick / 1987"
"23","SS","David Fulcher",28,"6",11,"1.0 sacks, 3 interceptions, 0 fumbles recovered","Cincinnati Bengals / 3rd / 78th pick / 1986"
"24","FS","Darryl Williams",22,"Rook",12,"2.0 sacks, 4 interceptions, 1 fumble recovered","Cincinnati Bengals / 1st / 28th pick / 1992"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Jim Breech",36,"13",0,"19 of 27 field goals & 31 of 31 extra points","Detroit Lions / 8th / 206th pick / 1978"
"27","P","Lee Johnson",31,"7",0,"76 punts for a 42.1 average, 0 blocked","Houston Oilers / 5th / 138th pick / 1985"
"28","PR","Carl Pickens",22,"Rook",10,"18 punt returns for a 12.7 average and 1 td","Cincinnati Bengals / 2nd / 31st pick / 1992"
"29","KR","Milt Stegall",22,"Rook",0,"25 kick returns for a 17.2 average and 0 td",""
