"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Archie Manning",28,"6",9,"113 for 205, 1,284 yards, 8 td, 9 int, & 39 rushes for 270 yards and 5 td","New Orleans Saints / 1st / 2nd pick / 1971"
"3","RB","Chuck Muncie",24,"1",11,"201 rushes for 811 yards, 6 td, & 21 catches for 248 yards and 1 td","New Orleans Saints / 1st / 3rd pick / 1976"
"4","FB","Tony Galbreath",23,"1",14,"168 rushes for 644 yards, 3 td, & 41 catches for 265 yards and 0 td","New Orleans Saints / 2nd / 32nd pick / 1976"
"5","WR","John Gilliam",32,"10",8,"11 catches for 133 yards, 1 td","New Orleans Saints / 2nd / 52nd pick / 1967"
"6","WR","Don Herrmann",30,"8",13,"32 catches for 408 yards, 0 td, & 1 rush for -17 yards and 0 td","New York Giants / 15th / 379th pick / 1969"
"7","TE","Henry Childs",26,"3",10,"33 catches for 518 yards, 9 td","Atlanta Falcons / 5th / 109th pick / 1974"
"8","LT","Marv Montgomery",29,"6",14,"","Denver Broncos / 1st / 12th pick / 1971"
"9","LG","Terry Stieve",23,"1",10,"1 fumble recovered","New Orleans Saints / 6th / 160th pick / 1976"
"10","C","John Hill",27,"5",14,"1 fumble recovered","New York Giants / 6th / 132nd pick / 1972"
"11","RG","Emanuel Zanders",26,"3",14,"1 fumble recovered",""
"12","RT","Don Morrison",28,"6",14,"1 fumble recovered","New Orleans Saints / 4th / 98th pick / 1971"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Elois Grooms",24,"2",14,"0 interceptions, 2 fumbles recovered","New Orleans Saints / 3rd / 63rd pick / 1975"
"15","LDT","Elex Price",27,"4",9,"",""
"16","RDT","Derland Moore",26,"4",10,"0 interceptions, 2 fumbles recovered","New Orleans Saints / 2nd / 29th pick / 1973"
"17","RDE","Bob Pollard",29,"6",12,"0 interceptions, 2 fumbles recovered","New Orleans Saints / 11th / 262nd pick / 1971"
"18","LLB","Jim Merlo",26,"4",14,"1 interception, 2 fumbles recovered","New Orleans Saints / 4th / 86th pick / 1973"
"19","MLB","Joe Federspiel",27,"5",14,"","New Orleans Saints / 4th / 99th pick / 1972"
"20","RLB","Pat Hughes",30,"7",8,"1 interception, 1 fumble recovered","New York Giants / 9th / 221st pick / 1970"
"21","LCB","Ernie Jackson",27,"5",11,"1 interception, 1 fumble recovered","New Orleans Saints / 7th / 164th pick / 1972"
"22","RCB","Clarence Chapman",24,"1",14,"1 interception, 1 fumble recovered","Oakland Raiders / 7th / 204th pick / 1976"
"23","SS","Chuck Crist",26,"5",14,"4 interceptions, 1 fumble recovered",""
"24","FS","Tom Myers",27,"5",10,"1 interception, 0 fumbles recovered","New Orleans Saints / 3rd / 74th pick / 1972"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Rich Szaro",29,"2",0,"5 of 12 field goals & 29 of 31 extra points",""
"27","P","Tom Blanchard",29,"6",0,"82 punts for a 42.4 average, 2 blocked","New York Giants / 12th / 304th pick / 1971"
"28","PR","Rich Mauti",23,"Rook",4,"37 punt returns for a 7.6 average and 0 td",""
"29","KR","Rich Mauti",23,"Rook",4,"27 kick returns for a 22.6 average and 0 td",""
