"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Mark Brunell*",29,"5",15,"259 for 441, 3,060 yards, 14 td, 9 int, & 47 rushes for 208 yards and 1 td","Green Bay Packers / 5th / 118th pick / 1993"
"3","RB","Fred Taylor",23,"1",9,"159 rushes for 732 yards, 6 td, & 10 catches for 83 yards and 0 td","Jacksonville Jaguars / 1st / 9th pick / 1998"
"4","FB","Daimon Shelton",27,"2",9,"1 rush for 2 yards, 0 td, & 12 catches for 87 yards and 0 td","Jacksonville Jaguars / 6th / 184th pick / 1997"
"5","WR","Keenan McCardell",29,"7",15,"78 catches for 891 yards, 5 td","Washington Redskins / 12th / 326th pick / 1991"
"6","WR","Jimmy Smith*",30,"7",16,"116 catches for 1,636 yards, 6 td","Dallas Cowboys / 2nd / 36th pick / 1992"
"7","TE","Kyle Brady",27,"4",12,"32 catches for 346 yards, 1 td","New York Jets / 1st / 9th pick / 1995"
"8","LT","Tony Boselli*+",27,"4",16,"3 fumbles recovered","Jacksonville Jaguars / 1st / 2nd pick / 1995"
"9","LG","Ben Coleman",28,"6",12,"","Phoenix Cardinals / 2nd / 32nd pick / 1993"
"10","C","John Wade",24,"1",16,"","Jacksonville Jaguars / 5th / 148th pick / 1998"
"11","RG","Zach Wiegert",27,"4",12,"1 fumble recovered","St. Louis Rams / 2nd / 38th pick / 1995"
"12","RT","Leon Searcy*",30,"7",16,"","Pittsburgh Steelers / 1st / 11th pick / 1992"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Tony Brackens*",25,"3",15,"","Jacksonville Jaguars / 2nd / 33rd pick / 1996"
"15","DE","Renaldo Wynn",25,"2",10,"","Jacksonville Jaguars / 1st / 21st pick / 1997"
"16","LDT","Gary Walker",26,"4",16,"10.0 sacks, 0 interceptions, 0 fumbles recovered","Houston Oilers / 5th / 159th pick / 1995"
"17","RDT","Seth Payne",24,"2",16,"1.5 sacks, 0 interceptions, 0 fumbles recovered","Jacksonville Jaguars / 4th / 114th pick / 1997"
"18","MLB","Lonnie Marts",31,"8",16,"2.0 sacks, 1 interception, 2 fumbles recovered",""
"19","LB","Kevin Hardy*+",26,"3",16,"","Jacksonville Jaguars / 1st / 2nd pick / 1996"
"20","LB","Bryce Paup",31,"9",14,"","Green Bay Packers / 6th / 159th pick / 1990"
"21","LCB","Fernando Bryant",22,"Rook",16,"0.0 sacks, 2 interceptions, 3 fumbles recovered","Jacksonville Jaguars / 1st / 26th pick / 1999"
"22","RCB","Aaron Beasley",26,"3",16,"1.5 sacks, 6 interceptions, 0 fumbles recovered","Jacksonville Jaguars / 3rd / 63rd pick / 1996"
"23","SS","Donovin Darius",24,"1",16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Jacksonville Jaguars / 1st / 25th pick / 1998"
"24","FS","Carnell Lake*",32,"10",16,"3.5 sacks, 0 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 2nd / 34th pick / 1989"
