"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Mike Pagel",22,"Rook",9,"111 for 221, 1,281 yards, 5 td, 7 int, & 19 rushes for 82 yards and 1 td","Baltimore Colts / 4th / 84th pick / 1982"
"3","RB","Curtis Dickey",26,"2",6,"66 rushes for 232 yards, 1 td, & 21 catches for 228 yards and 0 td","Baltimore Colts / 1st / 5th pick / 1980"
"4","FB","Randy McMillan",24,"1",9,"101 rushes for 305 yards, 1 td, & 15 catches for 90 yards and 0 td","Baltimore Colts / 1st / 12th pick / 1981"
"5","WR","Matt Bouza",23,"1",9,"22 catches for 287 yards, 2 td",""
"6","WR","Ray Butler",26,"2",9,"17 catches for 268 yards, 2 td, & 3 rushes for 10 yards and 0 td","Baltimore Colts / 4th / 88th pick / 1980"
"7","TE","Tim Sherwin",24,"1",8,"21 catches for 280 yards, 0 td","Baltimore Colts / 4th / 94th pick / 1981"
"8","LT","John Sinnott",24,"Rook",7,"1 fumble recovered","St. Louis Cardinals / 3rd / 60th pick / 1980"
"9","LG","Terry Crouch",23,"Rook",6,"","Baltimore Colts / 5th / 113th pick / 1982"
"10","C","Ray Donaldson",24,"2",9,"1 fumble recovered","Baltimore Colts / 2nd / 32nd pick / 1980"
"11","RG","Ken Huff",29,"7",8,"","Baltimore Colts / 1st / 3rd pick / 1975"
"12","RT","Jeff Hart",29,"7",9,"","San Francisco 49ers / 3rd / 71st pick / 1975"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Donnell Thompson",24,"1",9,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Baltimore Colts / 1st / 18th pick / 1981"
"15","NT","Leo Wisniewski",23,"Rook",7,"2.5 sacks, 0 interceptions, 0 fumbles recovered","Baltimore Colts / 2nd / 28th pick / 1982"
"16","RDE","Fletcher Jenkins",23,"Rook",9,"0.0 sacks, 0 interceptions, 1 fumble recovered","Baltimore Colts / 7th / 169th pick / 1982"
"17","LOLB","Sanders Shiver",28,"6",6,"0.0 sacks, 0 interceptions, 1 fumble recovered","Baltimore Colts / 5th / 134th pick / 1976"
"18","LILB","Johnie Cooks",24,"Rook",8,"1.5 sacks, 0 interceptions, 1 fumble recovered","Baltimore Colts / 1st / 2nd pick / 1982"
"19","RILB","Barry Krauss",25,"3",8,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Baltimore Colts / 1st / 6th pick / 1979"
"20","ROLB","Greg Bracelin",25,"2",6,"2.0 sacks, 1 interception, 1 fumble recovered","Denver Broncos / 9th / 243rd pick / 1980"
"21","LCB","Jim Burroughs",24,"Rook",5,"0.0 sacks, 1 interception, 1 fumble recovered","Baltimore Colts / 3rd / 57th pick / 1982"
"22","RCB","Derrick Hatchett",24,"2",9,"0.0 sacks, 1 interception, 0 fumbles recovered","Baltimore Colts / 1st / 24th pick / 1980"
"23","SS","Larry Anderson",26,"4",6,"","Pittsburgh Steelers / 4th / 101st pick / 1978"
"24","FS","Nesby Glasgow",25,"3",9,"","Baltimore Colts / 8th / 207th pick / 1979"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Mike Wood",28,"4",0,"6 of 10 field goals & 6 of 6 extra points","Minnesota Vikings / 8th / 204th pick / 1978"
"27","P","Rohn Stark",23,"Rook",0,"46 punts for a 44.4 average, 0 blocked","Baltimore Colts / 2nd / 34th pick / 1982"
"28","PR","Larry Anderson",26,"4",6,"8 punt returns for a 6.8 average and 0 td","Pittsburgh Steelers / 4th / 101st pick / 1978"
"29","KR","Larry Anderson",26,"4",6,"27 kick returns for a 19.1 average and 0 td","Pittsburgh Steelers / 4th / 101st pick / 1978"
