"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Lynn Dickey",27,"5",10,"115 for 243, 1,465 yards, 7 td, 14 int, & 11 rushes for 19 yards and 1 td","Houston Oilers / 3rd / 56th pick / 1971"
"3","RB","Willard Harrell",24,"1",4,"130 rushes for 435 yards, 3 td, & 17 catches for 201 yards and 1 td","Green Bay Packers / 3rd / 58th pick / 1975"
"4","FB","John Brockington",28,"5",9,"117 rushes for 406 yards, 2 td, & 11 catches for 49 yards and 0 td","Green Bay Packers / 1st / 9th pick / 1971"
"5","WR","Steve Odom",24,"2",11,"23 catches for 456 yards, 2 td, & 4 rushes for 78 yards and 0 td","Green Bay Packers / 5th / 116th pick / 1974"
"6","WR","Ken Payne",26,"2",14,"33 catches for 467 yards, 4 td","Green Bay Packers / 6th / 142nd pick / 1974"
"7","TE","Rich McGeorge",28,"6",14,"24 catches for 278 yards, 1 td","Green Bay Packers / 1st / 16th pick / 1970"
"8","LT","Mark Koncar",23,"Rook",14,"","Green Bay Packers / 1st / 23rd pick / 1976"
"9","LG","Bruce Van Dyke",32,"10",14,"1 fumble recovered","Kansas City Chiefs / 15th / 133rd pick / 1966, Philadelphia Eagles / 12th / 174th pick / 1966"
"10","C","Larry McCarren",25,"3",14,"","Green Bay Packers / 12th / 308th pick / 1973"
"11","RG","Gale Gillingham",32,"10",14,"","Green Bay Packers / 1st / 13th pick / 1966"
"12","RT","Dick Himes",30,"8",14,"","Green Bay Packers / 3rd / 81st pick / 1968"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Sweeny Williams",30,"6",14,"","Dallas Cowboys / 11th / 283rd pick / 1969"
"15","LDT","Mike McCoy",28,"6",14,"0 interceptions, 3 fumbles recovered","Green Bay Packers / 1st / 2nd pick / 1970"
"16","RDT","Dave Pureifory",27,"4",8,"0 interceptions, 1 fumble recovered","Green Bay Packers / 6th / 142nd pick / 1972"
"17","RDE","Alden Roche",31,"6",14,"","Denver Broncos / 2nd / 37th pick / 1970"
"18","LLB","Gary Weaver",27,"3",14,"0 interceptions, 1 fumble recovered","Oakland Raiders / 7th / 179th pick / 1973"
"19","MLB","Don Hansen",32,"10",10,"","Minnesota Vikings / 3rd / 42nd pick / 1966, Miami Dolphins / 7th / 51st pick / 1966"
"20","RLB","Fred Carr",30,"8",14,"1 interception, 1 fumble recovered","Green Bay Packers / 1st / 5th pick / 1968"
"21","LCB","Willie Buchanon",26,"4",14,"2 interceptions, 0 fumbles recovered","Green Bay Packers / 1st / 7th pick / 1972"
"22","RCB","Perry Smith",25,"3",13,"1 interception, 0 fumbles recovered","Oakland Raiders / 4th / 92nd pick / 1973"
"23","SS","Steve Luke",23,"1",13,"2 interceptions, 0 fumbles recovered","Green Bay Packers / 4th / 88th pick / 1975"
"24","FS","Johnnie Gray",23,"1",14,"4 interceptions, 4 fumbles recovered",""
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Chester Marcol",27,"4",0,"10 of 19 field goals & 24 of 27 extra points","Green Bay Packers / 2nd / 34th pick / 1972"
"27","P","David Beverly",26,"2",0,"83 punts for a 37.0 average, 1 blocked",""
"28","PR","Johnnie Gray",23,"1",14,"37 punt returns for a 8.3 average and 0 td",""
"29","KR","Steve Odom",24,"2",11,"29 kick returns for a 21.0 average and 0 td","Green Bay Packers / 5th / 116th pick / 1974"
