"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Troy Aikman*",27,"4",14,"271 for 392, 3,100 yards, 15 td, 6 int, & 32 rushes for 125 yards and 0 td","Dallas Cowboys / 1st / 1st pick / 1989"
"3","RB","Emmitt Smith*+",24,"3",13,"283 rushes for 1,486 yards, 9 td, & 57 catches for 414 yards and 1 td","Dallas Cowboys / 1st / 17th pick / 1990"
"4","FB","Daryl Johnston*",27,"4",16,"24 rushes for 74 yards, 3 td, & 50 catches for 372 yards and 1 td","Dallas Cowboys / 2nd / 39th pick / 1989"
"5","WR","Alvin Harper",25,"2",15,"36 catches for 777 yards, 5 td","Dallas Cowboys / 1st / 12th pick / 1991"
"6","WR","Michael Irvin*",27,"5",16,"88 catches for 1,330 yards, 7 td, & 2 rushes for 6 yards and 0 td","Dallas Cowboys / 1st / 11th pick / 1988"
"7","TE","Jay Novacek*",31,"8",16,"44 catches for 445 yards, 1 td, & 1 rush for 2 yards and 1 td","St. Louis Cardinals / 6th / 158th pick / 1985"
"8","LT","Mark Tuinei",33,"10",16,"1 fumble recovered",""
"9","LG","Nate Newton*",32,"7",16,"",""
"10","C","Mark Stepnoski*",26,"4",13,"","Dallas Cowboys / 3rd / 57th pick / 1989"
"11","RG","Kevin Gogan",29,"6",16,"","Dallas Cowboys / 8th / 206th pick / 1987"
"12","RT","Erik Williams*+",25,"2",16,"","Dallas Cowboys / 3rd / 70th pick / 1991"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Tony Tolbert",26,"4",16,"7.5 sacks, 0 interceptions, 0 fumbles recovered","Dallas Cowboys / 4th / 85th pick / 1989"
"15","LDT","Tony Casillas",30,"7",14,"2.0 sacks, 0 interceptions, 1 fumble recovered","Atlanta Falcons / 1st / 2nd pick / 1986"
"16","RDT","Russell Maryland*",24,"2",12,"2.5 sacks, 0 interceptions, 2 fumbles recovered","Dallas Cowboys / 1st / 1st pick / 1991"
"17","RDE","Charles Haley",29,"7",11,"4.0 sacks, 0 interceptions, 1 fumble recovered","San Francisco 49ers / 4th / 96th pick / 1986"
"18","LLB","Dixon Edwards",25,"2",15,"1.5 sacks, 0 interceptions, 1 fumble recovered","Dallas Cowboys / 2nd / 37th pick / 1991"
"19","MLB","Ken Norton*",27,"5",16,"2.0 sacks, 1 interception, 1 fumble recovered","Dallas Cowboys / 2nd / 41st pick / 1988"
"20","RLB","Darrin Smith",23,"Rook",13,"1.0 sacks, 0 interceptions, 1 fumble recovered","Dallas Cowboys / 2nd / 54th pick / 1993"
"21","LCB","Kevin Smith",23,"1",16,"0.0 sacks, 6 interceptions, 1 fumble recovered","Dallas Cowboys / 1st / 17th pick / 1992"
"22","RCB","Larry Brown",24,"2",16,"","Dallas Cowboys / 12th / 320th pick / 1991"
"23","SS","Darren Woodson",24,"1",15,"0.0 sacks, 0 interceptions, 3 fumbles recovered","Dallas Cowboys / 2nd / 37th pick / 1992"
"24","FS","Thomas Everett*",29,"6",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 4th / 94th pick / 1987"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Eddie Murray",37,"13",0,"28 of 33 field goals & 38 of 38 extra points","Detroit Lions / 7th / 166th pick / 1980"
"27","P","John Jett",25,"Rook",0,"56 punts for a 41.8 average, 0 blocked",""
"28","PR","Kevin Williams",22,"Rook",1,"36 punt returns for a 10.6 average and 2 td","Dallas Cowboys / 2nd / 46th pick / 1993"
"29","KR","Kevin Williams",22,"Rook",1,"31 kick returns for a 22.2 average and 0 td","Dallas Cowboys / 2nd / 46th pick / 1993"
