"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Drew Brees*",30,8,15,"363 for 514, 4,388 yards, 34 td, 11 int, & 22 rushes for 33 yards and 2 td","San Diego Chargers / 2nd / 32nd pick / 2001"
"3","WR","Marques Colston",26,3,14,"70 catches for 1,074 yards, 9 td, & 1 rush for 6 yards and 0 td","New Orleans Saints / 7th / 252nd pick / 2006"
"4","WR","Devery Henderson",27,5,11,"51 catches for 804 yards, 2 td, & 4 rushes for 13 yards and 0 td","New Orleans Saints / 2nd / 50th pick / 2004"
"5","TE","Jeremy Shockey",29,7,12,"48 catches for 569 yards, 3 td","New York Giants / 1st / 14th pick / 2002"
"6","LT","Jermon Bushrod",25,2,14,"","New Orleans Saints / 4th / 125th pick / 2007"
"7","LG","Carl Nicks",24,1,16,"","New Orleans Saints / 5th / 164th pick / 2008"
"8","C","Jonathan Goodwin*",31,7,16,"1 fumble recovered","New York Jets / 5th / 154th pick / 2002"
"9","RG","Jahri Evans*+",26,3,16,"","New Orleans Saints / 4th / 108th pick / 2006"
"10","RT","Jon Stinchcomb*",30,6,16,"","New Orleans Saints / 2nd / 37th pick / 2003"
"11","","Defensive Starters",NA,NA,NA,"",""
"12","DE","Charles Grant",31,7,16,"","New Orleans Saints / 1st / 25th pick / 2002"
"13","DE","Will Smith",28,5,16,"","New Orleans Saints / 1st / 18th pick / 2004"
"14","DT","Sedrick Ellis",24,1,10,"","New Orleans Saints / 1st / 7th pick / 2008"
"15","NT","Remi Ayodele",26,2,13,"1.5 sacks, 0 interceptions, 1 fumble recovered",""
"16","MLB","Jonathan Vilma*",27,5,15,"2.0 sacks, 3 interceptions, 0 fumbles recovered","New York Jets / 1st / 12th pick / 2004"
"17","LB","Scott Fujita",30,7,10,"","Kansas City Chiefs / 5th / 143rd pick / 2002"
"18","LB","Scott Shanle",30,6,14,"","St. Louis Rams / 7th / 251st pick / 2003"
"19","LCB","Jabari Greer",27,5,8,"0.0 sacks, 2 interceptions, 0 fumbles recovered",""
"20","RCB","Tracy Porter",23,1,11,"0.0 sacks, 4 interceptions, 0 fumbles recovered","New Orleans Saints / 2nd / 40th pick / 2008"
"21","SS","Roman Harper*",27,3,16,"1.5 sacks, 0 interceptions, 0 fumbles recovered","New Orleans Saints / 2nd / 43rd pick / 2006"
"22","FS","Darren Sharper*+",34,12,14,"0.5 sacks, 9 interceptions, 0 fumbles recovered","Green Bay Packers / 2nd / 60th pick / 1997"
