"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Dan Marino",37,"15",16,"310 for 537, 3,497 yards, 23 td, 15 int, & 21 rushes for -3 yards and 1 td","Miami Dolphins / 1st / 27th pick / 1983"
"3","RB","Karim Abdul-Jabbar",24,"2",15,"270 rushes for 960 yards, 6 td, & 21 catches for 102 yards and 0 td","Miami Dolphins / 3rd / 80th pick / 1996"
"4","FB","Stanley Pritchett",25,"2",12,"6 rushes for 19 yards, 1 td, & 17 catches for 97 yards and 0 td","Miami Dolphins / 4th / 118th pick / 1996"
"5","WR","Oronde Gadsden",27,"Rook",12,"48 catches for 713 yards, 7 td",""
"6","WR","O.J. McDuffie",29,"5",16,"90 catches for 1,050 yards, 7 td, & 3 rushes for 11 yards and 0 td","Miami Dolphins / 1st / 25th pick / 1993"
"7","TE","Troy Drayton",28,"5",15,"30 catches for 334 yards, 3 td","Los Angeles Rams / 2nd / 39th pick / 1993"
"8","LT","Richmond Webb",31,"8",9,"","Miami Dolphins / 1st / 9th pick / 1990"
"9","LG","Mark Dixon",28,"Rook",10,"2 fumbles recovered",""
"10","C","Tim Ruddy",26,"4",16,"","Miami Dolphins / 2nd / 65th pick / 1994"
"11","RG","Kevin Donnalley",30,"7",14,"1 fumble recovered","Houston Oilers / 3rd / 79th pick / 1991"
"12","RT","James Brown",28,"5",16,"","Dallas Cowboys / 3rd / 82nd pick / 1992"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Kenny Mixon",23,"Rook",16,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Miami Dolphins / 2nd / 49th pick / 1998"
"15","LDT","Tim Bowens*",25,"4",16,"","Miami Dolphins / 1st / 20th pick / 1994"
"16","RDT","Daryl Gardener",25,"2",16,"1.0 sacks, 1 interception, 0 fumbles recovered","Miami Dolphins / 1st / 20th pick / 1996"
"17","RDE","Jason Taylor",24,"1",15,"9.0 sacks, 0 interceptions, 0 fumbles recovered","Miami Dolphins / 3rd / 73rd pick / 1997"
"18","LLB","Derrick Rodgers",27,"1",16,"2.5 sacks, 0 interceptions, 0 fumbles recovered","Miami Dolphins / 3rd / 92nd pick / 1997"
"19","MLB","Zach Thomas+",25,"2",16,"2.0 sacks, 3 interceptions, 0 fumbles recovered","Miami Dolphins / 5th / 154th pick / 1996"
"20","RLB","Robert Jones",29,"6",16,"5.0 sacks, 2 interceptions, 0 fumbles recovered","Dallas Cowboys / 1st / 24th pick / 1992"
"21","LCB","Terrell Buckley",27,"6",16,"0.0 sacks, 8 interceptions, 2 fumbles recovered","Green Bay Packers / 1st / 5th pick / 1992"
"22","RCB","Sam Madison",24,"1",16,"1.0 sacks, 8 interceptions, 0 fumbles recovered","Miami Dolphins / 2nd / 44th pick / 1997"
"23","SS","Calvin Jackson",26,"4",15,"1.0 sacks, 0 interceptions, 0 fumbles recovered",""
"24","FS","Brock Marion",28,"5",16,"0.0 sacks, 0 interceptions, 1 fumble recovered","Dallas Cowboys / 7th / 196th pick / 1993"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Olindo Mare",25,"1",0,"22 of 27 field goals & 33 of 34 extra points",""
"27","P","Klaus Wilmsmeyer",31,"6",0,"93 punts for a 42.5 average, 1 blocked","Tampa Bay Buccaneers / 12th / 311th pick / 1992"
"28","PR","Terrell Buckley",27,"6",16,"29 punt returns for a 12.2 average and 0 td","Green Bay Packers / 1st / 5th pick / 1992"
"29","KR","John Avery",22,"Rook",0,"43 kick returns for a 25.2 average and 0 td","Miami Dolphins / 1st / 29th pick / 1998"
