"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Blaine Gabbert",23,"1",10,"162 for 278, 1,662 yards, 9 td, 6 int, & 18 rushes for 56 yards and 0 td","Jacksonville Jaguars / 1st / 10th pick / 2011"
"3","WR","Justin Blackmon",22,"Rook",14,"64 catches for 865 yards, 5 td, & 2 rushes for 23 yards and 0 td","Jacksonville Jaguars / 1st / 5th pick / 2012"
"4","WR","Cecil Shorts",25,"1",9,"55 catches for 979 yards, 7 td, & 1 rush for -4 yards and 0 td","Jacksonville Jaguars / 4th / 114th pick / 2011"
"5","TE","Marcedes Lewis",28,"6",15,"52 catches for 540 yards, 4 td","Jacksonville Jaguars / 1st / 28th pick / 2006"
"6","LT","Eugene Monroe",25,"3",16,"","Jacksonville Jaguars / 1st / 8th pick / 2009"
"7","C","Brad Meester",35,"12",16,"","Jacksonville Jaguars / 2nd / 60th pick / 2000"
"8","RG","Uche Nwaneri",28,"5",15,"","Jacksonville Jaguars / 5th / 149th pick / 2007"
"9","RT","Cameron Bradfield",25,"1",12,"",""
"10","","Defensive Starters",NA,"",NA,"",""
"11","DE","Jeremy Mincey",29,"5",16,"","New England Patriots / 6th / 191st pick / 2006"
"12","DT","Tyson Alualu",25,"2",16,"","Jacksonville Jaguars / 1st / 10th pick / 2010"
"13","DT","C.J. Mosley",29,"7",13,"","Minnesota Vikings / 6th / 191st pick / 2005"
"14","MLB","Paul Posluszny",28,"5",16,"2.0 sacks, 3 interceptions, 0 fumbles recovered","Buffalo Bills / 2nd / 34th pick / 2007"
"15","LB","Russell Allen",26,"3",16,"",""
"16","LCB","Aaron Ross",30,"5",9,"","New York Giants / 1st / 20th pick / 2007"
"17","RCB","Derek Cox",26,"3",12,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Jacksonville Jaguars / 3rd / 73rd pick / 2009"
"18","SS","Dawan Landry",30,"6",16,"0.0 sacks, 1 interception, 0 fumbles recovered","Baltimore Ravens / 5th / 146th pick / 2006"
"19","FS","Dwight Lowery",26,"4",9,"0.0 sacks, 1 interception, 1 fumble recovered","New York Jets / 4th / 113th pick / 2008"
