"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jim Hart",35,"13",13,"194 for 378, 2,218 yards, 9 td, 20 int, & 6 rushes for 11 yards and 0 td",""
"3","RB","Ottis Anderson*+",22,"Rook",16,"331 rushes for 1,605 yards, 8 td, & 41 catches for 308 yards and 2 td","St. Louis Cardinals / 1st / 8th pick / 1979"
"4","FB","Wayne Morris",25,"3",15,"106 rushes for 387 yards, 8 td, & 35 catches for 237 yards and 1 td","St. Louis Cardinals / 5th / 141st pick / 1976"
"5","WR","Mel Gray",31,"8",13,"25 catches for 447 yards, 1 td, & 4 rushes for 41 yards and 0 td","St. Louis Cardinals / 6th / 147th pick / 1971"
"6","WR","Pat Tilley",26,"3",16,"57 catches for 938 yards, 6 td","St. Louis Cardinals / 4th / 114th pick / 1976"
"7","TE","Gary Parris",29,"6",7,"14 catches for 174 yards, 0 td","San Diego Chargers / 15th / 372nd pick / 1973"
"8","LT","Keith Wortman",29,"7",13,"2 fumbles recovered","Green Bay Packers / 10th / 242nd pick / 1972"
"9","LG","Bob Young*+",37,"13",13,"1 fumble recovered","St. Louis Cardinals / 19th / 261st pick / 1964"
"10","C","Tom Banks",31,"8",14,"","St. Louis Cardinals / 8th / 189th pick / 1970"
"11","RG","Terry Stieve",25,"3",14,"","New Orleans Saints / 6th / 160th pick / 1976"
"12","RT","Joe Bostic",22,"Rook",14,"","St. Louis Cardinals / 3rd / 64th pick / 1979"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Bob Pollard",31,"8",16,"","New Orleans Saints / 11th / 262nd pick / 1971"
"15","NT","Charles Davis",28,"5",16,"0 interceptions, 2 fumbles recovered","Pittsburgh Steelers / 9th / 229th pick / 1974"
"16","RDE","Mike Dawson",26,"3",15,"","St. Louis Cardinals / 1st / 22nd pick / 1976"
"17","LOLB","Eric Williams",24,"2",16,"1 interception, 2 fumbles recovered","St. Louis Cardinals / 8th / 216th pick / 1977"
"18","LILB","Steve Neils",28,"5",9,"0 interceptions, 2 fumbles recovered","St. Louis Cardinals / 5th / 111th pick / 1974"
"19","RILB","Kurt Allerman",24,"2",10,"0 interceptions, 2 fumbles recovered","St. Louis Cardinals / 3rd / 78th pick / 1977"
"20","ROLB","Mark Arneson",30,"7",9,"0 interceptions, 2 fumbles recovered","St. Louis Cardinals / 2nd / 32nd pick / 1972"
"21","LCB","Carl Allen",24,"2",12,"5 interceptions, 1 fumble recovered","Cincinnati Bengals / 11th / 299th pick / 1977"
"22","RCB","Roger Wehrli*",32,"10",16,"2 interceptions, 2 fumbles recovered","St. Louis Cardinals / 1st / 19th pick / 1969"
"23","SS","Ken Greene",23,"1",16,"3 interceptions, 0 fumbles recovered","St. Louis Cardinals / 1st / 19th pick / 1978"
"24","FS","Ken Stone",29,"6",16,"6 interceptions, 3 fumbles recovered","Washington Redskins / 10th / 245th pick / 1973"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Steve Little",23,"1",0,"10 of 19 field goals & 24 of 32 extra points","St. Louis Cardinals / 1st / 15th pick / 1978"
"27","P","Steve Little",23,"1",0,"79 punts for a 38.7 average, 2 blocked","St. Louis Cardinals / 1st / 15th pick / 1978"
"28","PR","Willard Harrell",27,"4",0,"32 punt returns for a 6.4 average and 0 td","Green Bay Packers / 3rd / 58th pick / 1975"
"29","KR","Roy Green",22,"Rook",0,"41 kick returns for a 24.5 average and 1 td","St. Louis Cardinals / 4th / 89th pick / 1979"
