"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Mark Brunell",31,"7",15,"289 for 473, 3,309 yards, 19 td, 13 int, & 39 rushes for 224 yards and 1 td","Green Bay Packers / 5th / 118th pick / 1993"
"3","RB","Stacey Mack",26,"2",11,"213 rushes for 877 yards, 9 td, & 23 catches for 165 yards and 1 td",""
"4","WR","Keenan McCardell",31,"9",16,"93 catches for 1,110 yards, 6 td","Washington Redskins / 12th / 326th pick / 1991"
"5","WR","Jimmy Smith*",32,"9",16,"112 catches for 1,373 yards, 8 td, & 1 rush for -3 yards and 0 td","Dallas Cowboys / 2nd / 36th pick / 1992"
"6","TE","Kyle Brady",29,"6",16,"36 catches for 386 yards, 2 td","New York Jets / 1st / 9th pick / 1995"
"7","LT","Todd Fordham",28,"4",12,"",""
"8","LG","Brad Meester",24,"1",16,"1 fumble recovered","Jacksonville Jaguars / 2nd / 60th pick / 2000"
"9","C","Jeff Smith",28,"4",16,"","Kansas City Chiefs / 7th / 241st pick / 1996"
"10","RG","Zach Wiegert",29,"6",16,"","St. Louis Rams / 2nd / 38th pick / 1995"
"11","RT","Maurice Williams",22,"Rook",16,"3 fumbles recovered","Jacksonville Jaguars / 2nd / 43rd pick / 2001"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Tony Brackens",27,"5",12,"","Jacksonville Jaguars / 2nd / 33rd pick / 1996"
"14","DE","Renaldo Wynn",27,"4",16,"","Jacksonville Jaguars / 1st / 21st pick / 1997"
"15","LDT","Gary Walker*",28,"6",16,"7.5 sacks, 0 interceptions, 1 fumble recovered","Houston Oilers / 5th / 159th pick / 1995"
"16","RDT","Seth Payne",26,"4",16,"5.0 sacks, 0 interceptions, 0 fumbles recovered","Jacksonville Jaguars / 4th / 114th pick / 1997"
"17","MLB","Hardy Nickerson",36,"14",14,"0.0 sacks, 3 interceptions, 1 fumble recovered","Pittsburgh Steelers / 5th / 122nd pick / 1987"
"18","LB","Kevin Hardy",28,"5",9,"","Jacksonville Jaguars / 1st / 2nd pick / 1996"
"19","LCB","Fernando Bryant",24,"2",9,"","Jacksonville Jaguars / 1st / 26th pick / 1999"
"20","RCB","Aaron Beasley",28,"5",12,"0.0 sacks, 3 interceptions, 1 fumble recovered","Jacksonville Jaguars / 3rd / 63rd pick / 1996"
"21","SS","Donovin Darius",26,"3",11,"0.0 sacks, 1 interception, 0 fumbles recovered","Jacksonville Jaguars / 1st / 25th pick / 1998"
"22","FS","Marlon McCree",24,"Rook",11,"1.0 sacks, 1 interception, 2 fumbles recovered","Jacksonville Jaguars / 7th / 233rd pick / 2001"
