"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jake Delhomme",33,"9",16,"246 for 414, 3,288 yards, 15 td, 12 int, & 20 rushes for 21 yards and 2 td",""
"3","RB","DeAngelo Williams",25,"2",16,"273 rushes for 1,515 yards, 18 td, & 22 catches for 121 yards and 2 td","Carolina Panthers / 1st / 27th pick / 2006"
"4","FB","Brad Hoover",32,"8",11,"9 rushes for 18 yards, 0 td, & 6 catches for 39 yards and 0 td",""
"5","WR","Muhsin Muhammad",35,"12",15,"65 catches for 923 yards, 5 td","Carolina Panthers / 2nd / 43rd pick / 1996"
"6","WR","Steve Smith*",29,"7",14,"78 catches for 1,421 yards, 6 td, & 5 rushes for 40 yards and 0 td","Carolina Panthers / 3rd / 74th pick / 2001"
"7","TE","Jeff King",25,"2",15,"21 catches for 195 yards, 1 td","Carolina Panthers / 5th / 155th pick / 2006"
"8","LT","Jordan Gross*+",28,"5",15,"","Carolina Panthers / 1st / 8th pick / 2003"
"9","LG","Travelle Wharton",27,"4",14,"1 fumble recovered","Carolina Panthers / 3rd / 94th pick / 2004"
"10","C","Ryan Kalil",23,"1",12,"1 fumble recovered","Carolina Panthers / 2nd / 59th pick / 2007"
"11","RG","Keydrick Vincent",30,"7",14,"",""
"12","RT","Jeff Otah",22,"Rook",12,"","Carolina Panthers / 1st / 19th pick / 2008"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Tyler Brayton",29,"5",16,"","Oakland Raiders / 1st / 32nd pick / 2003"
"15","DE","Julius Peppers*",28,"6",16,"","Carolina Panthers / 1st / 2nd pick / 2002"
"16","LDT","Ma'ake Kemoeatu",29,"6",14,"",""
"17","RDT","Damione Lewis",30,"7",15,"3.5 sacks, 0 interceptions, 1 fumble recovered","St. Louis Rams / 1st / 12th pick / 2001"
"18","MLB","Jon Beason*+",23,"1",16,"0.0 sacks, 3 interceptions, 1 fumble recovered","Carolina Panthers / 1st / 25th pick / 2007"
"19","LB","Thomas Davis",25,"3",16,"","Carolina Panthers / 1st / 14th pick / 2005"
"20","LB","Na'il Diggs",30,"8",16,"","Green Bay Packers / 4th / 98th pick / 2000"
"21","LCB","Chris Gamble",25,"4",16,"0.0 sacks, 3 interceptions, 2 fumbles recovered","Carolina Panthers / 1st / 28th pick / 2004"
"22","RCB","Ken Lucas",29,"7",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Seattle Seahawks / 2nd / 40th pick / 2001"
"23","SS","Chris Harris",26,"3",16,"0.0 sacks, 1 interception, 1 fumble recovered","Chicago Bears / 6th / 181st pick / 2005"
"24","FS","Charles Godfrey",23,"Rook",16,"1.0 sacks, 1 interception, 2 fumbles recovered","Carolina Panthers / 3rd / 67th pick / 2008"
