"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Peyton Manning*",24,2,16,"357 for 571, 4,413 yards, 33 td, 15 int, & 37 rushes for 116 yards and 1 td","Indianapolis Colts / 1st / 1st pick / 1998"
"3","RB","Edgerrin James*",22,1,16,"387 rushes for 1,709 yards, 13 td, & 63 catches for 594 yards and 5 td","Indianapolis Colts / 1st / 4th pick / 1999"
"4","WR","Marvin Harrison*",28,4,16,"102 catches for 1,413 yards, 14 td","Indianapolis Colts / 1st / 19th pick / 1996"
"5","TE","Ken Dilger",29,5,16,"47 catches for 538 yards, 3 td","Indianapolis Colts / 2nd / 48th pick / 1995"
"6","TE","Marcus Pollard",28,5,14,"30 catches for 439 yards, 3 td",""
"7","LT","Tarik Glenn",24,3,16,"","Indianapolis Colts / 1st / 19th pick / 1997"
"8","LG","Steve McKinney",25,2,16,"1 fumble recovered","Indianapolis Colts / 4th / 93rd pick / 1998"
"9","C","Jeff Saturday",25,1,16,"1 fumble recovered",""
"10","RG","Larry Moore",25,2,16,"1 fumble recovered",""
"11","RT","Adam Meadows",26,3,16,"","Indianapolis Colts / 2nd / 48th pick / 1997"
"12","","Defensive Starters",NA,NA,NA,"",""
"13","DE","Chad Bratzke",29,6,16,"","New York Giants / 5th / 155th pick / 1994"
"14","DE","Bernard Holsey",27,4,13,"",""
"15","RDT","Ellis Johnson",27,5,13,"5.0 sacks, 1 interception, 0 fumbles recovered","Indianapolis Colts / 1st / 15th pick / 1995"
"16","MLB","Dwight Hollier",31,8,15,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Miami Dolphins / 4th / 97th pick / 1992"
"17","LB","Cornelius Bennett",35,13,15,"","Indianapolis Colts / 1st / 2nd pick / 1987"
"18","LB","Mike Peterson",24,1,16,"","Indianapolis Colts / 2nd / 36th pick / 1999"
"19","LCB","Jeff Burris",28,6,16,"3.0 sacks, 4 interceptions, 0 fumbles recovered","Buffalo Bills / 1st / 27th pick / 1994"
"20","SS","Chad Cota",29,5,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Carolina Panthers / 7th / 209th pick / 1995"
"21","FS","Jason Belser",30,8,16,"5.0 sacks, 0 interceptions, 1 fumble recovered","Indianapolis Colts / 8th / 197th pick / 1992"
