"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Nick Foles*",24,"1",10,"203 for 317, 2,891 yards, 27 td, 2 int, & 57 rushes for 221 yards and 3 td","Philadelphia Eagles / 3rd / 88th pick / 2012"
"3","RB","LeSean McCoy*+",25,"4",16,"314 rushes for 1,607 yards, 9 td, & 52 catches for 539 yards and 2 td","Philadelphia Eagles / 2nd / 53rd pick / 2009"
"4","WR","Jason Avant",30,"7",13,"38 catches for 447 yards, 2 td","Philadelphia Eagles / 4th / 109th pick / 2006"
"5","WR","Riley Cooper",26,"3",15,"47 catches for 835 yards, 8 td","Philadelphia Eagles / 5th / 159th pick / 2010"
"6","WR","DeSean Jackson*",27,"5",16,"82 catches for 1,332 yards, 9 td, & 3 rushes for 2 yards and 0 td","Philadelphia Eagles / 2nd / 49th pick / 2008"
"7","TE","Brent Celek",28,"6",15,"32 catches for 502 yards, 6 td","Philadelphia Eagles / 5th / 162nd pick / 2007"
"8","LT","Jason Peters*+",31,"9",16,"",""
"9","LG","Evan Mathis*+",32,"8",16,"","Carolina Panthers / 3rd / 79th pick / 2005"
"10","C","Jason Kelce",26,"2",16,"","Philadelphia Eagles / 6th / 191st pick / 2011"
"11","RG","Todd Herremans",31,"8",16,"","Philadelphia Eagles / 4th / 126th pick / 2005"
"12","RT","Lane Johnson",23,"Rook",16,"","Philadelphia Eagles / 1st / 4th pick / 2013"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Fletcher Cox",23,"1",16,"","Philadelphia Eagles / 1st / 12th pick / 2012"
"15","DE","Cedric Thornton",25,"2",16,"",""
"16","NT","Bennie Logan",24,"Rook",8,"2.0 sacks, 0 interceptions, 1 fumble recovered","Philadelphia Eagles / 3rd / 67th pick / 2013"
"17","LOLB","Connor Barwin",27,"4",16,"5.0 sacks, 1 interception, 1 fumble recovered","Houston Texans / 2nd / 46th pick / 2009"
"18","ROLB","Trent Cole",31,"8",16,"8.0 sacks, 0 interceptions, 0 fumbles recovered","Philadelphia Eagles / 5th / 146th pick / 2005"
"19","LB","Mychal Kendricks",23,"1",15,"","Philadelphia Eagles / 2nd / 46th pick / 2012"
"20","LB","DeMeco Ryans",29,"7",16,"","Houston Texans / 2nd / 33rd pick / 2006"
"21","LCB","Bradley Fletcher",27,"4",13,"0.0 sacks, 2 interceptions, 1 fumble recovered","St. Louis Rams / 3rd / 66th pick / 2009"
"22","RCB","Cary Williams",29,"5",16,"1.0 sacks, 3 interceptions, 1 fumble recovered","Tennessee Titans / 7th / 229th pick / 2008"
"23","SS","Nate Allen",26,"3",16,"1.0 sacks, 1 interception, 0 fumbles recovered","Philadelphia Eagles / 2nd / 37th pick / 2010"
"24","FS","Patrick Chung",26,"4",10,"0.0 sacks, 0 interceptions, 1 fumble recovered","New England Patriots / 2nd / 34th pick / 2009"
