"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Carson Wentz",24,"Rook",14,"339 for 540, 3,385 yards, 13 td, 13 int, & 41 rushes for 110 yards and 2 td","Philadelphia Eagles / 1st / 2nd pick / 2016"
"3","WR","Nelson Agholor",23,"1",12,"34 catches for 318 yards, 1 td, & 3 rushes for 10 yards and 0 td","Philadelphia Eagles / 1st / 20th pick / 2015"
"4","WR","Jordan Matthews",24,"2",12,"71 catches for 792 yards, 3 td","Philadelphia Eagles / 2nd / 42nd pick / 2014"
"5","TE","Zach Ertz",26,"3",11,"63 catches for 644 yards, 2 td","Philadelphia Eagles / 2nd / 35th pick / 2013"
"6","T","Jason Peters",34,"12",14,"",""
"7","G","Allen Barbre",32,"9",11,"","Green Bay Packers / 4th / 119th pick / 2007"
"8","G","Brandon Brooks",27,"4",12,"","Houston Texans / 3rd / 76th pick / 2012"
"9","C","Jason Kelce",29,"5",14,"1 fumble recovered","Philadelphia Eagles / 6th / 191st pick / 2011"
"10","","Defensive Starters",NA,"",NA,"",""
"11","DE","Connor Barwin",30,"7",14,"","Houston Texans / 2nd / 46th pick / 2009"
"12","DE","Brandon Graham",28,"6",14,"","Philadelphia Eagles / 1st / 13th pick / 2010"
"13","DT","Fletcher Cox",26,"4",14,"","Philadelphia Eagles / 1st / 12th pick / 2012"
"14","DT","Bennie Logan",27,"3",11,"","Philadelphia Eagles / 3rd / 67th pick / 2013"
"15","LB","Nigel Bradham",27,"4",14,"","Buffalo Bills / 4th / 105th pick / 2012"
"16","LB","Jordan Hicks",24,"1",14,"","Philadelphia Eagles / 3rd / 84th pick / 2015"
"17","CB","Nolan Carroll",29,"6",14,"0.0 sacks, 1 interception, 0 fumbles recovered","Miami Dolphins / 5th / 145th pick / 2010"
"18","CB","Leodis McKelvin",31,"8",10,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Buffalo Bills / 1st / 11th pick / 2008"
"19","S","Malcolm Jenkins",29,"7",14,"1.0 sacks, 1 interception, 1 fumble recovered","New Orleans Saints / 1st / 14th pick / 2009"
"20","S","Rodney McLeod",26,"4",14,"1.0 sacks, 3 interceptions, 0 fumbles recovered",""
