"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Sam Bradford",29,6,13,"336 for 469, 3,245 yards, 14 td, 4 int, & 17 rushes for 24 yards and 0 td","St. Louis Rams / 1st / 1st pick / 2010"
"3","WR","Stefon Diggs",23,1,10,"80 catches for 874 yards, 2 td, & 3 rushes for 10 yards and 0 td","Minnesota Vikings / 5th / 146th pick / 2015"
"4","TE","Kyle Rudolph",27,5,14,"66 catches for 670 yards, 6 td","Minnesota Vikings / 2nd / 43rd pick / 2011"
"5","OL","T.J. Clemmings",25,1,12,"","Minnesota Vikings / 4th / 110th pick / 2015"
"6","G","Joe Berger",34,11,12,"","Carolina Panthers / 6th / 207th pick / 2005"
"7","G","Alex Boone",29,6,13,"",""
"8","G","Brandon Fusco",28,5,13,"","Minnesota Vikings / 6th / 172nd pick / 2011"
"9","","Defensive Starters",NA,NA,NA,"",""
"10","DE","Everson Griffen",29,6,14,"","Minnesota Vikings / 4th / 100th pick / 2010"
"11","DE","Brian Robison",33,9,14,"","Minnesota Vikings / 4th / 102nd pick / 2007"
"12","DT","Linval Joseph",28,6,14,"","New York Giants / 2nd / 46th pick / 2010"
"13","DT","Shamar Stephen",25,2,14,"","Minnesota Vikings / 7th / 220th pick / 2014"
"14","LB","Anthony Barr",24,2,14,"","Minnesota Vikings / 1st / 9th pick / 2014"
"15","LB","Eric Kendricks",24,1,12,"","Minnesota Vikings / 2nd / 45th pick / 2015"
"16","CB","Xavier Rhodes",26,3,12,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Minnesota Vikings / 1st / 25th pick / 2013"
"17","S","Andrew Sendejo",29,6,13,"0.5 sacks, 2 interceptions, 2 fumbles recovered",""
"18","S","Harrison Smith",27,4,12,"2.0 sacks, 0 interceptions, 2 fumbles recovered","Minnesota Vikings / 1st / 29th pick / 2012"
