"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Josh Freeman",23,"2",15,"346 for 551, 3,592 yards, 16 td, 22 int, & 55 rushes for 238 yards and 4 td","Tampa Bay Buccaneers / 1st / 17th pick / 2009"
"3","RB","LeGarrette Blount",25,"1",14,"184 rushes for 781 yards, 5 td, & 15 catches for 148 yards and 0 td",""
"4","WR","Arrelious Benn",23,"1",14,"30 catches for 441 yards, 3 td, & 6 rushes for -7 yards and 0 td","Tampa Bay Buccaneers / 2nd / 39th pick / 2010"
"5","WR","Mike Williams",24,"1",15,"65 catches for 771 yards, 3 td, & 1 rush for 3 yards and 0 td","Tampa Bay Buccaneers / 4th / 101st pick / 2010"
"6","TE","Luke Stocker",23,"Rook",9,"12 catches for 92 yards, 0 td","Tampa Bay Buccaneers / 4th / 104th pick / 2011"
"7","TE","Kellen Winslow",28,"7",15,"75 catches for 763 yards, 2 td","Cleveland Browns / 1st / 6th pick / 2004"
"8","LT","Donald Penn",28,"4",16,"",""
"9","LG","Jeremy Zuttah",25,"3",14,"1 fumble recovered","Tampa Bay Buccaneers / 3rd / 83rd pick / 2008"
"10","C","Jeff Faine",30,"8",15,"","Cleveland Browns / 1st / 21st pick / 2003"
"11","RG","Davin Joseph*",28,"5",16,"","Tampa Bay Buccaneers / 1st / 23rd pick / 2006"
"12","RT","Jeremy Trueblood",28,"5",15,"","Tampa Bay Buccaneers / 2nd / 59th pick / 2006"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Michael Bennett",26,"2",10,"",""
"15","DE","Adrian Clayborn",23,"Rook",16,"","Tampa Bay Buccaneers / 1st / 20th pick / 2011"
"16","DT","Brian Price",22,"1",14,"","Tampa Bay Buccaneers / 2nd / 35th pick / 2010"
"17","MLB","Mason Foster",22,"Rook",15,"2.0 sacks, 1 interception, 1 fumble recovered","Tampa Bay Buccaneers / 3rd / 84th pick / 2011"
"18","LB","Quincy Black",27,"4",12,"","Tampa Bay Buccaneers / 3rd / 68th pick / 2007"
"19","LB","Geno Hayes",24,"3",13,"","Tampa Bay Buccaneers / 6th / 175th pick / 2008"
"20","LCB","Aqib Talib",25,"3",13,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Tampa Bay Buccaneers / 1st / 20th pick / 2008"
"21","RCB","Ronde Barber",36,"14",16,"1.0 sacks, 3 interceptions, 1 fumble recovered","Tampa Bay Buccaneers / 3rd / 66th pick / 1997"
"22","SS","Sean Jones",29,"6",16,"1.0 sacks, 0 interceptions, 2 fumbles recovered","Cleveland Browns / 2nd / 59th pick / 2004"
"23","FS","Tanard Jackson",26,"4",10,"0.0 sacks, 2 interceptions, 1 fumble recovered","Tampa Bay Buccaneers / 4th / 106th pick / 2007"
