"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Gary Danielson",29,"4",16,"244 for 417, 3,223 yards, 13 td, 11 int, & 48 rushes for 232 yards and 2 td",""
"3","RB","Billy Sims*",25,"Rook",16,"313 rushes for 1,303 yards, 13 td, & 51 catches for 621 yards and 3 td","Detroit Lions / 1st / 1st pick / 1980"
"4","FB","Dexter Bussey",28,"6",16,"145 rushes for 720 yards, 3 td, & 39 catches for 364 yards and 0 td","Detroit Lions / 3rd / 65th pick / 1974"
"5","WR","Freddie Scott",28,"6",16,"53 catches for 834 yards, 4 td, & 5 rushes for 86 yards and 1 td","Baltimore Colts / 7th / 174th pick / 1974"
"6","WR","Leonard Thompson",28,"5",12,"19 catches for 511 yards, 3 td, & 6 rushes for 61 yards and 0 td","Detroit Lions / 8th / 194th pick / 1975"
"7","TE","David Hill",26,"4",16,"39 catches for 424 yards, 1 td","Detroit Lions / 2nd / 46th pick / 1976"
"8","LT","Karl Baldischwiler",24,"2",16,"","Miami Dolphins / 7th / 178th pick / 1978"
"9","LG","Homer Elias",25,"2",13,"","Detroit Lions / 4th / 107th pick / 1978"
"10","C","Amos Fowler",24,"2",12,"1 fumble recovered","Detroit Lions / 5th / 121st pick / 1978"
"11","RG","Russ Bolinger",26,"4",15,"1 fumble recovered","Detroit Lions / 3rd / 68th pick / 1976"
"12","RT","Keith Dorney",23,"1",8,"","Detroit Lions / 1st / 10th pick / 1979"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Dave Pureifory",31,"8",16,"","Green Bay Packers / 6th / 142nd pick / 1972"
"15","LDT","William Gay",25,"2",9,"","Denver Broncos / 2nd / 55th pick / 1978"
"16","RDT","John Mendenhall",32,"8",12,"","New York Giants / 3rd / 55th pick / 1972"
"17","RDE","Al Baker*",24,"2",15,"1 interception, 1 fumble recovered","Detroit Lions / 2nd / 40th pick / 1978"
"18","LLB","Charlie Weaver",31,"9",16,"1 interception, 2 fumbles recovered","Detroit Lions / 2nd / 48th pick / 1971"
"19","MLB","Ken Fantetti",23,"1",16,"1 interception, 0 fumbles recovered","Detroit Lions / 2nd / 37th pick / 1979"
"20","RLB","Stan White",31,"8",16,"2 interceptions, 1 fumble recovered","Baltimore Colts / 17th / 438th pick / 1972"
"21","LCB","Wayne Smith",23,"Rook",8,"1 interception, 2 fumbles recovered","Detroit Lions / 11th / 278th pick / 1980"
"22","RCB","James Hunter",26,"4",16,"6 interceptions, 0 fumbles recovered","Detroit Lions / 1st / 10th pick / 1976"
"23","SS","Jimmy Allen",28,"6",15,"6 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 4th / 100th pick / 1974"
"24","FS","Ray Oldham",29,"7",12,"3 interceptions, 2 fumbles recovered","Baltimore Colts / 8th / 189th pick / 1973"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Eddie Murray*+",24,"Rook",0,"27 of 42 field goals & 35 of 36 extra points","Detroit Lions / 7th / 166th pick / 1980"
"27","P","Tom Skladany",25,"2",0,"72 punts for a 42.2 average, 1 blocked","Cleveland Browns / 2nd / 46th pick / 1977"
"28","PR","John Arnold",25,"1",0,"28 punt returns for a 7.3 average and 0 td",""
"29","KR","Rick Kane",26,"3",0,"23 kick returns for a 21.5 average and 0 td","Detroit Lions / 3rd / 69th pick / 1977"
