"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Drew Bledsoe",32,"11",16,"256 for 450, 2,932 yards, 20 td, 16 int, & 22 rushes for 37 yards and 0 td","New England Patriots / 1st / 1st pick / 1993"
"3","RB","Willis McGahee",23,"Rook",11,"284 rushes for 1,128 yards, 13 td, & 22 catches for 169 yards and 0 td","Buffalo Bills / 1st / 23rd pick / 2003"
"4","FB","Daimon Shelton",32,"7",12,"0 rushes for 0 yards, 0 td, & 17 catches for 114 yards and 0 td","Jacksonville Jaguars / 6th / 184th pick / 1997"
"5","WR","Lee Evans",23,"Rook",11,"48 catches for 843 yards, 9 td, & 5 rushes for 85 yards and 0 td","Buffalo Bills / 1st / 13th pick / 2004"
"6","WR","Eric Moulds",31,"8",16,"88 catches for 1,043 yards, 5 td, & 5 rushes for 19 yards and 0 td","Buffalo Bills / 1st / 24th pick / 1996"
"7","TE","Mark Campbell",29,"5",12,"17 catches for 203 yards, 5 td",""
"8","LT","Jonas Jennings",27,"3",14,"","Buffalo Bills / 3rd / 95th pick / 2001"
"9","LG","Lawrence Smith",25,"Rook",8,"",""
"10","LG","Ross Tucker",25,"3",12,"",""
"11","C","Trey Teague",30,"5",12,"1 fumble recovered","Denver Broncos / 7th / 200th pick / 1998"
"12","RG","Chris Villarrial",31,"8",16,"1 fumble recovered","Chicago Bears / 5th / 152nd pick / 1996"
"13","RT","Mike Williams",24,"2",15,"","Buffalo Bills / 1st / 4th pick / 2002"
"14","","Defensive Starters",NA,"",NA,"",""
"15","DE","Chris Kelsay",25,"1",10,"","Buffalo Bills / 2nd / 48th pick / 2003"
"16","DE","Aaron Schobel",27,"3",16,"","Buffalo Bills / 2nd / 46th pick / 2001"
"17","LDT","Sam Adams*",31,"10",16,"5.0 sacks, 1 interception, 0 fumbles recovered","Seattle Seahawks / 1st / 8th pick / 1994"
"18","RDT","Pat Williams",32,"7",15,"2.5 sacks, 1 interception, 1 fumble recovered",""
"19","MLB","London Fletcher",29,"6",16,"3.5 sacks, 0 interceptions, 1 fumble recovered",""
"20","LB","Jeff Posey",29,"6",15,"",""
"21","LB","Takeo Spikes*+",28,"6",16,"","Cincinnati Bengals / 1st / 13th pick / 1998"
"22","LCB","Terrence McGee*",24,"1",13,"2.0 sacks, 3 interceptions, 1 fumble recovered","Buffalo Bills / 4th / 111th pick / 2003"
"23","RCB","Nate Clements*",25,"3",16,"0.5 sacks, 6 interceptions, 2 fumbles recovered","Buffalo Bills / 1st / 21st pick / 2001"
"24","SS","Lawyer Milloy",31,"8",11,"4.0 sacks, 2 interceptions, 0 fumbles recovered","New England Patriots / 2nd / 36th pick / 1996"
"25","FS","Izell Reese",30,"6",9,"0.0 sacks, 1 interception, 0 fumbles recovered","Dallas Cowboys / 6th / 188th pick / 1998"
