"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Ben Roethlisberger",23,"1",12,"168 for 268, 2,385 yards, 17 td, 9 int, & 31 rushes for 69 yards and 3 td","Pittsburgh Steelers / 1st / 11th pick / 2004"
"3","RB","Willie Parker",25,"1",15,"255 rushes for 1,202 yards, 4 td, & 18 catches for 218 yards and 1 td",""
"4","FB","Dan Kreider",28,"5",8,"3 rushes for 21 yards, 0 td, & 7 catches for 43 yards and 0 td",""
"5","FL","Hines Ward",29,"7",15,"69 catches for 975 yards, 11 td, & 3 rushes for 10 yards and 0 td","Pittsburgh Steelers / 3rd / 92nd pick / 1998"
"6","SE","Antwaan Randle El",26,"3",15,"35 catches for 558 yards, 1 td, & 12 rushes for 73 yards and 0 td","Pittsburgh Steelers / 2nd / 62nd pick / 2002"
"7","TE","Heath Miller",23,"Rook",15,"39 catches for 459 yards, 6 td","Pittsburgh Steelers / 1st / 30th pick / 2005"
"8","TE","Jerame Tuman",29,"6",9,"3 catches for 57 yards, 0 td","Pittsburgh Steelers / 5th / 136th pick / 1999"
"9","LT","Marvel Smith",27,"5",12,"","Pittsburgh Steelers / 2nd / 38th pick / 2000"
"10","LG","Alan Faneca*+",29,"7",16,"2 fumbles recovered","Pittsburgh Steelers / 1st / 26th pick / 1998"
"11","C","Jeff Hartings*",33,"9",16,"","Detroit Lions / 1st / 23rd pick / 1996"
"12","RG","Kendall Simmons",26,"3",16,"","Pittsburgh Steelers / 1st / 30th pick / 2002"
"13","RT","Max Starks",23,"1",16,"","Pittsburgh Steelers / 3rd / 75th pick / 2004"
"14","","Defensive Starters",NA,"",NA,"",""
"15","DE","Aaron Smith",29,"6",16,"","Pittsburgh Steelers / 4th / 109th pick / 1999"
"16","DE","Kimo von Oelhoffen",34,"11",16,"","Cincinnati Bengals / 6th / 162nd pick / 1994"
"17","NT","Casey Hampton*",28,"4",15,"","Pittsburgh Steelers / 1st / 19th pick / 2001"
"18","LOLB","Clark Haggans",28,"5",13,"9.0 sacks, 0 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 5th / 137th pick / 2000"
"19","LILB","James Farrior",30,"8",14,"2.0 sacks, 0 interceptions, 1 fumble recovered","New York Jets / 1st / 8th pick / 1997"
"20","RILB","Larry Foote",25,"3",16,"3.0 sacks, 0 interceptions, 1 fumble recovered","Pittsburgh Steelers / 4th / 128th pick / 2002"
"21","ROLB","Joey Porter*",28,"6",16,"10.5 sacks, 2 interceptions, 1 fumble recovered","Pittsburgh Steelers / 3rd / 73rd pick / 1999"
"22","LCB","Ike Taylor",25,"2",15,"0.0 sacks, 1 interception, 2 fumbles recovered","Pittsburgh Steelers / 4th / 125th pick / 2003"
"23","RCB","Deshea Townsend",30,"7",15,"3.0 sacks, 2 interceptions, 1 fumble recovered","Pittsburgh Steelers / 4th / 117th pick / 1998"
"24","SS","Troy Polamalu*+",24,"2",16,"3.0 sacks, 2 interceptions, 2 fumbles recovered","Pittsburgh Steelers / 1st / 16th pick / 2003"
"25","FS","Chris Hope",25,"3",16,"0.0 sacks, 3 interceptions, 1 fumble recovered","Pittsburgh Steelers / 3rd / 94th pick / 2002"
