"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Brady Quinn",25,"2",9,"136 for 256, 1,339 yards, 8 td, 7 int, & 20 rushes for 98 yards and 1 td","Cleveland Browns / 1st / 22nd pick / 2007"
"3","RB","Jamal Lewis",30,"9",8,"143 rushes for 500 yards, 0 td, & 8 catches for 88 yards and 0 td","Baltimore Ravens / 1st / 5th pick / 2000"
"4","FB","Lawrence Vickers",26,"3",9,"0 rushes for 0 yards, 0 td, & 8 catches for 27 yards and 1 td","Cleveland Browns / 6th / 180th pick / 2006"
"5","WR","Josh Cribbs*+",26,"4",12,"20 catches for 135 yards, 1 td, & 55 rushes for 381 yards and 1 td",""
"6","WR","Mohamed Massaquoi",23,"Rook",11,"34 catches for 624 yards, 3 td, & 1 rush for -3 yards and 0 td","Cleveland Browns / 2nd / 50th pick / 2009"
"7","TE","Robert Royal",30,"6",11,"11 catches for 134 yards, 1 td","Washington Redskins / 5th / 160th pick / 2002"
"8","LT","Joe Thomas*+",25,"2",16,"","Cleveland Browns / 1st / 3rd pick / 2007"
"9","LG","Eric Steinbach",29,"6",16,"","Cincinnati Bengals / 2nd / 33rd pick / 2003"
"10","C","Alex Mack",24,"Rook",16,"","Cleveland Browns / 1st / 21st pick / 2009"
"11","RT","John St. Clair",32,"7",14,"1 fumble recovered","St. Louis Rams / 3rd / 94th pick / 2000"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Kenyon Coleman",30,"7",13,"","Oakland Raiders / 5th / 147th pick / 2002"
"14","DE","Robaire Smith",32,"9",15,"","Tennessee Titans / 6th / 197th pick / 2000"
"15","NT","Shaun Rogers",30,"8",11,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Detroit Lions / 2nd / 61st pick / 2001"
"16","LB","David Bowens",32,"10",15,"","Denver Broncos / 5th / 158th pick / 1999"
"17","LB","Jason Trusnik",25,"2",10,"",""
"18","LB","Kamerion Wimbley",26,"3",15,"","Cleveland Browns / 1st / 13th pick / 2006"
"19","LCB","Eric Wright",24,"2",16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Cleveland Browns / 2nd / 53rd pick / 2007"
"20","RCB","Brandon McDonald",24,"2",10,"1.0 sacks, 1 interception, 0 fumbles recovered","Cleveland Browns / 5th / 140th pick / 2007"
"21","S","Abram Elam",28,"3",16,"1.0 sacks, 0 interceptions, 1 fumble recovered",""
"22","S","Brodney Pool",25,"4",10,"1.0 sacks, 4 interceptions, 0 fumbles recovered","Cleveland Browns / 2nd / 34th pick / 2005"
