"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Steve Grogan",36,"14",6,"133 for 261, 1,697 yards, 9 td, 14 int, & 9 rushes for 19 yards and 0 td","New England Patriots / 5th / 116th pick / 1975"
"3","RB","John Stephens",23,"1",12,"244 rushes for 833 yards, 7 td, & 21 catches for 207 yards and 0 td","New England Patriots / 1st / 17th pick / 1988"
"4","FB","Bob Perryman",25,"2",14,"150 rushes for 562 yards, 2 td, & 29 catches for 195 yards and 0 td","New England Patriots / 3rd / 79th pick / 1987"
"5","WR","Cedric Jones",29,"7",12,"48 catches for 670 yards, 6 td, & 1 rush for 3 yards and 0 td","New England Patriots / 3rd / 56th pick / 1982"
"6","WR","Stanley Morgan",34,"12",10,"28 catches for 486 yards, 3 td","New England Patriots / 1st / 25th pick / 1977"
"7","TE","Lin Dawson",30,"8",13,"12 catches for 101 yards, 0 td","New England Patriots / 8th / 212th pick / 1981"
"8","LT","Danny Villa",25,"2",15,"","New England Patriots / 5th / 113th pick / 1987"
"9","LG","Sean Farrell",29,"7",14,"","Tampa Bay Buccaneers / 1st / 17th pick / 1982"
"10","C","Mike Baab",30,"7",16,"1 fumble recovered","Cleveland Browns / 5th / 115th pick / 1982"
"11","RG","Paul Fairchild",28,"5",14,"","New England Patriots / 5th / 124th pick / 1984"
"12","RT","Bruce Armstrong",24,"2",16,"","New England Patriots / 1st / 23rd pick / 1987"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Kenneth Sims",30,"7",15,"3.0 sacks, 0 interceptions, 0 fumbles recovered","New England Patriots / 1st / 1st pick / 1982"
"15","NT","Tim Goad",23,"1",16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","New England Patriots / 4th / 87th pick / 1988"
"16","RDE","Brent Williams",25,"3",16,"8.0 sacks, 0 interceptions, 2 fumbles recovered","New England Patriots / 7th / 192nd pick / 1986"
"17","LOLB","Johnny Rembert*",28,"6",16,"2.5 sacks, 1 interception, 1 fumble recovered","New England Patriots / 4th / 101st pick / 1983"
"18","LILB","Ed Reynolds",28,"6",16,"0.0 sacks, 0 interceptions, 1 fumble recovered",""
"19","RILB","Vincent Brown",24,"1",10,"4.0 sacks, 1 interception, 2 fumbles recovered","New England Patriots / 2nd / 43rd pick / 1988"
"20","ROLB","Larry McGrew",32,"9",16,"4.5 sacks, 1 interception, 1 fumble recovered","New England Patriots / 2nd / 45th pick / 1980"
"21","LCB","Maurice Hurst",22,"Rook",14,"0.0 sacks, 5 interceptions, 0 fumbles recovered","New England Patriots / 4th / 96th pick / 1989"
"22","RCB","Raymond Clayborn",34,"12",14,"0.0 sacks, 1 interception, 0 fumbles recovered","New England Patriots / 1st / 16th pick / 1977"
"23","SS","Roland James",31,"9",14,"0.0 sacks, 2 interceptions, 1 fumble recovered","New England Patriots / 1st / 14th pick / 1980"
"24","FS","Fred Marion",30,"7",16,"0.0 sacks, 2 interceptions, 1 fumble recovered","New England Patriots / 5th / 112th pick / 1982"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Greg Davis",24,"2",0,"16 of 23 field goals & 13 of 16 extra points","Tampa Bay Buccaneers / 9th / 246th pick / 1987"
"27","P","Jeff Feagles",23,"1",0,"63 punts for a 38.0 average, 1 blocked",""
"28","PR","Sammy Martin",24,"1",1,"19 punt returns for a 8.6 average and 0 td","New England Patriots / 4th / 97th pick / 1988"
"29","KR","Sammy Martin",24,"1",1,"24 kick returns for a 24.3 average and 0 td","New England Patriots / 4th / 97th pick / 1988"
