"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Phil Simms",34,"10",15,"228 for 405, 3,061 yards, 14 td, 14 int, & 32 rushes for 141 yards and 1 td","New York Giants / 1st / 7th pick / 1979"
"3","RB","Ottis Anderson",32,"10",16,"325 rushes for 1,023 yards, 14 td, & 28 catches for 268 yards and 0 td","St. Louis Cardinals / 1st / 8th pick / 1979"
"4","FB","Maurice Carthon",28,"4",10,"57 rushes for 153 yards, 0 td, & 15 catches for 132 yards and 0 td",""
"5","WR","Lionel Manuel",27,"5",12,"33 catches for 539 yards, 1 td","New York Giants / 7th / 171st pick / 1984"
"6","WR","Odessa Turner",25,"2",10,"38 catches for 467 yards, 4 td, & 2 rushes for 11 yards and 0 td","New York Giants / 4th / 112th pick / 1987"
"7","TE","Zeke Mowatt",28,"6",11,"27 catches for 288 yards, 0 td",""
"8","LT","Jumbo Elliott",24,"1",11,"","New York Giants / 2nd / 36th pick / 1988"
"9","LG","William Roberts",27,"5",16,"","New York Giants / 1st / 27th pick / 1984"
"10","C","Bart Oates",31,"4",16,"",""
"11","RG","Eric Moore",24,"1",13,"3 fumbles recovered","New York Giants / 1st / 10th pick / 1988"
"12","RT","Doug Riesenberg",24,"2",16,"2 fumbles recovered","New York Giants / 6th / 168th pick / 1987"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","John Washington",26,"3",14,"0.0 sacks, 0 interceptions, 2 fumbles recovered","New York Giants / 3rd / 73rd pick / 1986"
"15","NT","Erik Howard",25,"3",16,"5.5 sacks, 0 interceptions, 1 fumble recovered","New York Giants / 2nd / 46th pick / 1986"
"16","RDE","Leonard Marshall",28,"6",16,"9.5 sacks, 0 interceptions, 0 fumbles recovered","New York Giants / 2nd / 37th pick / 1983"
"17","LOLB","Carl Banks",27,"5",16,"4.0 sacks, 1 interception, 0 fumbles recovered","New York Giants / 1st / 3rd pick / 1984"
"18","LILB","Gary Reasons",27,"5",12,"1.0 sacks, 1 interception, 0 fumbles recovered","New York Giants / 4th / 105th pick / 1984"
"19","RILB","Johnie Cooks",31,"7",13,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Baltimore Colts / 1st / 2nd pick / 1982"
"20","ROLB","Lawrence Taylor*+",30,"8",15,"15.0 sacks, 0 interceptions, 0 fumbles recovered","New York Giants / 1st / 2nd pick / 1981"
"21","LCB","Mark Collins",25,"3",16,"1.0 sacks, 2 interceptions, 2 fumbles recovered","New York Giants / 2nd / 44th pick / 1986"
"22","RCB","Perry Williams",28,"5",16,"0.0 sacks, 3 interceptions, 0 fumbles recovered","New York Giants / 7th / 178th pick / 1983"
"23","SS","Myron Guyton",22,"Rook",15,"0.0 sacks, 2 interceptions, 3 fumbles recovered","New York Giants / 8th / 218th pick / 1989"
"24","FS","Terry Kinard",30,"6",16,"0.0 sacks, 5 interceptions, 1 fumble recovered","New York Giants / 1st / 10th pick / 1983"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Raul Allegre",30,"6",0,"20 of 26 field goals & 23 of 24 extra points",""
"27","P","Sean Landeta+",27,"4",0,"70 punts for a 43.1 average, 0 blocked",""
"28","PR","Dave Meggett*",23,"Rook",2,"46 punt returns for a 12.7 average and 1 td","New York Giants / 5th / 132nd pick / 1989"
"29","KR","Dave Meggett*",23,"Rook",2,"27 kick returns for a 21.4 average and 0 td","New York Giants / 5th / 132nd pick / 1989"
