"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Drew Brees*",33,11,16,"422 for 670, 5,177 yards, 43 td, 19 int, & 15 rushes for 5 yards and 1 td","San Diego Chargers / 2nd / 32nd pick / 2001"
"3","WR","Marques Colston",29,6,13,"83 catches for 1,154 yards, 10 td","New Orleans Saints / 7th / 252nd pick / 2006"
"4","WR","Devery Henderson",30,8,9,"22 catches for 316 yards, 1 td, & 1 rush for 13 yards and 0 td","New Orleans Saints / 2nd / 50th pick / 2004"
"5","TE","Jimmy Graham",26,2,9,"85 catches for 982 yards, 9 td","New Orleans Saints / 3rd / 95th pick / 2010"
"6","LT","Jermon Bushrod*",28,5,16,"","New Orleans Saints / 4th / 125th pick / 2007"
"7","LG","Ben Grubbs",28,5,16,"","Baltimore Ravens / 1st / 29th pick / 2007"
"8","C","Brian De La Puente",27,1,16,"",""
"9","RG","Jahri Evans*+",29,6,16,"","New Orleans Saints / 4th / 108th pick / 2006"
"10","RT","Zach Strief",29,6,12,"","New Orleans Saints / 7th / 210th pick / 2006"
"11","","Defensive Starters",NA,NA,NA,"",""
"12","DE","Cameron Jordan",23,1,16,"","New Orleans Saints / 1st / 24th pick / 2011"
"13","DE","Will Smith",31,8,16,"","New Orleans Saints / 1st / 18th pick / 2004"
"14","DT","Brodrick Bunkley",29,6,15,"","Philadelphia Eagles / 1st / 14th pick / 2006"
"15","DT","Sedrick Ellis",27,4,16,"","New Orleans Saints / 1st / 7th pick / 2008"
"16","MLB","Curtis Lofton",26,4,16,"1.0 sacks, 0 interceptions, 2 fumbles recovered","Atlanta Falcons / 2nd / 37th pick / 2008"
"17","LB","David Hawthorne",27,4,10,"",""
"18","LB","Jonathan Vilma",30,8,10,"","New York Jets / 1st / 12th pick / 2004"
"19","LCB","Jabari Greer",30,8,13,"0.0 sacks, 3 interceptions, 0 fumbles recovered",""
"20","RCB","Patrick Robinson",25,2,16,"1.0 sacks, 3 interceptions, 0 fumbles recovered","New Orleans Saints / 1st / 32nd pick / 2010"
"21","SS","Roman Harper",30,6,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","New Orleans Saints / 2nd / 43rd pick / 2006"
"22","FS","Malcolm Jenkins",25,3,13,"0.0 sacks, 1 interception, 1 fumble recovered","New Orleans Saints / 1st / 14th pick / 2009"
