"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Donovan McNabb",29,"6",9,"211 for 357, 2,507 yards, 16 td, 9 int, & 25 rushes for 55 yards and 1 td","Philadelphia Eagles / 1st / 2nd pick / 1999"
"3","RB","Brian Westbrook",26,"3",12,"156 rushes for 617 yards, 3 td, & 61 catches for 616 yards and 4 td","Philadelphia Eagles / 3rd / 91st pick / 2002"
"4","FB","Josh Parry",27,"1",11,"0 rushes for 0 yards, 0 td, & 13 catches for 89 yards and 0 td",""
"5","WR","Reggie Brown",24,"Rook",11,"43 catches for 571 yards, 4 td, & 1 rush for 5 yards and 0 td","Philadelphia Eagles / 2nd / 35th pick / 2005"
"6","WR","Greg Lewis",25,"2",16,"48 catches for 561 yards, 1 td, & 2 rushes for 13 yards and 0 td",""
"7","TE","L.J. Smith",25,"2",16,"61 catches for 682 yards, 3 td","Philadelphia Eagles / 2nd / 61st pick / 2003"
"8","LT","Tra Thomas",31,"7",10,"","Philadelphia Eagles / 1st / 11th pick / 1998"
"9","LG","Artis Hicks",27,"2",14,"",""
"10","C","Hank Fraley",28,"4",8,"",""
"11","C","Jamaal Jackson",25,"Rook",8,"",""
"12","RG","Shawn Andrews",23,"1",16,"","Philadelphia Eagles / 1st / 16th pick / 2004"
"13","RT","Jon Runyan",32,"9",16,"2 fumbles recovered","Houston Oilers / 4th / 109th pick / 1996"
"14","","Defensive Starters",NA,"",NA,"",""
"15","DE","N.D. Kalu",30,"8",8,"","Philadelphia Eagles / 5th / 152nd pick / 1997"
"16","DE","Jevon Kearse",29,"6",15,"","Tennessee Titans / 1st / 16th pick / 1999"
"17","LDT","Hollis Thomas",31,"9",12,"",""
"18","RDT","Darwin Walker",28,"5",12,"2.5 sacks, 0 interceptions, 2 fumbles recovered","Arizona Cardinals / 3rd / 71st pick / 2000"
"19","MLB","Jeremiah Trotter*",28,"7",15,"1.0 sacks, 1 interception, 0 fumbles recovered","Philadelphia Eagles / 3rd / 72nd pick / 1998"
"20","LB","Keith Adams",26,"4",16,"","Tennessee Titans / 7th / 232nd pick / 2001"
"21","LB","Dhani Jones",27,"4",16,"","New York Giants / 6th / 177th pick / 2000"
"22","LCB","Lito Sheppard",24,"3",10,"1.0 sacks, 3 interceptions, 0 fumbles recovered","Philadelphia Eagles / 1st / 26th pick / 2002"
"23","RCB","Sheldon Brown",26,"3",16,"1.0 sacks, 4 interceptions, 1 fumble recovered","Philadelphia Eagles / 2nd / 59th pick / 2002"
"24","SS","Michael Lewis",25,"3",16,"1.0 sacks, 2 interceptions, 1 fumble recovered","Philadelphia Eagles / 2nd / 58th pick / 2002"
"25","FS","Brian Dawkins*",32,"9",16,"3.5 sacks, 3 interceptions, 1 fumble recovered","Philadelphia Eagles / 2nd / 61st pick / 1996"
