"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jay Cutler",32,"9",15,"311 for 483, 3,659 yards, 21 td, 11 int, & 38 rushes for 201 yards and 1 td","Denver Broncos / 1st / 11th pick / 2006"
"3","RB","Matt Forte",30,"7",13,"218 rushes for 898 yards, 4 td, & 44 catches for 389 yards and 3 td","Chicago Bears / 2nd / 44th pick / 2008"
"4","WR","Alshon Jeffery",25,"3",8,"54 catches for 807 yards, 4 td","Chicago Bears / 2nd / 45th pick / 2012"
"5","WR","Eddie Royal",29,"7",9,"37 catches for 238 yards, 1 td, & 1 rush for -1 yards and 0 td","Denver Broncos / 2nd / 42nd pick / 2008"
"6","TE","Martellus Bennett",28,"7",11,"53 catches for 439 yards, 3 td","Dallas Cowboys / 2nd / 61st pick / 2008"
"7","TE","Zach Miller",31,"6",14,"34 catches for 439 yards, 5 td","Jacksonville Jaguars / 6th / 180th pick / 2009"
"8","LT","Charles Leno",24,"1",13,"","Chicago Bears / 7th / 246th pick / 2014"
"9","LG","Matt Slauson",29,"6",16,"","New York Jets / 6th / 193rd pick / 2009"
"10","C","Hroniss Grasu",24,"Rook",8,"","Chicago Bears / 3rd / 71st pick / 2015"
"11","RG","Vlad Ducasse",28,"5",11,"","New York Jets / 2nd / 61st pick / 2010"
"12","RG","Patrick Omameh",26,"2",9,"",""
"13","RT","Kyle Long*",27,"2",16,"1 fumble recovered","Chicago Bears / 1st / 20th pick / 2013"
"14","","Defensive Starters",NA,"",NA,"",""
"15","DE","Jarvis Jenkins",27,"4",15,"","Washington Redskins / 2nd / 41st pick / 2011"
"16","NT","Eddie Goldman",21,"Rook",12,"4.5 sacks, 0 interceptions, 0 fumbles recovered","Chicago Bears / 2nd / 39th pick / 2015"
"17","LB","Christian Jones",24,"1",13,"",""
"18","LB","Shea McClellin",26,"3",11,"","Chicago Bears / 1st / 19th pick / 2012"
"19","LB","Pernell McPhee",27,"4",12,"","Baltimore Ravens / 5th / 165th pick / 2011"
"20","CB","Kyle Fuller",23,"1",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Chicago Bears / 1st / 14th pick / 2014"
"21","CB","Tracy Porter",29,"7",13,"0.0 sacks, 1 interception, 0 fumbles recovered","New Orleans Saints / 2nd / 40th pick / 2008"
"22","S","Adrian Amos",22,"Rook",16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Chicago Bears / 5th / 142nd pick / 2015"
