"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Wade Wilson*",29,"7",10,"204 for 332, 2,746 yards, 15 td, 9 int, & 36 rushes for 136 yards and 2 td","Minnesota Vikings / 8th / 210th pick / 1981"
"3","RB","Darrin Nelson",29,"6",11,"112 rushes for 380 yards, 1 td, & 16 catches for 105 yards and 0 td","Minnesota Vikings / 1st / 7th pick / 1982"
"4","FB","Alfred Anderson",27,"4",13,"87 rushes for 300 yards, 7 td, & 23 catches for 242 yards and 1 td","Minnesota Vikings / 3rd / 67th pick / 1984"
"5","WR","Anthony Carter*",28,"3",16,"72 catches for 1,225 yards, 6 td, & 4 rushes for 41 yards and 0 td","Miami Dolphins / 12th / 334th pick / 1983"
"6","WR","Hassan Jones",24,"2",15,"40 catches for 778 yards, 5 td, & 1 rush for 7 yards and 0 td","Minnesota Vikings / 5th / 120th pick / 1986"
"7","TE","Steve Jordan*",27,"6",16,"57 catches for 756 yards, 5 td","Minnesota Vikings / 7th / 179th pick / 1982"
"8","LT","Gary Zimmerman*+",27,"2",16,"","New York Giants / 1st / 3rd pick / 1984 Supp"
"9","LG","Randall McDaniel",24,"Rook",15,"","Minnesota Vikings / 1st / 19th pick / 1988"
"10","C","Kirk Lowdermilk",25,"3",11,"","Minnesota Vikings / 3rd / 59th pick / 1985"
"11","RG","Terry Tausch",29,"6",16,"","Minnesota Vikings / 2nd / 39th pick / 1982"
"12","RT","Tim Irwin",30,"7",16,"","Minnesota Vikings / 3rd / 74th pick / 1981"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Doug Martin",31,"8",10,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Minnesota Vikings / 1st / 9th pick / 1980"
"15","LDT","Henry Thomas",23,"1",15,"6.0 sacks, 1 interception, 1 fumble recovered","Minnesota Vikings / 3rd / 72nd pick / 1987"
"16","RDT","Keith Millard*+",26,"3",15,"8.0 sacks, 0 interceptions, 2 fumbles recovered","Minnesota Vikings / 1st / 13th pick / 1984"
"17","RDE","Chris Doleman*",27,"3",16,"8.0 sacks, 0 interceptions, 0 fumbles recovered","Minnesota Vikings / 1st / 4th pick / 1985"
"18","LLB","Jesse Solomon",25,"2",16,"2.5 sacks, 4 interceptions, 2 fumbles recovered","Minnesota Vikings / 12th / 318th pick / 1986"
"19","MLB","Scott Studwell*",34,"11",16,"1.0 sacks, 0 interceptions, 2 fumbles recovered","Minnesota Vikings / 9th / 250th pick / 1977"
"20","RLB","David Howard",27,"3",16,"1.0 sacks, 3 interceptions, 2 fumbles recovered","Minnesota Vikings / 3rd / 67th pick / 1984 Supp"
"21","LCB","Issiac Holt",26,"3",9,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Minnesota Vikings / 2nd / 30th pick / 1985"
"22","RCB","Carl Lee*+",27,"5",16,"0.0 sacks, 8 interceptions, 1 fumble recovered","Minnesota Vikings / 7th / 186th pick / 1983"
"23","SS","Joey Browner*+",28,"5",16,"0.0 sacks, 5 interceptions, 2 fumbles recovered","Minnesota Vikings / 1st / 19th pick / 1983"
"24","FS","John Harris",32,"10",10,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Seattle Seahawks / 7th / 173rd pick / 1978"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Chuck Nelson",28,"5",0,"20 of 25 field goals & 48 of 49 extra points","Los Angeles Rams / 4th / 87th pick / 1983"
"27","P","Bucky Scribner",28,"5",0,"84 punts for a 40.3 average, 2 blocked","Green Bay Packers / 11th / 299th pick / 1983"
"28","PR","Leo Lewis",32,"7",1,"58 punt returns for a 9.5 average and 0 td",""
"29","KR","Darryl Harris",22,"Rook",0,"39 kick returns for a 21.4 average and 0 td",""
