"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Dan Fouts",24,"2",9,"106 for 195, 1,396 yards, 2 td, 10 int, & 23 rushes for 170 yards and 2 td","San Diego Chargers / 3rd / 64th pick / 1973"
"3","RB","Rickey Young",22,"Rook",8,"138 rushes for 577 yards, 5 td, & 21 catches for 166 yards and 1 td","San Diego Chargers / 7th / 164th pick / 1975"
"4","FB","Bo Matthews",24,"1",12,"71 rushes for 254 yards, 3 td, & 9 catches for 59 yards and 0 td","San Diego Chargers / 1st / 2nd pick / 1974"
"5","WR","Gary Garrison",31,"9",14,"27 catches for 438 yards, 2 td, & 3 rushes for 30 yards and 0 td","Philadelphia Eagles / 6th / 77th pick / 1965"
"6","WR","Dwight McDonald",24,"Rook",13,"19 catches for 298 yards, 3 td",""
"7","TE","Pat Curran",30,"6",14,"45 catches for 619 yards, 0 td, & 3 rushes for 21 yards and 0 td","Los Angeles Rams / 6th / 151st pick / 1969"
"8","LT","Terry Owens",31,"9",7,"","San Diego Chargers / 11th / 99th pick / 1966, Chicago Bears / 11th / 167th pick / 1966"
"9","LG","Doug Wilkerson",28,"5",14,"4 fumbles recovered","Houston Oilers / 1st / 14th pick / 1970"
"10","C","Ed Flanagan",31,"10",14,"1 fumble recovered","Detroit Lions / 5th / 64th pick / 1965"
"11","RG","Ira Gordon",28,"5",14,"1 fumble recovered","Philadelphia Eagles / 8th / 190th pick / 1970"
"12","RT","Russ Washington*",29,"7",14,"","San Diego Chargers / 1st / 4th pick / 1968"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Fred Dean",23,"Rook",13,"0 interceptions, 4 fumbles recovered","San Diego Chargers / 2nd / 33rd pick / 1975"
"15","LDT","Louie Kelcher",22,"Rook",13,"","San Diego Chargers / 2nd / 30th pick / 1975"
"16","RDT","Gary Johnson",23,"Rook",8,"0 interceptions, 1 fumble recovered","San Diego Chargers / 1st / 8th pick / 1975"
"17","RDE","Coy Bacon",33,"7",13,"",""
"18","LLB","Don Goode",24,"1",12,"1 interception, 0 fumbles recovered","San Diego Chargers / 1st / 15th pick / 1974"
"19","MLB","Tom Graham",25,"3",8,"2 interceptions, 0 fumbles recovered","Denver Broncos / 4th / 102nd pick / 1972"
"20","RLB","Floyd Rice",26,"4",9,"1 interception, 3 fumbles recovered","Houston Oilers / 9th / 212th pick / 1971"
"21","LCB","Joe Beauchamp",31,"9",8,"1 interception, 0 fumbles recovered",""
"22","RCB","Mike Williams",22,"Rook",14,"4 interceptions, 4 fumbles recovered","San Diego Chargers / 1st / 22nd pick / 1975"
"23","SS","Sam Williams",23,"1",8,"1 interception, 0 fumbles recovered","San Diego Chargers / 12th / 289th pick / 1974"
"24","FS","Chris Fletcher",27,"5",14,"6 interceptions, 0 fumbles recovered","San Diego Chargers / 9th / 223rd pick / 1970"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Ray Wersching",25,"2",0,"12 of 24 field goals & 20 of 21 extra points",""
"27","P","Dennis Partee",29,"7",0,"79 punts for a 36.8 average, 1 blocked","San Diego Chargers / 11th / 291st pick / 1968"
"28","PR","Mike Fuller",22,"Rook",6,"36 punt returns for a 11.4 average and 1 td","San Diego Chargers / 3rd / 73rd pick / 1975"
"29","KR","Mike Fuller",22,"Rook",6,"31 kick returns for a 23.4 average and 0 td","San Diego Chargers / 3rd / 73rd pick / 1975"
