"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Ben Roethlisberger*",25,3,15,"264 for 404, 3,154 yards, 32 td, 11 int, & 35 rushes for 204 yards and 2 td","Pittsburgh Steelers / 1st / 11th pick / 2004"
"3","RB","Willie Parker*",27,3,15,"321 rushes for 1,316 yards, 2 td, & 23 catches for 164 yards and 0 td",""
"4","WR","Santonio Holmes",23,1,13,"52 catches for 942 yards, 8 td, & 5 rushes for 17 yards and 0 td","Pittsburgh Steelers / 1st / 25th pick / 2006"
"5","WR","Hines Ward",31,9,13,"71 catches for 732 yards, 7 td, & 3 rushes for 11 yards and 0 td","Pittsburgh Steelers / 3rd / 92nd pick / 1998"
"6","TE","Heath Miller",25,2,16,"47 catches for 566 yards, 7 td","Pittsburgh Steelers / 1st / 30th pick / 2005"
"7","LT","Marvel Smith",29,7,12,"","Pittsburgh Steelers / 2nd / 38th pick / 2000"
"8","LG","Alan Faneca*+",31,9,16,"1 fumble recovered","Pittsburgh Steelers / 1st / 26th pick / 1998"
"9","C","Sean Mahan",27,4,16,"","Tampa Bay Buccaneers / 5th / 168th pick / 2003"
"10","RG","Kendall Simmons",28,5,16,"1 fumble recovered","Pittsburgh Steelers / 1st / 30th pick / 2002"
"11","RT","Willie Colon",24,1,16,"","Pittsburgh Steelers / 4th / 131st pick / 2006"
"12","","Defensive Starters",NA,NA,NA,"",""
"13","DE","Brett Keisel",29,5,16,"","Pittsburgh Steelers / 7th / 242nd pick / 2002"
"14","NT","Casey Hampton*",30,6,15,"0.5 sacks, 0 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 1st / 19th pick / 2001"
"15","LOLB","Clark Haggans",30,7,16,"4.0 sacks, 0 interceptions, 1 fumble recovered","Pittsburgh Steelers / 5th / 137th pick / 2000"
"16","LILB","James Farrior",32,10,16,"6.5 sacks, 1 interception, 0 fumbles recovered","New York Jets / 1st / 8th pick / 1997"
"17","RILB","Larry Foote",27,5,16,"3.0 sacks, 1 interception, 0 fumbles recovered","Pittsburgh Steelers / 4th / 128th pick / 2002"
"18","ROLB","James Harrison*",29,5,16,"8.5 sacks, 1 interception, 3 fumbles recovered",""
"19","LCB","Ike Taylor",27,4,16,"1.0 sacks, 3 interceptions, 1 fumble recovered","Pittsburgh Steelers / 4th / 125th pick / 2003"
"20","RCB","Deshea Townsend",32,9,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 4th / 117th pick / 1998"
"21","SS","Troy Polamalu*",26,4,11,"0.0 sacks, 0 interceptions, 1 fumble recovered","Pittsburgh Steelers / 1st / 16th pick / 2003"
"22","FS","Anthony Smith",24,1,10,"0.0 sacks, 2 interceptions, 1 fumble recovered","Pittsburgh Steelers / 3rd / 83rd pick / 2006"
